step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.20994107,0.43051594,3.706142559929234,0.11616281295071217,0.082908995,3.525718229436007,0.02351549104444616,0.11270224,3.4617061148477735,0.03255684893257534,0.18115528,3.4283928524923173,0.05283970859613182,0.26628864,3.4620654355341705,0.0769161193147243,0.4200858,2.5698201952902595,0.16346894173492318,0.13317646,3.577807120064956,0.037222929127532695,0.43906757,3.4345037446801863,0.12784017866783703,0.15894939,3.3088099098492445,0.04803823561474739,0.2423775,3.530806699033632,0.0686464950836081,0.12995219,3.689207907715189,0.03522495764870051,0.17808303,3.6849492290961163,0.04832713323795122,0.14742377,3.641428291206625,0.04048515093925745,1.7328265,0.121812314,3.46318140685967,0.06701884637639595
0.11,0.20882392,0.120507225,3.609214593270416,0.03338876707939214,0.09606708,3.549378269847095,0.02706588903969304,0.42196417,2.502684105990007,0.1686046463229782,0.12987006,3.4321623514424164,0.037839135742351544,0.14525676,3.6410084189733265,0.039894650333482294,0.43684202,3.4345037446801863,0.1271921816952342,0.12649599,3.673001431923427,0.03443940589771387,0.13103694,3.5249039435023244,0.03717461222690464,0.15379404,3.3129864889843197,0.04642157033446372,0.17383705,3.66629967308619,0.047414850474899635,0.29282033,3.3506027953326742,0.08739332959502165,0.434093,3.6921911803220304,0.11757056373954541,0.22767591,3.5492850610195585,0.06414697913810358,1.7394147,0.12436822,3.456786312182613,0.06681127550921415
0.21,0.21255557,0.1515519,3.316889440716922,0.045690971918980236,0.10974506,3.6227691015922554,0.03029314312066816,0.14833461,3.578891435252744,0.04144708219445639,0.18992245,3.248872228989043,0.05845796282116639,0.4230376,3.6854613289173885,0.11478551824083638,0.424501,3.445719990905643,0.1231966041800446,0.18307142,3.758302424566752,0.04871119960969508,0.2443156,3.4926018615823824,0.06995231753213543,0.25625256,3.4527812656109163,0.07421627300619663,0.093162455,3.441660203535094,0.027069044924602253,0.42659152,2.4817917116127437,0.1718885245465924,0.12623067,3.572688515924569,0.035332123536431975,0.17687921,3.6607804271520714,0.048317350843642554,1.7319099,0.11699509,3.4430161489506554,0.06841216280580373
0.31,0.18407683,0.19009948,3.5680645837956435,0.05327803723937079,0.07403176,2.303916401078781,0.03213300740603892,0.45326477,3.558771800448167,0.12736550650281012,0.27928776,3.1988187521228153,0.0873096530724059,0.42398077,3.4182510148693934,0.1240344172066221,0.22288236,3.517442831309477,0.06336488492038421,0.14471892,3.2021541823732864,0.045194237061007614,0.0978115,2.9016166489159665,0.03370931090584972,0.1372547,3.3779068393079656,0.040633062601803015,0.1935951,2.753194065572233,0.07031654574945047,-0.11772978,1.7163633802696476,-0.06859257451628377,0.16256548,3.15431221260534,0.051537537721641595,0.40515044,2.3436233406911735,0.1728735314592064,1.7419765,0.15157099,3.0011104656430687,0.06408901210233131
0.41000000000000003,0.14444035,0.08026936,2.0418447982805867,0.03931217451971625,0.16980259,2.656746137371726,0.0639137435135696,0.19073662,2.606586370891622,0.0731748710682572,0.4627166,3.305177358762789,0.13999751269407967,0.44877622,3.355512193371097,0.1337429845140883,-0.15662046,1.7932835199924593,-0.08733725371496127,0.30492747,3.029687437472502,0.10064651043813602,0.2129284,2.23387434437982,0.09531798419160444,-0.045251932,2.133821209629982,-0.02120699325272917,0.119017884,2.85589758742345,0.041674423011303606,0.006946876,1.4905760098036445,0.004660531320601376,0.42308557,2.1952939775409943,0.19272387874415675,0.17943342,3.162755305156225,0.05673326039733591,1.740897,0.18304834,2.527773557698223,0.06410412518808914
0.51,0.10546731,0.4153111,2.1267911958671117,0.19527591561682614,-0.020553816,1.795613571602723,-0.01144668119853307,0.15003967,2.4098613296348392,0.062260708118959555,-0.27657026,1.2118273958785446,-0.22822578649845032,0.45764816,2.575962629984057,0.17766102378443965,0.17170617,2.526543271840974,0.06796090601628978,0.22009811,2.030801220341043,0.1083799368685849,0.17223538,2.1440062406449254,0.08033343435216128,-0.032935325,1.2289327705055622,-0.026799940441628416,0.45657805,3.019940825110753,0.1511877458945593,0.034987092,1.8157438303117726,0.01926873793211236,0.0055542313,1.6481253437649488,0.003370029694884028,0.3100715,2.6135218970051546,0.1186412474718142,1.7466432,0.209052,2.0882824248071086,0.05522055981630918
0.61,0.08128386,0.4709062,2.469335129956866,0.19070161531009985,0.17493778,1.8071126118024678,0.09680513739389783,-0.029342389,1.3296367429328062,-0.022067973745596384,0.41849494,1.914066505187546,0.21864179675568365,0.14990942,2.146498962947336,0.06983903760928353,0.103343666,1.9085339964452317,0.05414819216860023,-0.024782872,1.3579142878023454,-0.01825068934769947,0.45884705,2.7922538153721272,0.1643285590200855,-0.0047406023,1.6496483007594789,-0.0028737048585698068,-0.27391776,1.1632469575395268,-0.23547688016709906,0.021268537,1.4378315549212233,0.014792092436174025,0.1941691,2.079951988471951,0.09335268562709526,0.29592428,2.2334607915604914,0.13249584556474417,1.7406894,0.21112043,1.8684224342845694,0.05818736259743841
0.71,0.043031026,0.25112644,1.704992374316084,0.14728889240928186,0.17734295,1.9271453707224684,0.09202365010548003,-0.086951315,1.3725801428155116,-0.06334880761470534,0.42886654,1.795243522632948,0.2388904513612727,-0.016895484,1.162020504928734,-0.014539747024769185,-0.07901676,1.2780223419185024,-0.061827369835358165,0.29381222,2.011936653806177,0.1460345258745514,-0.2544209,1.1006170224309086,-0.23116206738596431,0.033366304,1.3994614380803654,0.0238422460119458,0.46604785,2.5878804247870626,0.18008863499548194,0.10771963,1.7618749632733521,0.061139202411302405,-0.026948355,1.3452351533202407,-0.02003244939874586,0.19072959,1.6699907340421103,0.1142099679849948,1.7413864,0.20400341,1.6243846651595741,0.04712362537652062
0.81,0.030823154,-0.22418585,1.3746232407980004,-0.1630889450598867,0.0047874004,1.1415709357342185,0.004193695034638127,0.18006894,1.6979541386692205,0.1060505321217745,0.02526409,1.4659731319099898,0.017233665049618725,-0.2366033,1.104602276450749,-0.21419773414192872,0.025948387,1.4617424954515044,0.017751681106692906,0.4134026,1.6046963247438792,0.2576204486798156,0.04349903,1.3752637248956714,0.031629591754210436,0.04540166,1.340961253479508,0.033857547147631305,0.46536213,2.413826740365903,0.19279019650145604,0.16540669,1.5306901340038699,0.10806020459226089,-0.06418418,1.193329933127433,-0.05378578011864784,0.2902319,1.6532716155688079,0.17555004912384983,1.7340183,0.20534045,1.4891158419383657,0.03951270398396039
0.91,0.015587421,0.41593182,1.4397927738961673,0.28888311457759913,0.0016064625,1.156504645263472,0.0013890670737212636,0.04814983,1.3470270947859995,0.03574525841344428,-0.055527218,0.9122394456538154,-0.0608691259194335,-0.11957827,0.894078437167798,-0.13374472208842814,-0.17298937,1.0593725345040412,-0.16329417915266972,0.42969155,2.209710994755531,0.1944559963432608,0.007909645,0.9194948674688769,0.008602163651232444,0.057147447,1.1637307103817562,0.04910710571612268,0.18567207,1.5133110008963866,0.1226926087541627,-0.013205135,1.1550515140027307,-0.011432507625040556,-0.17863019,1.2076889735206602,-0.1479107551895146,0.21009818,1.4377110877875678,0.14613379487662326,1.7399012,0.19014876,1.2627472369296002,0.02536598611008308
