step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
2.5100000000000002,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
2.61,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
2.71,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.028146923,0.49989864294056563,-0.0563052590476723,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
2.81,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
2.91,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.028146923,0.49989864294056563,-0.0563052590476723,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
3.0100000000000002,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
3.11,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.028146923,0.49989864294056563,-0.0563052590476723,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
3.21,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.028146923,0.49989864294056563,-0.0563052590476723,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
3.31,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
3.41,-0.016999511,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,1.7964252,0.011012129,0.6997012884852221,-0.02738392025486718
3.5100000000000002,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
3.61,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
3.71,-0.016999511,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,1.7964252,0.011012129,0.6997012884852221,-0.02738392025486718
3.81,-0.016999511,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,1.7964252,0.011012129,0.6997012884852221,-0.02738392025486718
3.91,-0.016999511,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028146923,0.49989864294056563,-0.0563052590476723,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.01,-0.016999511,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,1.7964252,0.011012129,0.6997012884852221,-0.02738392025486718
4.11,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.21,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.3100000000000005,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.41,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.51,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.61,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.71,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.8100000000000005,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
4.91,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
5.01,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
5.11,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
5.21,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
5.3100000000000005,-0.016999511,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,1.7964252,0.011012129,0.6997012884852221,-0.02738392025486718
5.41,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
5.51,-0.017560888,0.0004345558,0.8094988334417925,0.0005368208005438222,-0.02858758,0.6305814725986215,-0.045335267478385705,-0.011969437,0.8252733325648852,-0.014503603132524462,-0.010624183,0.8476615397873617,-0.012533520565915822,-0.028153276,0.49989864294056563,-0.05631796858928388,1.7962612,0.011145822,0.7225827642666452,-0.02563070779311321
5.61,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
5.71,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
5.8100000000000005,-0.016999511,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,1.7964252,0.011012129,0.6997012884852221,-0.02738392025486718
5.91,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
6.01,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
6.11,-0.017560888,0.0004345558,0.8094988334417925,0.0005368208005438222,-0.02858758,0.6305814725986215,-0.045335267478385705,-0.011969437,0.8252733325648852,-0.014503603132524462,-0.010624183,0.8476615397873617,-0.012533520565915822,-0.028153276,0.49989864294056563,-0.05631796858928388,1.7962612,0.011145822,0.7225827642666452,-0.02563070779311321
6.21,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
6.3100000000000005,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
6.41,-0.017560888,0.0004345558,0.8094988334417925,0.0005368208005438222,-0.02858758,0.6305814725986215,-0.045335267478385705,-0.011969437,0.8252733325648852,-0.014503603132524462,-0.010624183,0.8476615397873617,-0.012533520565915822,-0.028153276,0.49989864294056563,-0.05631796858928388,1.7962612,0.011145822,0.7225827642666452,-0.02563070779311321
6.51,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
6.61,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
6.71,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
6.8100000000000005,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
6.91,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
7.01,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
7.11,-0.017560888,0.0004345558,0.8094988334417925,0.0005368208005438222,-0.02858758,0.6305814725986215,-0.045335267478385705,-0.011969437,0.8252733325648852,-0.014503603132524462,-0.010624183,0.8476615397873617,-0.012533520565915822,-0.028153276,0.49989864294056563,-0.05631796858928388,1.7962612,0.011145822,0.7225827642666452,-0.02563070779311321
7.21,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
7.3100000000000005,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
7.41,-0.016999511,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.008900908,0.49928566185550627,-0.017827285063373655,-0.028933214,0.6305814725986215,-0.04588338744631323,1.7964255,0.0110121295,0.6997012884852221,-0.02738392025486717
7.51,-0.017810473,-0.0236611,0.8149273321512462,-0.029034612585435906,-0.011600752,0.8476615397873617,-0.01368559480005295,-0.027749402,0.6305814725986215,-0.04400605418072289,0.00071206986,0.8094988334417925,0.0008796428456510092,-0.012859716,0.49994692933560325,-0.025722162344749007,1.7983646,0.010005615,0.720523221462925,-0.022313756213061947
7.61,-0.017560888,0.0004345558,0.8094988334417925,0.0005368208005438222,-0.02858758,0.6305814725986215,-0.045335267478385705,-0.011969437,0.8252733325648852,-0.014503603132524462,-0.010624183,0.8476615397873617,-0.012533520565915822,-0.028153276,0.49989864294056563,-0.05631796858928388,1.7962612,0.011145822,0.7225827642666452,-0.02563070779311321
7.71,-0.016999511,-0.028146923,0.49989864294056563,-0.0563052590476723,-0.011956758,0.7467177312557679,-0.01601241990830762,-0.0010000027,1.122022933775649,-0.0008912498086690678,-0.028933214,0.6305814725986215,-0.04588338744631323,-0.008900908,0.49928566185550627,-0.017827285063373655,1.7964252,0.011012129,0.6997012884852221,-0.02738392025486718
