step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.2113162,0.13913631,3.639200295626218,0.03823266187335475,0.14059201,3.3800796740449974,0.041594288415357984,0.4244423,2.5739333977581227,0.16490026184416884,0.41454056,3.6988034311785443,0.11207423340183735,0.23673658,3.5185074679470905,0.06728323952303872,0.11159782,3.5880336286569197,0.03110278014819526,0.2623672,3.4456527348875934,0.07614440836536321,0.42387593,3.4281773583057222,0.12364469034781746,0.13142996,3.4947286491882963,0.03760805732193263,0.1718989,3.6771839668021458,0.04674743037456633,0.13761976,3.6023329814898375,0.03820295467406542,1.7273663,0.12137986,3.458784871444135,0.07068500057179072
0.11,0.21096453,0.29448077,3.368461265691804,0.08742293516201682,0.22134838,3.5324952395897045,0.06266062940476187,0.42507732,3.6985433405679085,0.11493100931999146,0.10633819,3.566154836439427,0.029818724348589745,0.14423393,3.6319720930796704,0.03971228947643108,0.13674653,3.6238936100188863,0.037734696566810264,0.42800412,3.433095394922017,0.12467003289597,0.17432629,3.6954115443336564,0.0471737135711377,0.12888575,3.4907652941105556,0.03692191687010492,0.4268976,2.5587648988963503,0.1668373618756957,0.14139481,3.3799741591689596,0.04183310351792759,1.7242929,0.12501363,3.4526846978926304,0.0717924011826761
0.21,0.21041138,0.1270078,3.46332652922563,0.036672198329742264,0.14185393,3.381066131037575,0.041955384209668545,0.12990238,3.6025786100928614,0.03605816604826261,0.42525002,2.481349161824101,0.17137855088915724,0.16642846,3.674990960557955,0.045286767629384196,0.10931112,3.5968345623534126,0.03039092202518194,0.42742014,3.7036758100801475,0.11540430675639907,0.25470707,3.434182471966766,0.07416818130197034,0.23843133,3.480205528978071,0.06851070504607741,0.1426355,3.5932918787581816,0.03969493692226589,0.42587557,3.4039787273529414,0.12511111509839942,1.729641,0.12448726,3.4377709429297862,0.07133011220513717
0.31,0.18640544,0.13322747,3.422177364388331,0.03893061444544354,-0.024141768,2.2451003450683436,-0.01075309085698549,0.17228003,3.551635620084807,0.04850723635278109,0.14856824,3.497084253670529,0.042483461081150115,0.41321093,2.34788604291678,0.1759927530071953,0.24248745,3.3290312374010305,0.07284024335649687,0.27659494,3.298648495916842,0.08385098842452102,0.0309134,2.1665781019518477,0.014268306092721866,0.14229465,3.026739337751692,0.04701252054798576,0.43966067,3.608275324101891,0.12184787159570219,0.4347992,3.41279470393241,0.12740268081022804,1.7403545,0.15127507,3.082359166107682,0.06930759862338548
0.41000000000000003,0.1599733,0.4404588,3.347056422425217,0.131595870753151,0.18847969,2.175984366763396,0.08661812769555845,-0.16395685,1.6794557436883593,-0.09762499034780135,0.14329989,2.629164463493575,0.05450396676757631,0.45706987,3.2661493940258617,0.13994150869088975,0.16729045,3.054836311308495,0.05476249202720771,0.4070356,2.2283841628444794,0.18265952343628597,0.19246148,2.994590801753849,0.0642697077735038,0.13936573,3.074213956721504,0.045333777880072125,0.29052567,3.011523361885754,0.09647133357717838,0.07565439,2.1275258185528143,0.03555979758944674,1.7366328,0.17302598,2.689898618496664,0.07219010144027899
0.51,0.12598415,0.44174042,3.0584274974371035,0.14443383856936357,0.11614245,2.329362915966888,0.049860178921472986,0.08784858,2.2139105555742296,0.039680275769273785,0.1645092,1.9911043605811012,0.0826220916729133,0.45126045,2.7588396735604643,0.16356892784558041,0.17690279,2.2931994077343063,0.07714234763039464,0.059467226,1.9116039650247965,0.031108549341228,-0.21670103,1.569159265753988,-0.13810008675382954,0.14841735,2.42605532496101,0.0611764093353688,0.28912818,2.7482420268421137,0.1052047750869916,0.41008562,2.1212344995566697,0.19332403776274976,1.7387328,0.18844876,2.3110126811811518,0.07363830410740975
0.61,0.07645847,-0.011933978,1.3164854851697025,-0.009065027947598453,0.055010393,1.7797121349945089,0.03090971409377911,0.12172682,2.084290928334863,0.05840202858820069,0.17556879,1.7629512851453115,0.09958799810468208,0.41540995,1.9042587146715397,0.21814785417629967,-0.041464217,1.1884856452186565,-0.034888277510101214,-0.23264581,1.2412362217585846,-0.18743072879456285,0.44041747,2.7527537964098485,0.1599915942799589,0.445217,2.4381016025774342,0.18260806394959486,0.1678706,2.008865813108632,0.08356486279760206,0.14772786,1.9484577782352817,0.07581784098717424,1.7343761,0.2049255,1.8568726732385783,0.06160417479318445
0.71,0.05202214,-0.05785786,1.2034298289524512,-0.04807746865481607,0.041847993,1.382999269923675,0.030258868242733737,0.16034079,1.5556655459509043,0.10306893174921858,0.4621844,2.578410200753688,0.17925169518460596,0.46244088,2.307317536052593,0.20042359620080763,0.08219761,1.6561186856119623,0.049632678670728715,0.08855896,1.6386069484781496,0.054045271236616,-0.23301561,1.1645219490084922,-0.20009550869020987,0.3879148,1.7810674944288727,0.21779904906342495,-0.046573143,1.3773712244643088,-0.03381306551581204,0.05932171,1.6152701546308836,0.03672556495094683,1.7437097,0.21389781,1.6600708034778167,0.05356541931256767
0.81,0.019325968,0.09742337,1.4955285400186207,0.0651431013152507,0.4459634,2.3549617566632075,0.1893718279124686,0.007126907,1.2248318859292189,0.005818681705277444,-0.19457047,1.1029718269634687,-0.1764056543599044,0.40804723,1.636952758642428,0.24927245266992024,-0.017372372,0.9694676753418464,-0.017919495482667625,0.3025211,1.6046133490657495,0.18853209077260255,-0.028908499,1.1423613782728042,-0.025305913815934868,-0.012452976,0.9586093703849722,-0.012990667764728802,0.19206189,1.6436534440449142,0.11685059699611462,-0.13314843,1.0033956601355936,-0.13269783502946497,1.7419395,0.20377672,1.376122513223893,0.04087901681081214
0.91,0.004244313,-0.0078013623,1.0408222499357573,-0.007495383879247102,0.037410583,1.1042445180659357,0.0338788943345683,0.16940783,1.5406254648121074,0.10996042419885393,0.21782292,1.4639863245730247,0.1487875402933517,-0.16671607,0.8871889344835472,-0.1879149553191026,0.08342317,1.3497779496734994,0.06180510467465905,-0.18274897,0.8094988334417925,-0.22575569700649736,0.04859532,1.285889294911689,0.03779121626229543,-0.029513663,1.054011673257755,-0.02800126737663377,-0.0939599,1.1355064949175764,-0.08274712489724408,0.38489434,1.3534901977521465,0.2843717242057744,1.7461154,0.16143033,1.184094721438621,0.013152770499161626
