step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21418196,0.1092714,3.6624754321489394,0.029835394585209632,0.11236689,3.5507833136902613,0.03164566307500836,0.20661512,3.765516558335475,0.05487032574989755,0.07607519,3.504968167906029,0.021704958553459067,0.11931288,3.1886131486258353,0.03741842514662525,0.44310465,3.575064538412071,0.12394312040793681,0.09706813,3.4981669839344995,0.02774828400582113,0.42100763,3.433660805479757,0.12261188773723519,0.10809162,3.577708763999663,0.030212526988971217,0.23378861,3.2582016070267286,0.07175388072994153,0.29571787,3.4081650877926606,0.0867674709443662,0.40460053,2.4423402353367707,0.16566100210318094,0.07636722,3.6171226315853664,0.021112699112222078,0.3133409,3.4998688155921576,0.08952932776581106,0.14416507,3.614652288729715,0.039883523323756775,0.31363595,3.1277811460739833,0.1002742617442425,0.23230882,3.1884330790278215,0.07285987007789264,0.052648712,3.9043663078167667,0.0134845728599238,0.18250656,3.435123145205609,0.053129554186149265,0.27776116,3.710156101394155,0.07486508754253993,0.29529044,3.6054327113509523,0.0819015258255433,1.7411909,0.118442066,3.4556476604507247,0.06434349345074925
0.11,0.21295977,0.18810387,3.248041646963489,0.05791301036217752,0.30091757,3.24411737159141,0.09275791574550382,0.1629838,3.4036236333874945,0.047885378201750796,0.2639615,3.66205843652393,0.07208008789163918,0.13059144,3.574384296305191,0.03653536564480899,0.33078906,3.4648055835110942,0.09547117476800825,0.14665537,3.5833754181891755,0.04092659816782755,0.40159154,2.5087451911329524,0.16007665537430502,0.40875515,3.434948269294805,0.11899892556504343,0.0994185,3.6163020633772507,0.027491757279490322,0.07691662,3.2134587173432343,0.02393577353901688,0.3521156,3.472306309458141,0.10140683739279369,0.11381134,3.4449888854946438,0.033036778997151364,0.21827614,3.305676935213119,0.06603069427290034,0.28565204,3.6443241623132336,0.07838272028301789,0.06057803,3.9070529122227935,0.015504788638324864,0.052349,3.648047487397016,0.014349868347398402,0.1908604,3.7742380180067943,0.05056925521223569,0.20974407,3.236912145127058,0.06479757762833926,0.06848408,3.4174057408132437,0.020039786906232,0.43042672,3.5963094060479195,0.11968567445299759,1.7443036,0.11872361,3.4476725061768563,0.06370841069861728
0.21,0.20951039,0.07970112,3.5704627071251855,0.0223223499890264,0.29480207,3.407755295256402,0.08650916633432165,0.39601767,2.429632204471609,0.16299490511467504,0.29229215,3.6182495911429644,0.08078274881598213,0.4448682,3.6215396702846308,0.12283952337401301,0.13784838,3.199896472239219,0.04307901159418444,0.43573874,3.4626709450214226,0.12583891142703893,0.21116191,3.734089711268741,0.056549769238359394,0.21637605,3.1888004198348674,0.06785499962958787,0.27868512,3.4273742164250933,0.08131155372319658,0.21162122,3.149974520026046,0.06718188465806024,0.07855112,3.5896392273354385,0.021882734191755463,0.05345575,3.711781202318564,0.014401643975101207,0.061286554,3.8864812931629125,0.015769162159178934,0.101918966,3.487074496747145,0.029227642160542456,0.13906704,3.5483625530448886,0.039191891137044244,0.27106732,3.6251457395052498,0.0747741858614217,0.2827992,3.1691272216398594,0.08923567731633872,0.098983206,3.451396891301954,0.02867917222280216,0.12888415,3.6155853112403724,0.03564682907004459,0.17415029,3.306223288447946,0.05267348055816371,1.747054,0.1178063,3.438155379897167,0.06279748774051613
0.31,0.1695966,0.14536308,3.182012837824595,0.045682743888834414,0.07218089,3.1227644794448137,0.02311441993848476,0.10334977,2.8601583029577107,0.03613428232921832,0.077599205,2.3612261021987058,0.03286394513614615,-0.027798062,2.1295598114136904,-0.013053431061868117,0.40005726,2.360595393391961,0.16947303097415833,0.11189096,1.862936974121823,0.060061590012833115,0.01503003,1.87557749679214,0.008013547926891152,0.4632362,3.5486808950192406,0.13053757901438362,-0.10591455,1.872539742765939,-0.05656197602673542,0.2081787,3.263533482932256,0.06378935595584094,-0.033395417,2.2449483332937588,-0.014875806511604073,0.4360346,3.402525349893214,0.12815028402934875,0.04273818,3.1680619471438067,0.013490323522899628,0.19828756,3.428079867603284,0.05784216505855988,0.26687527,3.3859474231580142,0.07881849115657522,0.34481043,3.323047491098972,0.10376331579936765,0.23441084,3.1529869220490347,0.07434564211269687,0.20601186,2.9682291988375553,0.06940564483477527,0.31757224,2.829848695434662,0.11222233774315535,0.12955473,2.50114883568844,0.05179809045563463,1.7458193,0.15492745,2.8021147420506485,0.05595312268045697
0.41000000000000003,0.12668192,0.05354846,1.9161201845054188,0.02794629449480712,-0.053501967,1.9701841021008648,-0.02715582126749326,0.06248509,1.6770461609296656,0.03725901698113493,0.11360461,2.156220974039741,0.05268690640535122,-0.013433736,2.0457253686530406,-0.006566734725744711,0.48297688,3.2757570713682345,0.14743977441773296,0.4087204,2.1778584826282965,0.18767078171967758,0.04629359,2.105555707959177,0.021986400095155453,0.4625609,3.39450245449613,0.1362676558069432,0.16727361,2.5070659769330184,0.0667208650946389,0.031153744,1.9050771495138101,0.01635300916531063,0.00029176025,1.7491447913440166,0.00016680165966218415,0.01651596,1.7781490542012826,0.009288288221875477,0.3029442,3.1082978632778193,0.09746305742798583,0.19825941,2.9419115809282914,0.06739135687408432,-0.02301517,1.2628805797494034,-0.018224343454046762,0.16243142,2.4187390197228185,0.06715541344941617,-0.090138614,1.608354749176576,-0.056043987947218626,0.09710057,2.0682784419503064,0.04694753318917648,0.3241884,2.7253440149823285,0.11895320717443864,-0.08088005,1.9788221140276712,-0.04087282670232869,1.7519157,0.17130375,2.2271921829756147,0.04537298324193138
0.51,0.07361496,-0.015574952,2.1463339563439,-0.0072565369476301645,0.07107215,1.5410589622631887,0.04611903115772098,0.12535155,1.9077434906777833,0.06570670994681278,0.4563431,3.001629976155732,0.15203176873936972,-0.005396237,1.1960683863287611,-0.004511645983530684,-0.03816047,1.9718844799751492,-0.019352284462161924,-0.22153032,1.216805940325271,-0.18205887308618365,0.42643026,2.1325385045680045,0.19996368377930895,-0.0076474943,1.3563108877372507,-0.005638452355554536,0.19425014,2.0772692810536637,0.09351225591480146,-0.0054965317,1.5411276262852802,-0.003566564917260356,0.31755626,2.716464031966296,0.1169005951411163,-0.05000484,1.4912454533682178,-0.033532266458356524,0.104825065,2.2775608855215306,0.04602514260158004,0.0005336097,1.9103241542448015,0.0002793294049342741,0.016411204,1.4478006898359546,0.01133526458873175,-0.007273362,1.700409949616563,-0.004277416760474786,0.08362817,1.8836164614742834,0.044397663697835245,0.20409638,1.9267422366412348,0.10592822071087857,0.19917813,2.5848182613550232,0.07705691824158332,-0.09335085,1.5858204924129453,-0.0588659627570083,1.7459277,0.1639486,1.8863606718167065,0.030485551437929165
0.61,0.032101292,-0.03426045,1.6568661622026248,-0.02067786317038733,-0.08092972,1.4907326175489088,-0.054288554472440534,0.08372847,1.6100170835900456,0.052004708994477365,-0.0329596,1.1568833793058912,-0.028489992714455282,-0.011037025,1.9627028083045805,-0.005623380484630367,0.43122,1.9204853263924953,0.22453699025747742,-0.19442092,1.1099153772710975,-0.17516733509927856,-0.03984178,1.539334327886694,-0.025882472608190085,0.077765524,1.8383496301752595,0.04230181414399709,-0.057779785,1.7847159927978644,-0.03237477866440628,-0.05001962,1.1207690956122294,-0.044629729749762974,0.08303636,2.074894149847251,0.04001956588048617,0.07867786,1.5110200978793142,0.052069368893925966,0.04568198,1.430422907352071,0.031935995482463383,0.066436194,1.7935632511295692,0.03704145579565045,0.20306604,1.9013194289965787,0.1068026934392208,-0.095571466,1.6419112570956096,-0.05820744901848649,0.036813866,1.8829807411231396,0.01955084592374332,0.04617433,1.3735450951578254,0.033616900484004994,0.01338824,1.443245028521811,0.009276484251804891,0.3383649,2.2636349550836465,0.1494785625211263,1.7454729,0.13836814,1.6432051768225955,0.016823515718397155
0.71,0.015904367,0.035509195,1.3238565434820626,0.026822540065670118,0.014316378,1.8779051621258043,0.007623589545440564,-0.024328772,1.2012086380449611,-0.020253577278809155,0.07126891,1.7668599311016182,0.04033647909772334,-0.20192477,0.9913962898316862,-0.2036771502390452,-0.011118898,1.4386388124380143,-0.007728762822242632,-0.059608094,1.3764590201670444,-0.04330538978702982,-0.01992953,1.552698412430202,-0.012835416034103916,-0.061348725,1.1483168430968635,-0.053424910972169296,0.040467255,1.4255671872665383,0.028386774877359494,0.43603218,1.820839080477491,0.23946771611658157,-0.08557001,1.423925242505524,-0.06009445229868194,0.080248415,1.512141378022855,0.05306938665685425,-0.114993334,1.5411279875391832,-0.07461634254021009,0.010431169,1.7161381982523107,0.00607828006598758,0.046825476,1.476869503982286,0.031705899447791626,0.13023998,1.6007542803684671,0.08136163059496943,0.012885232,1.1804715082339967,0.010915326940253699,-0.056494992,1.1392056167066211,-0.04959156749041148,0.13825966,1.7025577636237972,0.08120703281374535,0.0902076,2.01192360766101,0.044836493174968454,1.7457612,0.122238934,1.487088619398016,0.006013503806411522
0.81,-0.0048302235,0.12725274,1.2620291178591396,0.10083185946136618,-0.14905712,1.1553092970798164,-0.1290192336039556,0.14725482,1.4080907208194025,0.10457765430957142,0.049846657,1.4298742936223905,0.03486086633127924,0.065819405,1.3031848384460234,0.05050657671690636,-0.09023893,0.9091221192346278,-0.09925941398371346,8.006975e-05,1.6387429931676454,4.8860469834811955e-05,0.057206474,1.787148566851676,0.03200991529505136,0.025980256,0.8791486556142784,0.029551608060763106,0.4313495,1.6613712637818925,0.2596346135966529,-0.109712765,0.9648864489539689,-0.11370536371375128,-0.021731867,1.0803858262194879,-0.020114912650851906,-0.048651017,1.2313741577212807,-0.03950953245491334,0.030904377,1.429247422955916,0.021622831976439164,-0.251993,0.9600338873799894,-0.2624834433658005,-0.039464224,0.9836505270547057,-0.040120167726723985,-0.016502805,1.0836306432976828,-0.015229179016169913,0.13812524,1.3139912412699069,0.10511884437621803,-0.026086953,1.5253655480771597,-0.017102098949450383,-0.041468237,1.7428923622064116,-0.02379276970546568,0.0022332263,1.1514215059547048,0.0019395384803592437,1.7489833,0.13164641,1.2809953065508621,-0.000934902195064487
0.91,-0.0071094474,-0.12039285,0.952885007302442,-0.126345624717436,-0.0066451235,1.294521460140544,-0.005133266368236536,-0.06544735,0.8595259400140439,-0.07614354585450435,0.06657864,1.0403432364305432,0.06399680336490239,-0.04099725,1.0227691015853055,-0.04008455875271497,0.09804518,1.2181136704422664,0.08048935016232293,-0.26507062,0.8153649149910351,-0.32509446056047003,0.049264297,1.553813600256689,0.03170540976161278,-0.13003694,1.2545243534127926,-0.10365437295535722,-0.056335982,0.9132301129384387,-0.06168870379667421,0.07689404,1.6291050773817541,0.04720017050655793,0.009700339,0.9134414171139329,0.010619552722021513,-0.07294847,1.3592627468020118,-0.05366767454146497,0.40335667,1.4603767554420344,0.27620041871402073,0.13190162,1.3382266854407399,0.09856448332227151,-0.039687138,1.1175266282412708,-0.03551337126816656,0.084882304,1.3439526213349913,0.06315870271383804,-0.08417611,1.2027150275522462,-0.06998840649093378,0.06258806,1.3642739122166878,0.04587646062247225,0.10413028,1.7212332506674017,0.060497485136142296,0.017858548,1.1189268752165227,0.015960424658140484,1.7416894,0.12860258,1.214006304520176,-0.004906891601031228
