step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,silhouette_clsuter_27,std_year_cluster_27,silhouette_by_std_year_cluster_27,silhouette_clsuter_28,std_year_cluster_28,silhouette_by_std_year_cluster_28,silhouette_clsuter_29,std_year_cluster_29,silhouette_by_std_year_cluster_29,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21603149,0.15781145,3.390456668163039,0.04654577935175986,0.0829392,3.7221046729407568,0.02228287686432913,0.063731745,3.4680149981915678,0.01837700959156123,0.31847692,3.6671159647006415,0.0868466987205013,0.39648682,2.3729651607655464,0.16708497256762272,0.18949404,3.356890865722848,0.05644927141467677,0.2137265,3.620462742881052,0.05903292501971501,0.11777876,3.860441711006868,0.03050914169723133,0.3664923,3.4136149968821576,0.10736193201646929,0.36830106,3.4093889427057023,0.10802553477038361,0.4383496,3.4485165892984577,0.12711251149753153,0.09530346,2.8729404766281736,0.033172793425735266,0.10905115,3.5931172663511406,0.030350012253988312,0.28365016,3.4771400243734956,0.0815757081531173,0.06814519,3.6395660798010043,0.018723438911516097,0.2798005,3.3193637316495463,0.0842934149632899,0.06511105,3.6411857000920227,0.017881825834360994,0.42426637,3.5911876401097924,0.11814096356650973,0.08727079,3.6698438003685796,0.02378051862578868,0.20088801,3.1502830660800147,0.06376824039791058,0.1479386,3.5149899211739424,0.042087914201660075,0.17912048,3.2004108152417396,0.05596796516284802,0.13036932,3.8031818341225243,0.03427901325730247,0.106894955,3.432064672132454,0.031145961760856627,0.10082525,3.6341317505350452,0.027743972169949237,0.054071367,3.6265823593812123,0.01490973082331508,0.18350235,3.275865238682643,0.05601645150428428,0.14716342,3.532766473668475,0.041656707855582384,0.27658322,3.8841200919756442,0.07120872114803878,1.7563621,0.11652694,3.4685763536422796,0.057804551983718463
0.11,0.21796899,0.38862342,2.4367550548165973,0.15948398902697564,0.082396604,3.649566541042922,0.022577093250417953,0.27063236,3.692825134908855,0.0732859928424252,0.08213884,3.6132724117267974,0.022732533566315057,0.4281386,3.6007894558647586,0.11890131843269514,0.12522992,3.6292016389957107,0.03450619099573516,0.20826082,3.6598482057168558,0.05690422323816521,0.13084392,3.619654554369867,0.03614817948245344,0.083508745,3.5703120154816927,0.023389761027534983,0.3676264,3.472613487575169,0.10586447357794115,0.36051553,3.350212922984453,0.10760973799737508,0.28003553,3.444748582714126,0.08129345838637035,0.0993806,3.455614603917706,0.028759166997245844,0.120166294,3.210777959651916,0.03742591228256148,0.42613268,3.4526879621064555,0.12342055918821457,0.18937062,3.1272963439577186,0.060554100552816036,0.22962977,3.118499946182832,0.07363468779352675,0.22064094,3.230842842582278,0.06829206903731318,0.12462134,3.4177299168289474,0.036463191116619664,0.04393496,4.115906506682536,0.01067443097818872,0.10167398,3.068880038606596,0.033130647584268605,0.22776249,3.3476359818036774,0.06803681515820728,0.11030485,3.5755848425222294,0.030849456024052244,0.13872334,3.724665691952115,0.03724450865765029,0.08866915,3.308614556118216,0.02679948043623539,0.11979976,3.9306124855858684,0.030478650185835395,0.2610403,3.7822988527573047,0.06901630735512745,0.34154722,3.1790111074457,0.10743819678559968,0.11686894,3.5516447004584943,0.0329055839850509,1.7392994,0.11377681,3.4599346325985656,0.05923519710147993
0.21,0.21307719,0.39057657,2.3566119966811603,0.16573647752628468,0.12832114,3.627999458788505,0.03536966927977783,0.14233802,3.5119449442362947,0.04052968507472895,0.13540213,3.3820644664980204,0.04003534806673812,0.42244768,3.428582736951376,0.12321350069056043,0.099220134,3.546088599000588,0.02798016224011961,0.07175626,3.9151952972276423,0.01832763199775027,0.07212426,3.751756769170173,0.01922412942023069,0.30144772,3.158859772406556,0.09542928178350257,0.20763122,2.8868657610943638,0.07192271225470431,0.14805496,2.9215872603924917,0.05067620584091045,0.3523647,3.4369878262441054,0.10252136665167332,0.09255691,3.479621904035168,0.026599702864083575,0.1198233,3.5727021917198583,0.03353856350693276,0.106729135,3.4788068738436615,0.030679810287754322,0.26938996,3.454385961230448,0.07798490389116901,0.15583491,3.5190094542623345,0.04428374384303857,0.35280934,3.3838884314175632,0.10426151656954503,0.09161858,3.1723460542559545,0.02888038727155948,0.19907051,3.31182174419248,0.060109066436781565,0.24468994,3.647600828327479,0.06708243388530175,0.08205424,3.7798809505062465,0.02170815524778166,0.27384424,3.7446225016457038,0.07312999961293747,0.07269776,3.4189881987893127,0.0212629451895635,0.08438187,3.6676714764216434,0.02300693272772443,0.19712643,3.2128095784033723,0.061356401132012184,0.21249035,3.6228270967184186,0.05865318557446091,0.4357356,3.584534682338684,0.12155988202725133,0.120661005,3.074044732686959,0.03925154507179282,1.7598693,0.111035265,3.4155209499822954,0.05807983951609213
0.31,0.102767825,0.40471876,2.2737876241007107,0.1779932093859415,-0.02268936,2.2329005520502383,-0.010161383695190715,0.33231848,2.8187634198384415,0.11789513176037299,0.065770924,1.6668060542224097,0.039459254377392006,0.07276827,2.87992695024619,0.025267401648215518,0.09131996,2.0544794040444967,0.04444919873921163,0.36278337,3.408524719384641,0.10643413273167822,0.2115654,2.9174451710019533,0.07251735430480338,-0.0734175,1.7822456557629875,-0.04119381602869737,0.30993345,3.366005410673589,0.09207752691528552,0.097495794,2.8538925772315364,0.034162391070389195,0.21258344,3.0192675156999504,0.07040894404241158,0.06120585,1.9788888808739964,0.030929401667284796,-0.0082533425,1.7003084607339234,-0.004854026585537501,0.06570422,2.4505044000597858,0.02681252849072699,0.23384507,2.42171248459116,0.09656186334768041,-0.052864857,1.90029237516523,-0.027819328072290633,0.14750803,2.6066397213882695,0.05658934142644435,-0.08819174,2.0279949621880364,-0.043487159415659095,0.013002275,1.7986253343204814,0.007229006680738408,0.13568774,2.052203318762169,0.06611807778326792,-0.0535113,2.126617031813674,-0.025162640189742392,0.0749178,2.1343278691733953,0.035101355235323484,0.15960471,3.3439310698637317,0.047729666068516224,0.0881152,1.6380001323546192,0.05379437929207442,-0.0031958492,1.93984882907765,-0.001647473349145629,0.10931075,2.693934659678531,0.040576616530319576,0.14493811,2.4086910766932212,0.06017297639688006,-0.047132313,2.0142284948945206,-0.023399685473103955,1.7520863,0.1307738,2.362441177789294,0.03877773258915831
0.41000000000000003,0.09658779,-0.06933104,2.1244443718038104,-0.03263490604354147,0.041169863,1.3884680493253598,0.029651285972501253,0.111038275,1.4789979182709005,0.07507669462635413,-0.073657244,2.08599334316576,-0.03531039285681957,0.4362874,3.2852117098604223,0.13280343601515587,0.0335761,1.9205127038363572,0.017482884126520704,0.00023004756,1.5311745904763332,0.0001502425407223147,0.054478217,2.1873811941086516,0.024905680392174327,0.063711934,2.1909362295845862,0.029079775545871347,0.091595225,1.7567497063738482,0.0521390296544909,0.05441201,2.0641229937819494,0.026360837615322083,0.20496184,1.9454584544511382,0.10535400325259991,0.40542877,2.190225186679736,0.18510825721025195,0.382055,3.2560332432267876,0.11733756563039527,0.059216853,1.6886941604316699,0.03506665364203925,0.01010771,1.814953407284996,0.0055691292049886805,-0.021770034,1.5955120200940722,-0.013644544015464569,0.34449595,2.454927018602929,0.14032838838745304,0.13768339,2.1767372241097545,0.06325218774505724,-0.059411496,1.9513554989379236,-0.030446269762906982,0.13248587,1.9203097785295,0.06899192413011794,-0.09216491,1.4279900301945436,-0.06454170504060877,-0.0043425374,2.06035142899796,-0.0021076682900724054,-0.075391784,1.8839345782345494,-0.040018260284277574,0.19145939,2.074074664587973,0.09231074985376757,-0.14183013,1.8684267106477443,-0.07590885454767606,0.09516934,2.421558501922118,0.03930086470293973,0.25370494,2.1917230441695295,0.11575592818955052,0.021123951,1.6152528328991247,0.013077798639773621,1.7558355,0.15124843,2.019017606710001,0.03705140400816139
0.51,0.044752885,0.10713107,1.7079263970191765,0.0627258127608403,-0.102702305,1.4548823609330048,-0.07059148387435009,0.081979804,2.1222406239185103,0.03862889194421815,-0.0068208436,1.4652881586074125,-0.0046549503010490665,-0.11246879,1.923043651562062,-0.058484780855749374,0.06992111,1.5065164575054246,0.046412445879577276,-0.038886078,1.1622672033156205,-0.033457089377652946,0.009084944,2.0948502259131234,0.004336798673993653,-0.055123795,1.3901842327624172,-0.039652150790366235,-0.059739277,1.6307975332733127,-0.036631939617218605,0.31517684,2.1442141499830782,0.14698944347482742,0.4182495,2.1375180635926556,0.19567062145613634,0.08071185,2.197188751178309,0.03673414447918886,0.08104044,1.5362416656814584,0.05275240465109382,-0.036690474,1.241401326944618,-0.02955569062168032,0.056546673,1.8646911730181241,0.03032495353487855,0.024101984,1.9910271249133693,0.01210530155729327,-0.011126642,1.2728470679255528,-0.008741538866525421,-0.0031052837,1.3626842035211544,-0.002278799230817288,0.21203086,1.9066344961845247,0.11120687170285885,-0.006098273,1.1524750920086453,-0.005291457709163005,0.18884583,1.6204641080936766,0.1165381122805022,-0.074816495,1.3827660158355275,-0.05410640290788649,-0.14685273,1.2263268532574862,-0.1197500742274604,0.15749545,1.7993226187125353,0.0875304141213071,0.21199474,2.147432831093992,0.0987200783731636,0.045549087,1.3081505799898812,0.034819452686206176,-0.006131645,0.930092937985075,-0.0065925076688205025,-0.011159755,1.4808785568854352,-0.0075359017372941435,1.7556999,0.12601304,1.62621911936604,0.020626585510001783
0.61,0.03081734,0.19985704,1.8377884051070303,0.10874866806448213,-0.0062686387,1.4071344597021886,-0.004454896693486389,0.115108125,2.1420217497762137,0.053738074752887534,-0.08204334,1.4566169124253938,-0.05632458444801352,0.17540054,1.4935355611456709,0.11743981515787345,0.00830995,1.2056677891225704,0.006892404521144825,-0.04825335,1.1706777189689068,-0.04121830387474208,0.41127023,1.9434054222994874,0.21162348642719342,0.024108589,1.5794334019576848,0.01526407423424367,0.07099143,1.8094558769407962,0.03923357712725087,0.050485477,1.2268525067305434,0.04115040444918907,0.10093045,1.8362241894454223,0.05496630146087164,0.015534244,1.2563836326986582,0.01236425176365869,-0.14604503,1.1613061944048344,-0.12575927853222912,-0.09217083,1.8506474542710716,-0.04980463830537849,-0.07175973,1.7772582317992438,-0.04037664830778217,-0.015951416,1.4129220559737359,-0.011289664179595192,0.10780068,1.5811168696701567,0.068180081742596,0.023790017,1.1246562217086953,0.0211531455667569,-0.0047967886,1.523460972041402,-0.0031486126984018635,0.046354588,1.3918426128937005,0.033304475442667035,-0.031634573,1.6993059807834874,-0.018616172279224005,-0.043528315,0.8742842898427386,-0.049787369149330934,-0.02707663,1.1263825604934703,-0.02403857345761072,0.023946397,1.1403902622494642,0.020998422907677665,-0.044182677,1.3666016244685208,-0.03233032657862528,0.18779224,1.671286489328435,0.11236388421280986,-0.021120802,1.764302801260322,-0.011971188592425155,-0.07969679,1.338569672486195,-0.059538768150830174,1.7550924,0.110473126,1.4886045489653807,0.013405587675297505
0.71,0.01600343,-0.03829529,0.9381823076828523,-0.04081860321878772,0.14833698,1.3392355513916956,0.11076242458799629,0.004601511,1.0417171481753604,0.0044172366568123915,-0.11803004,1.0473544191372584,-0.11269350594180709,0.057163887,1.341456735358806,0.042613291371348366,0.06309245,1.4396883568931407,0.04382368414333753,0.07113963,1.2754036048193573,0.055778134377802706,-0.003025237,1.220347708133235,-0.002478995932914616,-0.08899967,1.226539848516957,-0.07256158357332332,0.4140254,1.849943903122416,0.22380429774644364,0.040899,1.1263356358365535,0.036311557372984825,0.00027981037,1.2570787221094177,0.0002225877838817712,0.11605996,1.987101690208503,0.05840665301965798,0.019029718,1.1999478365763159,0.015858787617554986,-0.054611366,1.142714902984836,-0.047790893511165694,-0.030224195,1.747854223992299,-0.01729217135806341,-0.0201235,1.1064558512103415,-0.01818735049837449,0.16178396,1.4309202704136488,0.11306287763683746,0.017390864,1.5381209227974277,0.011306564855962539,-0.14218347,1.12055379894342,-0.126886783909748,-0.07743341,1.3684749633391762,-0.056583722304811575,-0.07831684,0.9206321280522418,-0.08506854710241599,-0.02521153,1.302393911055359,-0.019357837588342856,0.08300966,1.7592060847587478,0.04718586467109209,-0.056425944,1.651125698106801,-0.034174226732331066,-0.028172892,1.3545843145956222,-0.020798182352664618,0.010512503,1.247219128924647,0.008428753713124225,-0.09836718,1.293626448305345,-0.0760398622638237,-0.006927169,0.9397040167272112,-0.007371649801192306,1.7584087,0.105868496,1.3177213838678963,0.0011682344643127727
0.81,-0.01855825,0.10603918,1.2766995079575263,0.08305727439442973,-0.26023728,0.818365579812728,-0.3179963612517275,0.041333023,1.7221998278720507,0.02400013215062872,-0.09811154,0.8827118708353142,-0.11114786525559403,0.011761065,1.5398501699689358,0.0076377980601936854,0.0034365405,1.4586127040472954,0.0023560335630942245,-0.06800006,0.8944105633321416,-0.07602779538604437,-0.07170497,1.1810023712594513,-0.06071534702645301,0.020956982,1.0462837681516437,0.02002992167619964,-0.039593697,0.7869698616731828,-0.050311579289780944,0.07390444,1.183200434860543,0.06246147113329016,-0.007710473,1.0200542800467731,-0.0075588851467159515,-0.081806004,1.1709037855764282,-0.0698656926855192,-0.027262105,1.0486560643213687,-0.025997184017446426,-0.032698613,1.1070890746167639,-0.029535665566466487,-0.048128698,1.2935643914960056,-0.037206263822331026,0.11244422,1.7943227999006324,0.06266666286559265,0.07693337,1.1321013548784482,0.0679562556028823,0.022208942,1.2215068692741244,0.0181815941105622,-0.059516978,0.9161280005014995,-0.06496578806260328,0.041191146,1.275833553212374,0.03228567368681336,0.08164822,1.588146952835805,0.0514110000691694,-0.0020509257,1.0997350924987606,-0.0018649270707888801,0.09843142,1.451436070471816,0.0678165751209891,-0.026351646,1.7290097820396764,-0.015240888665064888,0.031661138,1.1943998711905228,0.026507988406714315,-0.072659716,1.3830859093438983,-0.05253449226777363,-0.1450219,1.1702618114825456,-0.12392261211267665,0.01357153,1.1734848387033667,0.011565151250010026,1.7459569,0.07969729,1.226207833177987,-0.01748130398401437
0.91,-0.022346426,0.027195053,1.3442254828563287,0.020231020406863066,-0.007597495,1.081257437920694,-0.007026536515702116,-0.12795609,1.140448254951632,-0.11219806931359837,0.05150149,1.2837773194119333,0.04011715224826965,-0.0037022738,1.3895750844131374,-0.0026643208177175265,-0.02678979,1.0730564075134599,-0.02496587302569826,-0.020110786,1.043342978693993,-0.01927533550503675,-0.06359546,1.7331443281605858,-0.03669368893972068,0.037182342,1.001213141503076,0.037137289473903434,0.08928715,1.6854130900021564,0.05297641714994154,-0.047137145,0.9133022407652176,-0.05161176973957518,-0.022401039,1.154708288229338,-0.01939973825912466,-0.04706061,1.0756508696544758,-0.04375082119251903,0.010097357,1.4316217434526934,0.007053090308696347,0.026641127,0.9326095749061561,0.02856621617334152,-3.066325e-05,0.7198605654683934,-4.259609644326306e-05,0.07963037,1.0366666005054694,0.07681386418646034,0.06759829,1.2349429148433708,0.05473798823325951,0.052138675,1.1676501167836952,0.04465265258385825,0.065496095,1.6171546020085399,0.04050082437604473,-0.00797531,1.1317308793968073,-0.007047002279777574,0.14584261,1.3026498033175775,0.11195841846233165,-0.15852688,1.0380469245212798,-0.15271648976983115,-0.004884516,1.0646620388148875,-0.004587855780437233,-0.043364063,0.7772886810971934,-0.05578887736291283,-0.04854638,1.4439742824562567,-0.03361997639746605,-0.049728554,1.3496098662738654,-0.03684661396220063,-0.25797108,0.8759900358448196,-0.29449088186103994,-0.0652225,0.8611791127783548,-0.0757362792327121,1.7440724,0.078301765,1.1691294022946683,-0.01599026870512218
