step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
1.01,0.00045052206,0.35291594,1.51792104097263,0.23249953926640266,0.15670301,1.2238322117772604,0.12804288749181442,0.012121424,0.9564867225013611,0.012672861832563593,0.39278343,1.3316354541361695,0.2949631837894606,0.17735092,1.4509302192935356,0.12223256574347985,-0.14431134,1.0937566410147823,-0.13194099423177885,-0.0980692,0.8923043622851531,-0.1099055463299916,0.45415524,1.8488508790606848,0.2456418966105884,-0.0026102113,0.762144966405161,-0.0034248225412134713,-0.24928413,1.1145529946855153,-0.22366288054829095,-0.17080781,0.7603960396039604,-0.22463006083853543,0.028326131,1.2374145751822734,0.022891383350057685,-0.002161844,1.1586197354430072,-0.0018658787425204016,-0.006939282,1.0982791487140622,-0.006318322790047015,1.7340987,0.20804971,1.1747946422196827,0.025513986575856396
1.11,-0.018047031,-0.065230384,0.7588979318413575,-0.08595409439416982,-0.026373431,1.3190132366156706,-0.01999481912267179,-0.15314972,0.7522672157725692,-0.20358420624427978,0.015044433,0.9148942763841702,0.01644390335921341,0.13524525,1.141886380713833,0.11844019769357425,0.07950666,1.1541441258789262,0.06888798048258304,-0.062972695,0.6884781692171233,-0.09146650896280158,-0.020609774,0.9921486245471501,-0.02077286929150952,0.045223985,1.4716430616383978,0.030730267444733485,-0.12300836,0.9727356895332944,-0.12645610135669255,0.034780778,0.9409050429773396,0.036965237087857414,0.02024732,1.0531401590229301,0.019225664827006234,0.4420823,1.3230159528363656,0.3341473584904841,-0.17352903,0.61746227354822,-0.28103584028760187,1.7413989,0.14649005,1.0071880100376678,-0.014601702162448212
1.21,-0.024805773,-0.04891823,0.737290315575144,-0.06634866559760637,-0.14033088,0.8489149417786432,-0.16530617376852283,-0.20536661,0.4994804278144397,-0.41116047805782685,0.40843663,1.2625933261533044,0.32349024641233937,0.040205125,0.8896096477915394,0.04519411953933275,-0.2001512,0.8993673925304283,-0.22254665526590625,-0.104464106,0.7006871632210486,-0.1490880834486966,-0.00010287048,0.8880650440860283,-0.00011583664941319262,-0.21692243,0.6354969179336857,-0.34134301215738594,0.20414405,1.0343573407303268,0.19736317196378578,0.08181538,1.1788910194506357,0.06940028851514263,0.037275393,0.8569358056411924,0.04349846548220735,0.42594573,1.5558704449489624,0.27376683604991936,0.20624685,1.1599006119169564,0.17781424611363358,1.7471663,0.20484403,0.9391043142551668,-0.016098680776356948
1.31,-0.034138277,0.04578267,0.828722934377232,0.05524484538742701,0.16355224,0.9591787087711574,0.1705127918725098,-0.052592352,0.6712644222989682,-0.07834818930599874,-0.07621736,0.5604283062403271,-0.13599841397350854,0.3431173,1.2302845199383758,0.27889263917008056,0.43327016,1.230017799457491,0.35224706225764507,-0.16003467,0.4994804278144397,-0.3204022870847571,0.07077634,0.8462815940963265,0.08363214305897583,0.023411445,0.8749049469738561,0.026758844375756097,-0.17915535,0.6376701059356661,-0.28095303208320715,-0.03176879,0.527975694961876,-0.06017093529246334,-0.14888561,0.8482319534908304,-0.1755246393474033,-0.17613332,0.5248480834088011,-0.33558914532291023,-0.09487835,0.5748816303282693,-0.16503980675869503,1.7464298,0.1827381,0.7724407948638295,-0.041767008789039224
1.41,-0.03421143,-0.04838493,0.6389710663783135,-0.07572319543782782,-0.15298878,0.4994804278144397,-0.3062958387259059,0.40971476,1.278470416999493,0.3204726155163833,-0.06847578,0.6422337866046703,-0.10662127141155357,0.38829726,1.0984890317298086,0.3534830558991824,-0.087035716,0.7260273172917293,-0.11987939504074367,-0.06377596,0.6251067606791147,-0.10202410314906964,0.04895457,0.8197587118908831,0.05971826598876898,-0.17117874,0.5652368242244783,-0.3028442873977289,-0.1642349,0.7111927015696751,-0.2309288411882315,0.14272553,1.0043731987060565,0.1421040779168582,-0.07780986,0.4991496720841032,-0.15588483203367004,0.1547463,1.020982961083707,0.15156599073637167,-0.032133717,0.49387082102951424,-0.06506502454003268,1.7450224,0.18229839,0.7588102641489991,-0.031280198776228514
1.51,-0.03780962,-0.094323136,0.4732584119682825,-0.19930577783103376,0.11925919,0.9995724266302454,0.1193102074070466,-0.013208629,0.4996175310684105,-0.02643748029394036,0.11194897,0.7588045956961003,0.14753332757201146,-0.14138307,0.4994804278144397,-0.28306027403728296,0.045241352,0.7315351716878684,0.06184439781114091,0.38171965,1.0771126238288182,0.3543915839377523,0.037074756,0.7864696324452843,0.04714073417174913,-0.09686119,0.49975337131690584,-0.19381798433631697,-0.092546284,0.4994868009348938,-0.18528274225773594,-0.09156146,0.3892439654569298,-0.23522897496277398,-0.07828728,0.6958431077635672,-0.11250708704667083,-0.08277765,0.7070834254440699,-0.11706914090400712,-0.122957535,0.4980275366618482,-0.24688902929387269,1.746583,0.1358495,0.6510920734798331,-0.06209844571885244
1.61,-0.03702003,-0.04308198,0.4994548761280614,-0.08625800299039513,-0.02015189,0.4975735624687189,-0.04050032464409973,-0.13656071,0.4987105921835554,-0.2738275673802323,0.13118374,0.8999802638071093,0.1457629114242265,-0.14395207,0.5333189156067358,-0.26991743111708116,-0.0070033963,0.5680151597815042,-0.01232959396106459,-0.12773576,0.4994804278144397,-0.2557372755267959,-0.027219098,0.5810735619308454,-0.04684277489906271,-0.08413498,0.5728729540803571,-0.14686499063522657,0.4104847,1.0599147478077335,0.3872808659791343,0.12338354,0.7924404167260991,0.15570071178928668,-0.11274696,0.5818564123452536,-0.19377110748057513,-0.09330038,0.49110623299596673,-0.18998003597621552,-0.017723085,0.5075021530782847,-0.03492218752420746,1.7486542,0.14315404,0.6130928769110475,-0.06158620021016491
1.71,-0.04844382,0.011685362,0.4999784331439343,0.02337173228097229,-0.0484868,0.49291046044073594,-0.09836837091738579,-0.1221653,0.4985838994862684,-0.24502455871099535,0.030754598,0.5541436665223515,0.0554993221353618,-0.011162601,0.4999737008205163,-0.0223263771534852,-0.13615625,0.4994804278144397,-0.27259575848020295,0.19265613,0.8433122517885178,0.22845171428498473,0.13324584,0.9026844975471936,0.1476106447277411,-0.13038887,0.367562121784428,-0.3547396837364439,-0.12013315,0.499876527964533,-0.24032564027923758,0.4450531,1.0541679097677197,0.4221842615983279,-0.0957629,0.4955752212389381,-0.19323585381997482,-0.14875436,0.42093430495797196,-0.3533909128800474,-0.14298081,0.2296338879583505,-0.6226468368903612,1.7528001,0.16293879,0.5613440936597069,-0.1089668798457676
1.81,-0.049092125,-0.08953603,0.4004059308778494,-0.22361315521592742,-0.082518764,0.4992733792976248,-0.16527771610071718,0.03842529,0.47348452331326885,0.08115426630117113,-0.092619196,0.4992820100005647,-0.18550477230368811,-0.11475644,0.4994804278144397,-0.22975163032630763,0.38032675,0.8264848583454995,0.4601738846802893,-0.04107237,0.509298950298561,-0.08064491120146379,0.017519083,0.5324656040540031,0.032901811385891655,-0.13124464,0.4705896847270212,-0.27889401060458663,0.16823506,0.8393079707845537,0.2004449730122265,-0.057878535,0.499998520016043,-0.11575741312000583,-0.12905936,0.49857755798241055,-0.2588551316941143,-0.037197433,0.49824695460919466,-0.07465661971030259,-0.07734441,0.49508772679691354,-0.15622364670972302,1.7625638,0.13447616,0.5387131499227105,-0.07103600511480412
1.9100000000000001,-0.049259875,-0.15576252,0.49926900545705855,-0.31198115987614894,0.3677156,0.8744417862270764,0.42051466769363766,-0.12605555,0.4994804278144397,-0.252373359466888,-0.10178358,0.4998969204988402,-0.20360913801286093,-0.06517615,0.49877428756936837,-0.13067263753808225,0.09411836,0.7685171067636879,0.1224674842972005,0.0073053334,0.6314402659482018,0.01156931824716927,-0.036041442,0.4991591333128847,-0.07220431301265602,0.017314088,0.48887939690650517,0.0354158667947038,-0.05380577,0.6349118409451232,-0.08474525913667469,-0.13705368,0.4987105921835554,-0.27481606676946246,-0.11340482,0.4894479349331525,-0.2316994511268875,0.42814657,0.860650744874675,0.4974684254567042,-0.14085412,0.46509298913604646,-0.30285152333980836,1.7552223,0.17690937,0.5863337451836153,-0.055536938985003836
2.0100000000000002,-0.04934727,-0.07405971,0.3699782653037124,-0.20017313678084034,0.06429257,0.4985484870445368,0.1289595176987739,-0.10181833,0.0,-inf,-0.09022277,0.4994804278144397,-0.18063324098670083,-0.09328718,0.4980602373207483,-0.18730099372261919,0.3778031,0.7984843931444058,0.47315024623927926,-0.09382859,0.0,-inf,-0.13986364,0.0,-inf,-0.107847266,0.0,-inf,-0.07401006,0.0,-inf,0.03468363,0.4966368889299136,0.06983699890909505,-0.06833302,0.49884697421081536,-0.13698193199333866,0.17711794,0.8216500621878589,0.21556371978127759,-0.07246762,0.0,-inf,1.7614021,0.1369658,0.3201204097111736,-inf
2.11,-0.04145582,-0.08702115,0.0,-inf,-0.05832725,0.0,-inf,-0.07584656,0.4987105921835554,-0.1520853206010921,-0.05707636,0.37089378642173076,-0.15388869568561767,-0.05403456,0.0,-inf,-0.086802214,0.0,-inf,0.007255112,0.4944550886805455,0.01467294398841377,-0.12723829,0.4968456707854225,-0.2560921751026352,0.12960903,0.7767734111203495,0.16685565135198024,0.3363042,0.7948915245635647,0.4230818638547015,-0.049220014,0.0,-inf,-0.08360496,0.4705896847270212,-0.17765999627080578,-0.010686951,0.48074301554537097,-0.022230069730656245,-0.012438143,0.0,-inf,1.7551816,0.11417784,0.31313591243054,-inf
2.21,-0.04912231,0.020106368,0.49736319849412375,0.040425925817860246,-0.083926946,0.4635255959092706,-0.18106216067771708,-0.08722264,0.4987105921835554,-0.17489631173600506,0.27958325,0.7217571151941167,0.3873647237140564,-0.077833965,0.4994804278144397,-0.1558298605639034,-0.047041457,0.0,-inf,-0.025515528,0.3517050111107972,-0.07254809453861848,-0.0992975,0.0,-inf,-0.104986794,0.49546180196363515,-0.21189684830765698,-0.11074659,0.0,-inf,0.31295222,0.6075299396731357,0.5151223009820487,-0.09689948,0.0,-inf,-0.055733643,0.0,-inf,-0.095395625,0.0,-inf,1.7576259,0.13350867,0.2953952630245053,-inf
2.31,-0.0318707,-0.01163723,0.0,-inf,-0.050837897,0.0,-inf,-0.048746694,0.0,-inf,-0.035086215,0.0,-inf,-0.020144233,0.35813993346879036,-0.05624682309226851,-0.039502516,0.0,-inf,-0.038019195,0.0,-inf,-0.03494391,0.0,-inf,0.048671134,0.4849826606736855,0.1003564410913857,-0.05475253,0.0,-inf,-0.050444495,0.0,-inf,-0.08327635,0.0,-inf,0.18132558,0.6184641939382372,0.2931868755334084,-0.044263195,0.49861645729945425,-0.0887720302819345,1.7680833,0.06266577,0.1400145175271548,-inf
2.41,-0.03942248,-0.07180279,0.0,-inf,-0.023333967,0.33102478897049165,-0.0704900886866971,-0.046639208,0.0,-inf,-0.05277886,0.49861645729945425,-0.10585061507457728,-0.07681285,0.0,-inf,-0.020583011,0.36190468358395145,-0.056874122230557114,-0.029555706,0.0,-inf,-0.067036495,0.0,-inf,-0.07017193,0.0,-inf,-0.14319932,0.4190702026042222,-0.3417072455115337,0.4327287,0.7525105397155142,0.5750467069258158,-0.04646649,0.4994804278144397,-0.09302964801740655,0.0043164524,0.0,inf,-0.06808287,0.0,-inf,1.7572689,0.12991008,0.20447193571343378,
2.5100000000000002,-0.05647999,-0.10928345,0.0,-inf,-0.069109745,0.49861645729945425,-0.13860301703229327,-0.070386045,0.4054626986542658,-0.17359437727486185,-0.060996458,0.4994804278144397,-0.12211981598814552,-0.08163632,0.0,-inf,-0.081768215,0.0,-inf,-0.069926135,0.0,-inf,0.14568026,0.49404740687173576,0.29487102171212853,-0.06431078,0.0,-inf,-0.07937096,0.0,-inf,-0.029436588,0.34499991784152295,-0.08532346463014326,-0.05601461,0.0,-inf,0.073004834,0.0,inf,-0.032614857,0.0,-inf,1.7687702,0.06608841,0.16018620774867273,
2.61,-0.048542093,-0.030496437,0.3452123561614457,-0.08834109370144891,-0.06020485,0.4987105921835554,-0.12072101453373306,-0.07230712,0.0,-inf,-0.04076631,0.0,-inf,-0.057281002,0.0,-inf,-0.011672705,0.47981726664950275,-0.024327397580791308,-0.059257004,0.0,-inf,-0.09885081,0.0,-inf,-0.072833255,0.0,-inf,-0.060487546,0.0,-inf,-0.07018269,0.0,-inf,0.028181724,0.465360712651411,0.06055888149592632,-0.041077033,0.48503481589736513,-0.08468883333515562,0.09789396,0.49057208468324104,0.1995506141307537,1.7568744,0.048213445,0.19747913058760866,-inf
2.71,-0.04066576,-0.043393042,0.0,-inf,-0.08804886,0.0,-inf,-0.054068666,0.0,-inf,-0.052281346,0.0,-inf,-0.03848324,0.4994804278144397,-0.07704654190099265,-0.051833298,0.0,-inf,-0.060872216,0.42078047316531003,-0.1446650205027955,-0.042374533,0.0,-inf,-0.023202684,0.0,-inf,-0.044080768,0.0,-inf,-0.052084286,0.0,-inf,-0.036338314,0.0,-inf,0.010591215,0.34193508073475287,0.03097434586496205,0.13060859,0.4895489191198706,0.2667937428846142,1.7669485,0.049603455,0.1251246357738838,-inf
2.81,-0.036135074,0.0018070411,0.3377678997661344,0.0053499492350851515,-0.0420594,0.0,-inf,-0.045340013,0.0,-inf,-0.033475652,0.0,-inf,-0.05089084,0.0,-inf,-0.0417428,0.0,-inf,-0.06964452,0.0,-inf,-0.014449701,0.0,-inf,-0.048675682,0.0,-inf,-0.008271027,0.3439062880396817,-0.024050235904473576,-0.044332817,0.0,-inf,-0.04160424,0.0,-inf,0.0013338833,0.39751985747482427,0.0033555135421576817,-0.037864313,0.4999983478802478,-0.07572887528546915,1.7726351,0.02031763,0.11279945665434916,-inf
2.91,-0.042290144,-0.048639864,0.0,-inf,-0.0968199,0.0,-inf,0.32846487,0.49456387414118347,0.6641505432536753,-0.061376207,0.0,-inf,-0.043052692,0.4994804278144397,-0.08619495293274956,-0.046641443,0.0,-inf,0.038952358,0.4562241029349122,0.08537987760062046,-0.06211587,0.0,-inf,-0.10226516,0.0,-inf,-0.041181166,0.0,-inf,-0.058323123,0.0,-inf,-0.050840653,0.0,-inf,0.014632386,0.3435204715485847,0.04259538329539413,-0.05970916,0.0,-inf,1.7692393,0.103080474,0.12812777688850857,-inf
3.0100000000000002,-0.038319297,-0.066575095,0.0,-inf,-0.037655555,0.0,-inf,0.0067975326,0.3316389981117744,0.020496782916644703,-0.031356618,0.0,-inf,-0.040172867,0.0,-inf,-0.035242546,0.0,-inf,-0.06946943,0.0,-inf,-0.04613168,0.0,-inf,-0.037239876,0.0,-inf,-0.041358165,0.0,-inf,0.11962135,0.4365253696334273,0.27403069714304784,-0.04206992,0.0,-inf,-0.067989916,0.0,-inf,-0.03172238,0.0,-inf,1.7817497,0.045403834,0.05486888341037155,-inf
3.11,-0.04022141,-0.056684084,0.0,-inf,-0.033160027,0.0,-inf,-0.039819293,0.0,-inf,-0.070280835,0.38859407349569625,-0.18085925603608427,-0.05549236,0.0,-inf,-0.044382628,0.4987105921835554,-0.08899475717790906,-0.08765547,0.0,-inf,-0.04663895,0.0,-inf,-0.045893725,0.0,-inf,-0.057626516,0.0,-inf,0.17748049,0.495015824529295,0.3585349805419724,0.020168317,0.34010908797620787,0.05929955474546532,-0.05648895,0.0,-inf,-0.042122204,0.0,-inf,1.769697,0.062280174,0.1230306841560539,-inf
3.21,-0.038889397,-0.047598336,0.0,-inf,-0.05378439,0.0,-inf,-0.03816491,0.4994804278144397,-0.07640922006901062,-0.043057878,0.0,-inf,0.012489631,0.33722651500315354,0.037036325096210035,-0.07522851,0.0,-inf,-0.02779719,0.0,-inf,-0.042322543,0.0,-inf,-0.052509,0.0,-inf,-0.0484956,0.0,-inf,-0.02841904,0.3967901218889454,-0.0716223478754943,-0.03655677,0.0,-inf,0.037653536,0.339934634239519,0.11076698815557033,-0.05020927,0.0,-inf,1.7693163,0.027527597,0.11238797849614698,-inf
3.31,-0.04804847,-0.08044206,0.0,-inf,-0.0589243,0.0,-inf,-0.04758946,0.0,-inf,0.002952047,0.0,inf,-0.05619271,0.0,-inf,-0.0034629423,0.3378229624936098,-0.010250760610133735,-0.051365696,0.0,-inf,-0.04781468,0.0,-inf,-0.07942065,0.0,-inf,0.026931284,0.39176291159922666,0.06874383255314337,-0.055836815,0.49861645729945425,-0.11198349867837723,-0.020467242,0.0,-inf,-0.059280656,0.0,-inf,-0.05809417,0.0,-inf,1.7809079,0.03045926,0.0877287379565922,
3.41,-0.038861334,-0.040351246,0.0,-inf,-0.069395736,0.0,-inf,-0.035390317,0.0,-inf,-0.03776224,0.0,-inf,0.112660795,0.42646889328716187,0.26417119096738123,-0.066558756,0.0,-inf,0.0070930733,0.32506363672092253,0.021820568446523983,-0.046434347,0.0,-inf,-0.042235427,0.0,-inf,-0.031985432,0.0,-inf,-0.037364483,0.0,-inf,-0.031627353,0.0,-inf,-0.06980185,0.0,-inf,-0.041619617,0.0,-inf,1.7823061,0.043919206,0.053680895000577454,-inf
3.5100000000000002,-0.044301905,-0.050937068,0.0,-inf,0.012291241,0.0,inf,-0.043786936,0.4999983478802478,-0.08757416038250268,-0.04821034,0.0,-inf,-0.077632084,0.0,-inf,-0.020790877,0.32279975981998016,-0.06440796868088809,-0.055105396,0.0,-inf,-0.058076404,0.0,-inf,-0.048403967,0.0,-inf,-0.07931136,0.0,-inf,0.04788407,0.4293436123898899,0.11152854730178337,-0.039908174,0.0,-inf,-0.054664735,0.0,-inf,-0.026847465,0.0,-inf,1.7757136,0.032715287,0.08943869429215127,
3.61,-0.048452403,-0.05394742,0.0,-inf,0.03385503,0.0,inf,-0.040509537,0.0,-inf,-0.06819962,0.0,-inf,-0.041220173,0.0,-inf,-0.046564758,0.0,-inf,-0.051167984,0.0,-inf,-0.05308486,0.0,-inf,-0.07789629,0.3577848556266264,-0.21771824129053266,-0.050639775,0.0,-inf,-0.05126443,0.0,-inf,-0.045484703,0.0,-inf,-0.07029868,0.0,-inf,0.009810911,0.0,inf,1.7942277,0.028952355,0.0255560611161876,
