step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.2098512,0.10585724,3.6445044683573857,0.029045715019028556,0.08739796,3.3652033023851335,0.025971079591733587,0.15462716,3.4055552741240587,0.04540438982527841,0.15539022,3.6798256924918276,0.042227602850137255,0.11995112,3.698773409232052,0.03242997292282895,0.41416702,3.4634551888919187,0.11958203417007982,0.0770567,3.5356510577780247,0.021794203455568453,0.41622537,3.625963855179179,0.11479027104764027,0.12685125,3.545484317298237,0.035778256059973784,0.18393041,3.6870366141343753,0.049885702580155934,0.27826115,3.5776434580381635,0.07777777695115759,0.20773427,3.408347651829962,0.060948674579141236,0.14408514,3.5162201089913703,0.040977280878332016,0.19298649,3.3864639563189636,0.056987610330882905,0.31499195,3.4716113548182155,0.09073364463784095,0.42370674,2.5528027912878137,0.1659770749181794,1.755183,0.11602547,3.4727839063222925,0.06314445561362245
0.11,0.2118174,0.17926446,3.6695985496928807,0.04885124451793503,0.209717,3.4129581067604042,0.06144728383153846,0.0775389,3.5919582776465884,0.021586804212031557,0.17292362,3.3822510127990575,0.051126786232352,0.11396906,3.6509274569340144,0.031216467361445427,0.42349294,2.4834366630542912,0.17052697360087554,0.27368948,3.6847713320340088,0.07427583803001156,0.070486486,3.2365767400268517,0.02177809816352897,0.118939035,3.4702328793491324,0.03427407865004637,0.41836178,3.637245894376195,0.11502158368630173,0.4342569,3.4491659144140514,0.12590200705133175,0.1584616,3.345766036232468,0.04736182949615499,0.11421781,3.6899763328823583,0.030953534664965164,0.15514903,3.6942474820613014,0.041997464560393535,0.2070546,3.36249854786214,0.061577602836805696,0.3645624,3.439502649345,0.10599276389690454,1.7427061,0.12191997,3.450069617216921,0.06524314754953889
0.21,0.2125339,0.28527042,3.502155639466737,0.08145566675629086,0.13548258,3.675511414112795,0.036860878447954416,0.21584667,3.3917480502496673,0.0636387695832134,0.27175045,3.536810435089974,0.07683489265869128,0.43222055,3.6680739334463253,0.11783310702934795,0.15860517,3.3468030979326167,0.04739005211514971,0.11141613,3.6911845998269985,0.030184383426185946,0.07314481,3.211348190658573,0.02277697841186069,0.114444226,3.504494303214684,0.0326564166252332,0.17589474,3.6556938857511128,0.048115280639126144,0.17439438,3.2573690642766353,0.05353841722729543,0.10512621,3.6203608965612424,0.02903749448208584,0.42411935,3.4513674888942436,0.1228844377363747,0.16308537,3.2664583653005335,0.049927276890568854,0.15478663,3.688248175377384,0.041967520650673225,0.4143472,2.480856346551744,0.16701781308768235,1.7417052,0.114781365,3.4342802429194537,0.06388246161048337
0.31,0.1722353,0.19597659,3.5415593440056514,0.055336242065651034,0.23679107,2.4267137786640376,0.09757684501479588,0.45995274,3.535579729041437,0.1300925950228947,0.04132018,2.047859478121978,0.02017725293127216,0.27285227,3.1945592794168096,0.0854115538106665,0.103278816,2.5601606694753882,0.040340755554013966,0.20346434,3.4748083728659602,0.058554119338688516,0.4298542,3.4049570685823465,0.1262436516917397,0.40649,2.318749655297974,0.17530568561958518,0.10707892,2.9162133101944856,0.03671847904617162,0.13228694,3.1698463123001375,0.041732917943489045,0.1830194,3.058014295518296,0.05984909877994039,-0.02900524,2.114479404996922,-0.01371743824056169,-0.14393158,1.7652912114505328,-0.08153418633507385,0.18200675,3.0995925108380975,0.05871957229672106,0.09076074,2.3917663581083195,0.03794715873892084,1.747489,0.15693372,2.8137594236798984,0.058047143954932184
0.41000000000000003,0.13431263,0.31875455,3.110687829421715,0.10247076250467671,0.19009995,2.942558576016981,0.06460362629804299,-0.043662474,2.0429416501729416,-0.021372354690445225,0.12383191,2.190089557782016,0.05654194023032765,0.4663602,3.365518475472683,0.1385700939605972,-0.11643474,1.8454968545490662,-0.06309126875668417,0.18868792,2.341965377315046,0.0805681938759895,-0.05047023,2.0921384773191427,-0.024123751742735525,0.41720203,2.1967516135046545,0.18991770534600214,0.007911887,2.1505341506655187,0.003679033424056158,0.005305993,1.6970188688000145,0.003126655220281939,0.4567634,3.3708964643448454,0.13550205162268436,0.1157009,2.3610259951978505,0.04900450092035578,0.17092928,2.735819419486732,0.062478276777397604,0.04207529,1.7705514633053276,0.023763947079759238,0.048008297,1.9473938128904669,0.024652587638383065,1.750045,0.17872916,2.3850867866403127,0.051643249981793087
0.51,0.088215195,0.17758328,2.0750471893764675,0.08558035602017153,-0.24801749,1.712490064853581,-0.1448285715639065,-0.01768661,1.3476702418861093,-0.013123840409229866,0.17042094,2.4831803358696742,0.06863011204984373,0.010619302,1.6458299559862437,0.006452247537251638,0.3230829,2.7824117021199437,0.11611613545208932,0.025088055,1.7031218933126635,0.014730628006029657,0.32312316,2.2022920241162396,0.14672130375355194,-0.07390574,1.897451481122015,-0.038950004463270994,-0.007429134,1.960792902055371,-0.00378884179603471,0.109329164,1.995621303685313,0.05478452441165546,0.4691094,3.097163030953933,0.15146422113310146,0.080452465,1.9147726462462233,0.04201671915391763,0.42016032,2.14286459762099,0.19607413545768887,-0.08099122,1.923487400329535,-0.042106448651860084,0.009582615,1.6912266695853415,0.005666073998126266,1.7514333,0.19047867,2.035963964944978,0.04033992188057033
0.61,0.047877405,0.34262618,2.2494221480193533,0.15231742273310922,0.009107465,1.342556754439767,0.006783672194368518,0.086258784,2.062390826715457,0.04182465458008045,0.17366919,1.8047040394380638,0.0962313960735536,-0.033611123,1.3749771200779153,-0.024444859502006273,-0.0028644807,1.1658758480453892,-0.002456934605781571,-0.05764837,1.3723901539472678,-0.042005815921944585,0.05709646,1.5800180113213182,0.036136587407476745,0.08946534,1.7025097235805682,0.052549093390143596,-0.23380281,1.1139511851157426,-0.20988604656587773,0.08183948,2.079743695083267,0.03935075254681282,0.1519463,2.06086683211228,0.07372931810101517,-0.07723749,1.9039680885554096,-0.04056658685802688,0.19871089,2.0756030891461807,0.09573645831580108,0.43660903,1.887953125662905,0.2312605243398687,-0.03161093,1.4632742091166904,-0.021602874074394304,1.7425966,0.15885161,1.7025128031485983,0.03030979763463741
0.71,0.048504762,-0.09645292,1.2053547074187918,-0.08002036332981288,-0.065961994,1.0530953038252506,-0.06263630080881348,0.0039812014,1.3821433590930337,0.002880454778897659,0.12102056,1.7666655785507301,0.06850224763312288,0.449312,2.452453292648179,0.1832091982398492,0.09277739,1.5547810135192675,0.05967231751673731,0.15419981,1.5856185128940894,0.09724899626363216,0.2713578,2.0171319875118945,0.13452654869230232,0.16181986,1.5771949295072138,0.10259978478990196,-0.010564037,1.4436660211176064,-0.007317507313200362,-0.22964244,1.0282935642709177,-0.2233238093551028,0.19461626,1.883115091803895,0.1033480422898367,0.0112394495,1.817034347328777,0.006185601009749835,-0.19598876,1.4736976007580238,-0.13299116406082898,0.044664316,1.292875810985372,0.03454648582627886,0.43025273,1.7796004832319987,0.24176928186994365,1.7369845,0.18826754,1.582045100279065,0.03301248837765588
0.81,0.021316314,0.25796896,1.659774107577119,0.15542413935418573,-0.23065689,1.251251953266637,-0.1843408847107561,0.18376996,1.669225726440353,0.11009293310079113,0.053796716,1.4142031760014058,0.0380403020918961,0.41959903,1.6681936569109415,0.2515289664981473,0.11600235,1.2627334019852852,0.09186606679068454,-0.02417979,1.1312934246154234,-0.02137357969460523,-0.23430221,0.9890559259622899,-0.23689480208068778,-0.09953319,0.9750566229169035,-0.10207939772322216,0.4434333,2.2806463123555654,0.19443317982254066,0.11583336,1.5509514647579086,0.07468535257780602,0.11392193,1.4850514264937178,0.0767124497129945,-0.0020623964,1.1459548970974824,-0.0017997186315198076,-0.04955037,1.5015855193697638,-0.03299869953640841,0.051404715,1.4268725895101888,0.03602614204117313,-0.0990277,1.1366447267772455,-0.08712282597130683,1.7422024,0.19116306,1.4092809332523895,0.02263747647760705
0.91,0.0037208975,-0.113799274,0.9942667870557479,-0.11445547155882445,0.19793016,1.6313217784276943,0.1213311559999956,-0.1051906,0.9474462100761469,-0.11102540319003525,0.04377922,1.3308878361656171,0.03289474833444578,0.40328756,1.5136680370133975,0.26643065050340786,0.4365427,1.8114347755935856,0.24099277306698091,0.069968164,1.399414317434916,0.0499981764481173,0.026797585,0.9435081391989295,0.028402071032576953,-0.22543459,0.823172830018301,-0.27386057725051755,0.008491101,1.5152587027035438,0.005603730061581591,0.021817312,1.115518091293808,0.019558007902184562,0.22553568,1.489475215628042,0.15141955604020932,-0.20383729,1.1071250580240968,-0.1841140609444959,-0.034523178,0.8571400242040285,-0.040277173993863095,-0.008887008,1.1135528725660044,-0.007980768629376774,-0.036247797,1.0486251321919038,-0.034566973647279314,1.7442433,0.18356358,1.2276134879747351,0.009396902510944223
