step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.1915145,0.43147677,3.4373489799599324,0.12552603018985345,0.14124346,3.4117333735298954,0.041399324721572296,0.1781078,3.6224897063367076,0.049167233736498804,0.242648,3.5572087811689124,0.06821303454834035,0.23239943,3.4609903390140713,0.06714824691404526,0.11196422,3.605930537702445,0.03105002083312495,0.14456008,3.662735402519105,0.039467793291179755,0.41197073,2.6569811162102983,0.15505218764364195,0.11561959,3.6343981460027863,0.03181258291576129,1.7416425,0.11467716,3.449979598049351,0.06764849497711312
0.11,0.19506313,0.14649072,3.3646705891446604,0.04353790928814469,0.08476106,3.552634347736549,0.02385865036415279,0.3943546,3.7063262342295906,0.10640040479792788,0.21838097,3.5290259700508404,0.061881373103040184,0.100267544,3.531830366827201,0.028389682961711953,0.41469678,2.5169235509012275,0.16476336068248398,0.4333345,3.4220858053512275,0.1266287650999078,0.1410786,3.628007432961885,0.038885974975174216,0.1761864,3.725980811354756,0.04728591117130274,1.7289989,0.13255315,3.4419427898397705,0.07129244804931627
0.21,0.19531618,0.1450956,3.640656435361329,0.03985424174294384,0.21324699,3.5085394348206194,0.06077941839660512,0.4140634,2.4538188409080335,0.16874244633171365,0.14462914,3.38561895629106,0.042718669051381775,0.43377963,3.4122476802252617,0.1271243085894913,0.17408036,3.730978077685623,0.0466581023342578,0.08707907,3.5560143134381557,0.024487829022343588,0.39069262,3.7085804238042015,0.10534829417794628,0.10617004,3.4450793065721186,0.03081788078048807,1.7289513,0.13111694,3.4268370521229334,0.07183679893635238
0.31,0.19385618,0.42884284,3.429162998208768,0.12505758484006013,0.17261602,3.7225904051032215,0.0463698664264468,0.13773869,3.617180008356921,0.03807902550108423,0.0802862,3.5657289104491783,0.0225160687704149,0.22068517,3.469618682662708,0.06360502097925061,0.10186496,3.3849116292665444,0.03009383034953991,0.4055849,2.329011473145103,0.1741446558971094,0.40044385,3.674124215466325,0.1089902867905514,0.14616077,3.339597609061315,0.04376598129240956,1.7301905,0.13212287,3.3924362146355644,0.07251359120520745
0.41000000000000003,0.13322516,-0.13122621,1.766469361031052,-0.074287284388378,0.26769784,3.0071770416231045,0.08901964773731552,0.43245408,3.3457744312872806,0.12925380603831868,0.10040924,2.6609895460935653,0.037733797067323306,0.40637112,3.20980716757421,0.12660296878372784,0.37439686,2.184151835888212,0.17141521685797306,0.16516042,2.263813099541307,0.07295673728110658,0.1542153,2.5903068517158037,0.05953553569974677,0.033459764,2.0620058377202146,0.016226803708249908,1.7357072,0.17710482,2.5656105747194164,0.06982858097615374
0.51,0.08303585,0.17846595,2.2873582695654835,0.07802273473438602,-0.16872157,1.5514827686463455,-0.10874859519830982,0.17350146,2.2330610843697642,0.07769669309931829,0.09401138,2.18693707042521,0.04298769385724596,0.38941863,2.101695471487945,0.18528784834673043,0.025203183,1.4799436854128214,0.01702982589253882,-0.007995415,1.5049634975308779,-0.005312696660576752,0.20171286,2.02174725861861,0.09977155195697708,0.42271236,3.0011332604689276,0.14085091169396396,1.7453002,0.1766327,2.0409247073917762,0.058620663080252676
0.61,0.0635131,-0.015857559,1.146182851695563,-0.013835103774239679,0.18233469,2.0129614529830313,0.09058031936770727,-0.01824239,1.3093306532103126,-0.013932608070861599,0.10294296,1.9678859102875577,0.052311446479697946,0.40966812,1.9358654869733922,0.21162013606746152,-0.18543002,1.2708506881066144,-0.14591015437870364,0.12550984,1.9715014150711019,0.06366206094035241,0.39333528,2.374955059893857,0.1656179897653141,0.41360894,2.7094723900290374,0.15265294452812234,1.7186681,0.20219472,1.8554451009167185,0.06252967010276118
0.71,0.037362613,0.18773255,1.5519766755850162,0.12096351090510145,0.4333934,2.5367065565103566,0.17084884645971393,-0.03175325,1.1504236933895953,-0.027601352135630836,-0.08830545,1.23210544692219,-0.07167036814623513,0.15451184,1.5504056288231751,0.09965897715984404,0.4018929,1.7902309963498897,0.22449220312146323,0.06037353,1.4485920197489521,0.04167738670981702,-0.17352961,1.151626497786625,-0.15068219632955637,0.063415244,1.6656273270896653,0.03807288892917731,1.7442816,0.19499698,1.5641883158006076,0.049528877408188295
0.81,0.016160797,-0.07516964,1.022116752323245,-0.07354310320069048,-0.077818565,1.058648946098265,-0.07350743167263864,0.4310367,1.6204783744131372,0.2659934976887534,-0.15228933,1.1260206123605734,-0.1352455978936859,0.029114967,1.4477030991543884,0.020111145185146853,0.106525965,1.4290924487128622,0.07454098937469457,0.06436065,1.3272367745963776,0.04849221301391647,0.03768352,1.3575759330833244,0.02775794675477378,0.19266535,1.5541004324308838,0.12397226678332131,1.7468517,0.16370931,1.326997041463673,0.0309524362259546
0.91,-0.004691869,-0.074479185,0.8833754389023691,-0.08431203966606653,0.017924177,1.0175668565018416,0.01761474090328475,-0.13162425,1.0289245706893377,-0.12792410187648381,0.055174656,1.0666334720608,0.05172784996680173,0.42052883,1.4578789606339386,0.288452498769093,0.07098624,1.0146817200755889,0.06995912087282946,-0.0039720945,1.188714809580798,-0.0033415033395824177,-0.13565703,0.9867088357925012,-0.13748435449533666,0.120796464,1.3971755636123742,0.08645761315155333,1.7523952,0.15927315,1.1157400253166165,0.017905536031788096
1.01,-0.0051737884,0.020956583,0.8459765345322544,0.024772062185721897,0.06624793,1.067528891716497,0.06205727369717821,-0.096233346,0.8094988334417925,-0.1188801534883247,-0.09309724,0.8099628924988744,-0.11494012947373596,-0.026787298,0.6320665192872783,-0.04238050423931456,-0.02339497,0.8215132920019966,-0.028477896159531342,-0.09621585,0.9275815855989293,-0.10372764304372534,0.42837086,1.3117097422277442,0.3265744313766472,0.11280016,1.300688203332867,0.0867234424601056,1.7471752,0.15634291,0.9473918327375814,0.01019120925722456
1.11,-0.008434432,-0.097080246,0.8094988334417925,-0.11992635641152215,0.40875283,1.265426547779873,0.32301584754451157,-0.012722106,0.9702518828338229,-0.013112168030008404,-0.06919123,0.6289105959309402,-0.11001759673205495,-0.00097593444,0.779762824346051,-0.001251578568338664,-0.10156696,0.7525738461470247,-0.13495946400180267,-0.020921383,0.8081308261307175,-0.025888609092211825,0.08150967,1.0964448723144689,0.07433996378974787,0.12002565,1.138282537203714,0.1054445146471624,1.7296959,0.15008456,0.9165869740142671,0.010849394793942573
1.21,-0.01222639,-0.07072659,0.5176595330900081,-0.13662761689374364,-0.089375086,0.8094988334417925,-0.11040792455340613,0.43057308,1.2764580576600388,0.3373186243181878,-0.07747158,0.8557575398022577,-0.0905298206884286,-0.028741645,0.9399605981527467,-0.03057749947379239,-0.04477984,0.6301646959971856,-0.07106053566826685,0.02107606,0.8094507757451158,0.026037483023159554,-0.042897053,0.9234852074552584,-0.046451261716603194,0.48003724,1.5078356179735724,0.31836178722139863,1.7410214,0.21156964,0.918918984368664,0.021784803952056134
1.31,-0.020598838,-0.07411806,0.499833048397953,-0.1482856387575286,-0.06699835,0.7792335087193768,-0.085979808222243,0.45044327,1.1753990063026871,0.38322583684937034,-0.05252213,0.5422625723024308,-0.0968573768378076,0.13082214,0.8435822913663795,0.15507928312041663,0.021096697,0.854433191399669,0.02469086792215559,-0.0668462,0.4994804278144397,-0.13383146888490607,-0.03509191,0.6294861364081048,-0.05574691558974173,-0.085446164,0.4944903358389019,-0.17279642860359648,1.7544274,0.16355662,0.7020222798388824,-0.014500183222653435
1.41,-0.012890873,-0.061788715,0.8094988334417925,-0.07632959168012986,0.004119338,0.49997864523672486,0.008239027889092145,-0.027332725,0.6303360839447125,-0.04336214552768501,-0.06428234,0.49861645729945425,-0.12892142216828445,-0.040764593,0.4995108524907342,-0.08160902287644295,0.40205026,1.0929374394007656,0.3678620955189911,-0.07229289,0.499808584022643,-0.1446411466016939,-0.000584764,0.8171493574479409,-0.0007156145853894797,0.06940099,0.8910775633597249,0.07788434068244496,1.7395625,0.14032976,0.6932126462938326,-0.0023992754832330553
1.51,-0.008357312,-0.012478165,0.49967272238010857,-0.02497267665336017,-0.054378383,0.49994692933560325,-0.1087683105362394,-0.046706688,0.4705896847270212,-0.09925140557664099,-0.034572028,0.4994804278144397,-0.06921598064398461,0.4229212,1.0594569267279519,0.3991867907585242,-0.05519475,0.4999459313326346,-0.11040143937380387,-0.010446687,0.3614001751364694,-0.02890614877270847,-0.036771502,0.4987105921835554,-0.07373314888861691,0.15900433,0.9391915050773255,0.1692991576004296,1.7445697,0.15016313,0.5920438771905678,0.005915204212622153
1.61,-0.023807162,-0.064186744,0.4997948119560263,-0.12842619182202628,-0.06939513,0.7958550182332946,-0.08719569616698739,-0.08366915,0.49990387388164564,-0.1673704741190579,-0.04273917,0.6301852913620383,-0.06782000805255743,0.040542692,0.49847972621068193,0.08133267977461202,-0.06428,0.4994804278144397,-0.12869373799193254,0.40260914,1.059366278710189,0.3800471543903129,0.07241706,0.844513425829248,0.0857500376379741,-0.049773198,0.6089440486960555,-0.08173689804126912,1.7437041,0.14572755,0.6596136558548465,-0.012679237154547954
1.71,-0.034673236,0.08149146,0.4999817368276808,0.16298887916063937,0.140743,0.7987619787588318,0.176201429259552,-0.053329933,0.4994804278144397,-0.1067708171631046,-0.06807917,0.4707935134217211,-0.14460516473583576,-0.08254959,0.4998015872937748,-0.16516471534054325,-0.059222244,0.4987105921835554,-0.11875072367513737,-0.024173195,0.5047314617682402,-0.04789317958868772,-0.051368475,0.4999009827452726,-0.10275729941203626,-0.051807977,0.36425302381796465,-0.14223074036867875,1.7740996,0.072272696,0.5151572560701645,-0.05433137020709248
1.81,-0.03368142,-0.050819375,0.3655965504350973,-0.1390039773636655,-0.0668181,0.4705896847270212,-0.14198803195823656,-0.082364954,0.4998015872937748,-0.164795303072823,-0.053277392,0.4994804278144397,-0.10666562486438048,0.15651809,0.7985884627186048,0.1959934235190549,-0.050156157,0.4997635487379173,-0.10035977531865084,-0.058118712,0.4987105921835554,-0.11653795421216934,0.094452396,0.49974311283870365,0.18900189639167617,-0.02315792,0.49943789773895225,-0.04636796845660075,1.7737908,0.0778397,0.5146346516097852,-0.04785814614842172
1.9100000000000001,-0.015234776,0.17018975,0.784821828958945,0.21685145200476405,-0.036718063,0.0,-inf,-0.022557685,0.4994804278144397,-0.04516230045369573,-0.010376839,0.49978155338763186,-0.020762749038790135,-0.03168645,0.0,-inf,-0.030505516,0.4705896847270212,-0.06482402106350708,-0.011765715,0.36774149577538895,-0.031994525692523514,-0.050181784,0.4998015872937748,-0.10040341009612704,-0.024248835,0.4987105921835554,-0.048623059304237305,1.7740463,0.0631173,0.4023252411267508,-inf
2.0100000000000002,-0.01908681,-0.021421863,0.37148590518290125,-0.05766534468003462,-0.037058275,0.4987105921835554,-0.07430817747567778,-0.054506294,0.49994692933560325,-0.1090241608279053,-0.07843717,0.4998015872937748,-0.15693662019189725,0.09817607,0.7232684094770979,0.13573946860010827,-0.035769865,0.4994804278144397,-0.07161414727163283,-0.047351543,0.4705896847270212,-0.10062171865865939,0.40123767,0.8028672468818879,0.49975592872320806,-0.0046576015,0.49995434415367374,-0.009316053608604538,1.7489032,0.14131957,0.540678347449995,0.006223241623211628
2.11,-0.017801207,-0.060202703,0.0,-inf,-0.024502462,0.4987105921835554,-0.04913162495477733,-0.0368443,0.0,-inf,-0.004325873,0.3688417131907896,-0.011728264628895542,-0.0296704,0.4705896847270212,-0.06304940696312156,0.15676434,0.7261577588786317,0.21588193676125036,-0.032970846,0.49928566185550627,-0.06603603551678217,-0.02268616,0.49999686370388896,-0.0453726030802757,-0.021819051,0.4994804278144397,-0.04368349616940234,1.7696898,0.06008145,0.3958958558170925,-inf
2.21,-0.032294847,-0.05928385,0.3698838056158438,-0.16027695171248066,-0.052177045,0.4987105921835554,-0.10462389672909479,-0.06787739,0.49994692933560325,-0.13576918970341315,-0.08691084,0.4998015872937748,-0.1738906770368395,0.040196467,0.49974154525562275,0.08043451174430578,-0.04685196,0.4994804278144397,-0.09380139134682937,-0.061008956,0.4705896847270212,-0.1296436327938656,0.34181184,0.794601307877095,0.430167723583345,-0.003923737,0.4955639620091808,-0.007917720575188993,1.758946,0.12595405,0.5142577602346818,-0.032813469396673484
2.31,-0.017133482,-0.022508115,0.4994804278144397,-0.04506305617384799,-0.031329367,0.0,-inf,-0.03200459,0.3754057186231698,-0.08525333922707816,-0.030125685,0.4705896847270212,-0.06401688352701071,-0.06233329,0.0,-inf,0.15844418,0.6991530733724595,0.22662302022124559,-0.023876656,0.4987105921835554,-0.047876777074841316,-0.035604503,0.49994692933560325,-0.07121656503233069,-0.0045222035,0.4999747474747313,-0.009044863746873263,1.7717826,0.060998015,0.39369568594788673,-inf
2.41,-0.019618561,-0.05286851,0.49999870278628544,-0.10573729738329805,-0.023191541,0.4987105921835554,-0.046503005544342786,-0.035154298,0.0,-inf,0.18990865,0.690893816010326,0.2748738649802267,-0.028557511,0.4705896847270212,-0.060684524062813675,-0.018076964,0.0,-inf,-0.02077305,0.4994804278144397,-0.041589316191739785,-0.0067940434,0.36802688350479035,-0.018460725711838797,-0.032240152,0.49928566185550627,-0.06457255800055224,1.7689339,0.06928838,0.3918873076535472,-inf
2.5100000000000002,-0.019957395,-0.0023258736,0.49998572396169294,-0.004651879999120449,-0.022225834,0.4994804278144397,-0.044497908609786634,-0.03497846,0.49994692933560325,-0.06996434714978646,-0.023624033,0.4987105921835554,-0.04737022454724508,-0.06117311,0.0,-inf,-0.030638725,0.0,-inf,-0.046052456,0.3689888153529088,-0.12480718652150488,-0.029819708,0.4705896847270212,-0.06336668500249001,0.1468555,0.6418464559994685,0.22880161127011905,1.7703986,0.058058467,0.3866165143749655,-inf
