step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.20927435,0.26620758,3.5871185256801383,0.074212093604451,0.18235154,3.470744639242162,0.05253960272318213,0.12599535,3.4742376198868987,0.036265611811654705,0.43071723,3.4404971606518293,0.12519040409890553,0.43927884,3.6123499527118383,0.12160473009789774,0.1479628,3.671281551020337,0.04030276393994495,0.11337769,3.6782587914555784,0.03082373936782741,0.15689588,3.5373233026218474,0.044354406569084494,0.14545903,3.297022221968419,0.044118303215866114,0.4182041,2.565407351453709,0.16301664478466427,0.18713646,3.6963288631765208,0.050627653354829986,0.06584723,3.5063231175227165,0.018779567863766965,0.16497952,3.3673535971046884,0.04899382042970532,0.2645119,3.423189423639005,0.07727060361735806,0.121207334,3.7225861027253524,0.03255998135609615,1.7449311,0.11819239,3.470001481390736,0.06404399512234898
0.11,0.21361813,0.26135325,3.5313388846438776,0.07400967815769226,0.41647035,2.5715146174798114,0.1619552718090902,0.09464115,3.21556274235164,0.029432219685075367,0.42791805,3.4207283657071197,0.12509559396845527,0.122229174,3.505387475401868,0.03486894805130634,0.17716299,3.47166662221511,0.051031106742899866,0.102549314,3.6662903829406046,0.027970865312815216,0.20574583,3.4217651079952325,0.06012856658430272,0.3134766,3.531818794898742,0.08875783569505294,0.107974015,3.6197055688354447,0.02982950218545934,0.14590076,3.4952624370899867,0.04174243243438761,0.15221505,3.3807439967911375,0.045024127474675685,0.40985242,3.6698885617014763,0.11167979856402967,0.18185532,3.7275665779221137,0.04878660571955605,0.17564103,3.6550189995623157,0.048054751587939405,1.741179,0.11415943,3.458950609035765,0.06522448693151585
0.21,0.21383157,0.20058696,3.312209977008548,0.06055985614197679,0.1518074,3.3521055746166937,0.04528717673856305,0.42699015,3.6668496587563437,0.11644604800900218,0.16786215,3.4302344328723087,0.04893605681412852,0.4252288,3.437609241609461,0.12369899382479277,0.09160454,3.2669420079501554,0.02803984216400821,0.11927003,3.5058210016616096,0.03402056939794658,0.10214333,3.642598571470149,0.028041336523379253,0.1765409,3.7280871357027157,0.04735428381107958,0.2573135,3.5450271459251708,0.0725843496599763,0.21408248,3.4247242668383446,0.06251086592573087,0.1740789,3.6422804579925963,0.047793929833089506,0.11425555,3.6587259821008713,0.031228233019487302,0.2942903,3.5051922597556864,0.08395839154468296,0.41573492,2.480856346551744,0.16757718257378318,1.7363809,0.113608055,3.4399509373874935,0.06653580773210847
0.31,0.18811263,0.45374802,3.560797669813812,0.12742875603298193,0.13500446,3.192781799826254,0.04228427411449217,0.19164719,3.5769430362217123,0.053578484458555495,0.12698968,3.3936171625751523,0.03742015420856898,0.21379241,2.5116829061142565,0.0851191895890555,0.15701671,2.9989476706772136,0.05235726884539135,0.41277277,2.3213381571506875,0.1778167361893562,0.084064275,2.405207730935694,0.03495094163597172,0.4251429,3.4251974090628403,0.1241221638589001,0.2763268,3.2547709419093565,0.0848990021986193,0.2019598,3.175125888291249,0.06360686498926044,-0.13639656,1.7938061200030262,-0.0760375135148031,0.1738222,3.118678727750009,0.05573584505232124,0.18509147,3.5654149517020937,0.05191302224814893,0.121186666,3.1077393837217087,0.03899511871085399,1.7402154,0.1441138,3.026803303717004,0.06361268724117829
0.41000000000000003,0.14020775,-0.046834137,1.9814940398252572,-0.023635769954093,0.47123227,3.407900827239638,0.13827640213805356,-0.089878984,1.947046818157241,-0.046161696245551886,0.4119684,2.194435242609145,0.18773322721762478,0.19049712,2.5889487730306686,0.07358087469278232,0.13853152,2.2899514298387222,0.06049539704537389,-0.08911424,1.967592230142123,-0.04529101098126236,0.08888069,2.074232828556425,0.042849909001728935,0.19115981,3.09252898120748,0.061813427055269723,0.03574646,1.6802152447523089,0.02127492833403367,0.16973516,2.875081360881897,0.059036647017939294,0.039623182,1.8810800753745425,0.02106405930596082,0.3117483,3.0620601760980883,0.10180998350583323,0.12615402,2.395082705730893,0.052672093588584386,0.45687813,3.3594126332128726,0.13599940690543372,1.7453719,0.17839704,2.4531375577771533,0.05610119190851407
0.51,0.09700691,0.18909258,2.00586185609464,0.09426998969505902,-0.09542543,2.0571965761738413,-0.046386149026882116,0.06544265,1.926904824487326,0.03396257598122439,0.09597343,1.9359778825503253,0.04957362009612813,-0.035420407,1.2793227374930325,-0.02768684208582398,0.4140565,2.1914277600839607,0.1889437184629514,-0.1642352,1.6907108361469876,-0.09713973610798952,0.037799537,1.645013536029734,0.022978252977227182,0.32415107,2.7564434274292724,0.11759757726214932,-0.11273074,1.8894561750156114,-0.05966306230940925,0.15307915,2.0012241151814236,0.07649275808040179,0.45594555,3.067805681912113,0.14862269604743442,0.20050733,2.2221529062104213,0.09023111206878012,0.18865627,2.690737554483087,0.07011321865622834,0.12497937,1.701135193553282,0.07346821688009042,1.7401555,0.1777273,2.070758070856337,0.04902519644517131
0.61,0.08214158,0.16931106,1.7342490603825695,0.09762788135180164,-0.17301999,1.5047885555385603,-0.1149796027409649,0.03111192,1.3635395574435454,0.02281702799350615,-0.051339086,1.0910102576069178,-0.047056465131476,0.45841607,2.429679142874131,0.18867350277869063,0.19788186,2.0054360728672904,0.09867273517138254,-0.09233561,1.2464312550010543,-0.07407998733289488,-0.27429342,1.1380599309814434,-0.24101843429495726,0.4639553,2.6917296728632074,0.17236326427749657,0.15579808,2.0903748500036,0.0745311672607641,0.43966663,1.990470604121686,0.22088576838420204,0.124327146,1.9445034713262919,0.06393773389978692,0.022870047,1.4205476631650342,0.01609945770279654,0.31104326,2.277170368986321,0.13659200326770013,0.13954094,1.66479114097207,0.08381888699964475,1.7442235,0.2181427,1.7728521069422485,0.04659232930583193
0.71,0.04868143,0.07357657,1.6590526652481583,0.0443485436589106,-0.21497938,1.303985652918715,-0.16486330189906415,0.4285932,1.8187106238578288,0.23565771426304152,0.0099690845,1.2307347637881672,0.008100108014283807,0.048928335,1.435646771162185,0.03408104019167622,0.22049756,1.693411002251368,0.13020912418082925,0.12971257,1.8141323329296903,0.07150116029511697,-0.03994191,1.1097076149345837,-0.03599318425571132,0.47169253,2.463109584350026,0.19150286097620825,-0.09159818,1.169683203368834,-0.07831024900830157,-0.06692456,1.1004488422098446,-0.06081569130956817,0.20494226,1.7710206830655832,0.11571985475487821,0.2738567,1.9314959940802179,0.14178476181469712,-0.24545509,1.059291705591704,-0.2317162354198972,0.17909467,2.0223820653891287,0.08855629965676351,1.7397976,0.20366937,1.5721875670097354,0.03265085372759088
0.81,0.02876002,0.09702408,1.4483870814000652,0.06698767503761846,0.41517854,2.059385021472835,0.20160316455630345,-0.010749017,1.145471900806332,-0.009383920182479464,-0.17349978,1.3430633876622216,-0.129182121638423,0.19619791,1.5443407283660313,0.12704315083664325,-0.04101496,1.294860155380318,-0.03167520291871976,-0.28230166,0.9666232585227514,-0.292049318970295,0.44016936,1.6428386363000462,0.2679321964360908,0.051134765,1.4609816500421748,0.03500027885133719,-0.05274396,1.2504792917019565,-0.042178995303593654,0.020336082,1.294885144848438,0.01570493127215281,0.099231206,1.6551922786561561,0.05995146736740903,0.33696172,1.9868958457958523,0.16959203831770442,0.32805666,1.6947823831952258,0.19356860593291605,-0.23778845,1.107707975561093,-0.21466709542983117,1.7368817,0.21987648,1.4597263159807667,0.027883123610988894
0.91,-7.457385e-05,-0.009664262,0.9480157830782453,-0.010194199174874236,0.053816058,1.148673002465232,0.04685063340580332,0.3932838,1.450408537380268,0.27115381911786635,-0.17907204,1.0487619436698152,-0.17074612443754755,0.15649411,1.5568323033477667,0.10052085281514088,0.04366306,1.3714559064200218,0.03183701220401044,0.2154116,1.433042010736902,0.15031771702213093,-0.24284762,0.8035191886888572,-0.3022300212110107,0.11197021,1.635707416490782,0.06845369010154714,-0.088210225,1.334269832904814,-0.06611123397225044,-0.060042556,0.9932376533691014,-0.06045134935390175,0.09820151,1.3909294319571661,0.07060136268180527,0.40396044,1.6042350263361866,0.2518087624013207,-0.022421189,0.9415633732480705,-0.02381272391168956,-0.1562558,1.2330639794202691,-0.12672156446023897,1.7448884,0.18416956,1.2595810259675664,0.015418442215207455
