step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,silhouette_clsuter_27,std_year_cluster_27,silhouette_by_std_year_cluster_27,silhouette_clsuter_28,std_year_cluster_28,silhouette_by_std_year_cluster_28,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21746415,0.12756987,3.770559664215101,0.033833138982355224,0.11360608,3.151956125939891,0.03604303990081339,0.26380682,3.5646524901118717,0.0740063219760006,0.19504867,3.1456532050899266,0.0620057782038586,0.4194434,3.470468323990235,0.12086074833606399,0.43960166,3.5613383264178746,0.12343720800515683,0.27968895,3.7374105399325663,0.07483495627921542,0.20761772,3.3149885830203933,0.06262999398083569,0.39461976,2.357610540331666,0.16738123457913318,0.38769463,3.391114428100574,0.11432661305497144,0.043107018,3.7938009697096766,0.011362487968897458,0.12378009,3.422001536814152,0.03617183841237583,0.09959476,3.794275087220219,0.026248691692471474,0.35583112,3.4689584660970176,0.10257577884415071,0.12257665,3.5477647423959464,0.03455038747129706,0.11784817,3.319917504585447,0.03549731962347876,0.12292326,3.5599052192534604,0.03452992561501241,0.09724022,3.337693962320637,0.029133952401807096,0.0622576,3.442544195386616,0.018084763928085903,0.07387892,3.9774001741643117,0.018574676505593593,0.22324874,3.852328216782595,0.057951639244457336,0.18827929,3.2899232019237488,0.057229082404373535,0.14346266,3.5344957592446438,0.04058928562956493,0.107437395,3.483631576530437,0.030840630588837094,0.10041013,3.548612836197335,0.02829560119267158,0.20523429,3.3637663112335416,0.061013242353940206,0.18961427,3.6552098715744856,0.05187506950879232,0.29361832,3.26121358066159,0.09003345354620931,1.7588106,0.113655694,3.4685426942587845,0.0583541735796579
0.11,0.20070323,0.25537637,3.565905549603175,0.07161613374461971,0.11370796,3.567335637208303,0.0318747578629668,0.3274187,3.5796656799151223,0.09146628317801384,0.106863454,3.3144226067653886,0.032241951815719344,0.32946196,3.5465886930999893,0.09289545264315933,0.39580163,2.4328086941968605,0.16269328309313927,0.3105884,3.6978228884690183,0.08399222975324182,0.42662778,3.4554554030139784,0.12346499526380854,0.04788063,3.882669695833287,0.012331883649948982,0.24403785,2.6378717457334377,0.0925131603103749,0.2507913,3.76338756142654,0.06663977790503559,0.12491086,3.600771522265132,0.034690026979318285,0.09440884,3.4637505217800633,0.027256247049948314,0.20034453,3.6523259456862904,0.05485395764439349,0.36764956,3.382078744301064,0.10870520262894613,0.18789434,3.2728690583490048,0.057409673586091184,0.0740974,3.582848804450943,0.020681141303469833,0.106552996,3.7674735650728297,0.028282347281528317,0.113533355,3.643427544015384,0.03116113986736077,0.085046805,3.1239925883415482,0.027223753909905668,0.3177463,3.1747518889218758,0.10008539959765712,0.19827151,3.4220427732003285,0.0579395192070624,0.20125535,3.243669342389259,0.06204558173514844,0.09523389,3.5924883622826247,0.026509170755808727,0.15944265,3.528895578548609,0.04518202501111258,0.12157318,3.4494890926048742,0.03524382211292778,-0.025150128,3.496188339627487,-0.007193584917565282,0.05192108,3.9380855904743317,0.013184345440205868,1.7461011,0.11553667,3.456395836342027,0.05660677422904814
0.21,0.19630834,0.21208943,3.256050477093845,0.06513702283122733,0.07548807,3.108909457864985,0.024281205093452822,0.46170008,3.5820092140716273,0.12889416364745956,0.095066845,3.4565141703802054,0.02750367588007477,0.36424166,3.3713486484170803,0.10804034160402991,0.28343067,3.4781965498903915,0.08148782326299582,0.012446249,1.7852867797546796,0.006971568402909952,0.093278654,3.628548690097801,0.02570687673952162,0.43589488,3.4439578661984367,0.12656800508412647,0.4006733,2.393722536580999,0.16738502224244287,0.030016052,3.6433979226124302,0.00823847744410563,-0.010389178,1.9601956187853613,-0.005300072074660001,0.09427706,3.4960205165324902,0.026966964603375727,0.31441575,3.0113784219191055,0.10440924680842784,0.094028644,3.2608388197845506,0.028835722788026975,0.36176774,3.432066299446556,0.1054081441013766,0.24859789,3.748767055695755,0.06631457395063119,0.09997861,3.5493696188700925,0.028167990829044618,0.20915653,3.1655782256470313,0.06607214012931928,0.11512185,3.134014432903123,0.03673303086055164,0.23762612,3.8201486882057347,0.062203369513274584,0.15027148,3.605626622153968,0.04167693748204111,0.095960066,3.8748045501378505,0.024765137049054933,0.02502054,3.3870669054835956,0.007387081642846154,0.14192095,3.0611003440572206,0.04636272517643937,0.122019276,3.5294901709931668,0.03457136019975824,0.15851247,3.2138447669327537,0.049321757770418466,0.20886973,3.0430633038475032,0.06863798239152294,1.7552642,0.13021821,3.265761309798512,0.05581243840906414
0.31,0.13710292,0.03789712,2.3038181028444344,0.016449701959730396,0.049075413,1.6469550502366481,0.029797664173196858,0.06916615,2.2722331478659643,0.030439725665615237,0.39742503,2.3159649448120727,0.1716023494188819,0.28602675,3.3293419629614633,0.08591089447002921,0.14103593,3.190947515084103,0.044198761858521354,0.43699554,3.3963231254616217,0.12866724394179893,0.22206764,2.8420137105305128,0.07813742713796723,-0.060010657,2.123833448346775,-0.0282558205122688,0.30771816,3.2295602059555146,0.09528175297701452,0.3143518,2.7849494198449607,0.11287522669671392,0.058525525,2.7999720980752647,0.020902181515917655,0.060293484,2.396348894544929,0.02516056180986065,0.10064766,3.4103554221204373,0.029512366205832526,0.037498638,1.6838419852092936,0.022269689414595503,0.19905265,2.9414842765352227,0.06767081787383766,0.16575205,2.7907248019779116,0.05939390840090263,0.20266622,3.095612508762638,0.06546886035493264,-0.0462083,2.012045186444866,-0.022965835960221198,0.1514601,3.039943487064265,0.04982332628371053,0.055648156,2.0359382649561892,0.027332928737710545,0.029695695,1.9737709685548537,0.015045157588810844,-0.04799551,1.9557777651529498,-0.024540370740266302,-0.033455238,2.283569871500474,-0.014650411254662484,0.1478619,2.6783079235467557,0.05520720625341599,0.3743129,3.3701926431280618,0.11106573038802056,0.070868134,1.7394495114673487,0.0407417024934595,0.053168226,3.148908671087303,0.01688465166412414,1.7529362,0.13680206,2.599720889788315,0.046765264243470786
0.41000000000000003,0.08256182,-0.14953728,1.8359129099289468,-0.08145118398219624,0.16249731,2.0352729546672603,0.07984054986722247,0.08935256,2.0225486268186,0.04417820260970226,0.03334592,1.8231628842465861,0.018290148066616874,0.31435594,3.108661211448477,0.1011226113894283,0.019475292,1.453674406699198,0.013397286438198078,0.021838896,1.9828941467009056,0.01101364690237171,-0.069439545,1.4949436342929252,-0.04644960765134411,0.020064227,2.0384612151425534,0.00984283003961781,-0.06519868,1.905165102373374,-0.0342220640968967,-0.067835584,2.011325194455954,-0.03372681079611495,0.06881398,1.6542559291663348,0.04159814597755792,-0.017597398,2.2203621870106396,-0.007925462743108212,0.114562705,2.2352817854436187,0.05125201927794126,0.07331711,1.8303855928970598,0.04005555486395592,0.19348294,2.11592508773648,0.09144129749678358,0.10901103,2.168381290231526,0.0502729995773115,0.07988653,1.9269638195683294,0.04145720459756528,0.24192059,2.3371825228956165,0.10350949830866098,0.3488386,2.5902152300809176,0.13467552560301693,-0.0027241497,1.5298679249427365,-0.0017806437311629305,0.26100183,2.2222847209507663,0.11744751825543599,-0.12524737,1.5205569706211897,-0.08236940581437868,0.17218214,2.740943361562963,0.06281857011315421,-0.08324463,1.9088136560605322,-0.04361066306287646,0.4099184,2.1857549330869586,0.18754087727762458,0.045172203,1.6008825395643622,0.02821706291111037,0.1996958,2.3867450060988777,0.08366867648792595,1.7547334,0.14092349,2.0316723158819174,0.035003728006540134
0.51,0.038350817,-0.020052189,1.6843713809593954,-0.011904850221321149,-0.14760497,1.193639429017486,-0.12365959814648299,0.013121325,2.2307744067088406,0.005881959445059754,0.14716296,1.8068685000703923,0.08144641349045237,0.021844756,1.320806592388949,0.016538951262101288,-0.034738738,1.952106800104392,-0.01779551102836288,0.05691397,1.843546659617435,0.03087199766750693,-0.04606883,1.401031731120984,-0.03288207363876126,0.07175227,2.1427353298143803,0.033486297419899766,0.026067792,1.300491830268412,0.020044563833413593,0.16409439,1.70729284753834,0.09611379132850835,-0.054264788,1.9114388862626381,-0.028389496506814847,-0.07203256,1.5501408842806543,-0.046468397884863524,0.0944584,1.4186517244663,0.06658322093725363,-0.00036147665,2.07460888360842,-0.00017423845494901575,0.0027047098,1.4477379762698372,0.0018682315533810172,-0.10754444,2.0278637089204894,-0.05303336539715949,0.043057647,1.6950115358062747,0.02540256847391351,0.4161558,2.1342919198570316,0.19498541012612094,0.020106485,1.8027455430691144,0.011153257424933597,0.118037865,1.8174807220521065,0.06494586882471769,0.19553287,1.5762462225791412,0.12404970141844598,0.02713965,1.5318889233457458,0.017716461189952494,0.011986154,1.2487493743742177,0.009598526635977623,0.008223691,1.5166217747558135,0.005422374359098381,-0.04763271,1.1058589116655582,-0.043073043625253514,0.10765797,1.338081101410007,0.08045698342537715,0.04038677,1.4704685517950131,0.027465238798400057,1.7555091,0.1063454,1.651841148290263,0.019880401525376623
0.61,0.032832477,-0.11303825,1.2108904626825585,-0.093351341675787,0.030207755,1.179122827385148,0.02561883659829751,-0.11720415,1.4445169216508713,-0.08113726484677448,0.014775597,1.1307802237528188,0.013066727069218314,0.41776815,1.9693916643469644,0.21213055692836866,-0.08858208,1.5875790378537835,-0.05579695969192845,0.026886694,1.1601731189665236,0.023174725990231734,0.04447517,1.6033340028675906,0.027739180754276102,-0.15971693,1.1656118820196708,-0.13702411276808485,-0.049429268,1.7887730819405723,-0.027633056503320288,0.20870286,1.7133010584237278,0.12181330376036582,0.06748823,1.8186882565986935,0.037108190763315424,-0.033312343,1.5515540444259421,-0.021470307902355736,0.09840155,1.31253879053575,0.07497039111362652,0.026535084,1.3473028291719757,0.019694966785911403,-0.013496616,1.168596210269793,-0.011549426401806643,0.051060814,1.9241343246790963,0.02653703213727758,0.032483265,1.395619970493693,0.02327515046405909,-0.054269593,1.3770470229448812,-0.03941012347782439,-0.077023104,1.5400725322482978,-0.05001264695030644,0.23221005,2.0288216681295212,0.11445562645617655,-0.022712648,1.3392854727313968,-0.01695878016847694,0.0792923,2.1659123875605486,0.036609189650827746,0.19912502,1.6057381672391036,0.12400840047195555,-0.010059261,1.2228200558090667,-0.00822628048619331,0.11042866,1.572311804977231,0.07023330916835296,0.069768935,1.8377964141118084,0.03796336466119919,-0.03691557,1.1812499187250234,-0.031251278761870706,1.7517599,0.11963672,1.5122487197336445,0.014806334754954673
0.71,0.011198279,-0.110303946,1.5533804969433516,-0.07100896789708286,-0.017179579,1.4120355023058866,-0.012166534421163422,-0.03239245,1.2285276624044297,-0.026366886695569546,0.029823309,1.1381336053247917,0.026203697589687595,0.054016914,1.24139814834247,0.043512965031233704,0.007252343,1.2962568787500912,0.005594834725949157,-0.03911001,1.7527787603768465,-0.022313146137603615,-0.07456956,1.3552226798451612,-0.05502384345864547,-0.096129775,1.3766124103737631,-0.06983067588443585,-0.0011548047,1.1221375854595315,-0.0010291115221916132,0.108635984,1.9996588332971832,0.05432725950658533,0.061696686,1.1819354194951686,0.05219970975823055,0.19153394,1.4357704109529017,0.13340150806085463,-0.057173334,1.204953751612766,-0.0474485713543578,0.028417023,1.2078234689869491,0.0235274637630843,0.023197513,1.74256433766852,0.013312284988409731,0.039728723,1.5634719199411433,0.025410576908788944,0.061830863,1.1741487016119247,0.05266016414420597,0.14875996,1.5884929212374808,0.09364848853864999,-0.13887665,1.0925228407671517,-0.1271155545449365,0.41849777,1.8620576147547274,0.22475017298529135,0.06322009,1.3297262987498937,0.04754368716595795,-0.014473889,1.075442217749899,-0.01345854643250723,-0.15390627,1.1572815229323656,-0.13298948251731513,-0.036113538,1.1098756595185952,-0.03253836367909887,-0.06296979,0.9719821606842222,-0.06478492245642775,-0.12147167,1.0558035669681574,-0.11505139502323912,-0.023503736,0.9362300041557191,-0.025104659706673294,1.7523453,0.113180675,1.3273651921861105,-0.0007192088772971031
0.81,0.004583855,-0.0488104,1.182538979272988,-0.04127593333013684,0.008769672,1.1266088491187038,0.0077841323284977134,-0.12596142,0.812292600614893,-0.15506902663507732,0.093755774,1.76201518163207,0.053209402039953564,0.41428235,1.592131674710094,0.260206086162873,-0.03848307,1.2015933299632804,-0.032026699372701445,0.00812895,1.1740756850041865,0.006923702173688495,-0.021040939,0.9186803422563321,-0.02290343858118823,-0.16945358,1.0844659893212234,-0.15625531632690795,-0.016191503,1.1038518419103573,-0.014668185002998662,-0.06402375,1.7629370612713686,-0.03631652510273259,0.038949233,0.9030811456096046,0.04312927220087566,-0.038171355,0.8315735110607446,-0.04590256203875775,-0.009619041,1.5637151737147799,-0.0061514024470085815,0.13682547,1.294631773351569,0.1056867867241152,0.08996781,1.7074754432486854,0.05269054379273788,-0.008182575,0.9302229553066306,-0.008796358924689024,0.05846808,1.1988480076459742,0.04877021998132861,-0.039188266,1.0779578867533381,-0.03635417142176656,-0.002571599,1.7100976733809454,-0.0015037732243973723,-0.10729088,1.1818065267490558,-0.09078548515642694,0.013235513,1.2643820915315416,0.010467969460764453,-0.10139098,1.2075258229037171,-0.08396588980620309,0.07659829,1.3306435453937164,0.057564842886649197,-0.1261602,1.4595665407016805,-0.08643676111532538,-0.19288555,0.9180397500863857,-0.2101058781585524,0.11126643,1.3429583393072757,0.08285173373246282,0.16662613,1.2261029212118935,0.13589897119681998,1.7553135,0.11792981,1.2453507372511798,-0.005833347998717988
0.91,-0.029140158,-0.098450534,1.130275742551188,-0.08710311151461134,0.089752406,1.1566185125582131,0.0775989705398775,0.16540335,1.3183600512955749,0.12546144054134628,-0.09390281,1.0979779394667069,-0.08552340446261784,-0.075497136,1.3515511318579743,-0.05585962213371509,-0.029939916,1.1112529396775295,-0.02694248529372364,-0.054477938,1.053700799351553,-0.051701524335063635,-0.052156873,0.8769295316404798,-0.05947669814446951,-0.11196516,1.204949423912411,-0.09292104288333719,-0.11050397,0.758765462348443,-0.14563653336918048,-0.0036157505,1.3045925306757777,-0.002771555394134537,0.03701212,0.8954468352254835,0.0413336865910727,-0.0007631683,1.1777045090482852,-0.0006480134191423244,0.060134225,1.018128964453364,0.05906346513373734,0.00783113,1.0444840497972945,0.0074976062854214135,0.16051959,1.5141797219105548,0.10601091976773398,-0.022902733,0.9102980333190749,-0.025159598149964196,0.09741318,1.342954901101092,0.0725364509104041,-0.32013202,0.7703038698236141,-0.4155918588451654,0.007414588,1.4103241939608744,0.005257364090563394,0.07267707,1.384096414784698,0.05250867471079257,0.0009472709,0.8870246695111781,0.0010679194437187207,-0.06367318,0.8539740499509495,-0.07456102831884655,0.08290124,1.1893820285963304,0.06970110309551164,-0.054508783,0.9124437789048359,-0.059739333187898945,-0.104489654,0.8682908472515894,-0.1203394630190325,-0.16523716,1.0292325917357825,-0.16054404015543414,0.11138948,1.719731372776874,0.06477144180451481,1.7479849,0.102869,1.1176062463388474,-0.02791822391827296
