step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,silhouette_clsuter_27,std_year_cluster_27,silhouette_by_std_year_cluster_27,silhouette_clsuter_28,std_year_cluster_28,silhouette_by_std_year_cluster_28,silhouette_clsuter_29,std_year_cluster_29,silhouette_by_std_year_cluster_29,silhouette_clsuter_30,std_year_cluster_30,silhouette_by_std_year_cluster_30,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21346207,0.08332512,3.4508389185272867,0.02414633652677779,0.08132035,3.711042432726955,0.021913075456964942,0.1288791,3.518465574650404,0.03662934803536064,0.08951277,3.4373969723362636,0.026040859865337152,0.30662414,3.708030928043186,0.08269190582979638,0.4471229,3.5718598445302923,0.12517929626012048,0.2982264,3.5670477070587214,0.08360594272919843,0.12980817,3.980617861533155,0.03261005630256197,0.29695868,3.4352996463517504,0.08644331368200484,0.40594414,3.4526879621064555,0.11757336406318977,0.06465506,3.552295405186909,0.018200923828438336,0.104501195,3.0666170448186083,0.034077028114256426,0.10473415,3.344583719686975,0.031314555512238135,0.22046198,3.2457656777270203,0.06792294989784581,0.22619918,3.768086430274757,0.060030252509701024,0.36410746,3.4136785122384374,0.10666132105826198,0.113894895,3.768490870030071,0.030222945642486062,0.24789645,3.665688261648638,0.0676261673343322,0.1611467,3.3176391724596783,0.0485727024565964,0.21463798,3.2514617359506306,0.06601276511787718,0.39642316,2.400867537220376,0.16511663175252803,0.11691589,3.259129451379073,0.035873349257381344,0.093819976,3.4933992892392243,0.02685635625505551,0.116691984,3.4989806567266766,0.03335027989134602,0.09375288,3.5100017235448675,0.026710210067933202,0.18924637,3.5015068576444457,0.05404712287661955,0.14605416,3.419094056093397,0.04271721139548048,0.06431533,3.9063944188179334,0.016464114888665435,0.22118734,3.780896656597672,0.05850129171000264,0.34293368,3.170400623033699,0.1081673029256888,1.7631081,0.112030394,3.4722755316061193,0.05784263270813491
0.11,0.2180269,0.4648369,3.594005295864191,0.12933673080581234,0.10956726,3.605482894613849,0.03038906727195509,0.2178442,3.188296075778598,0.06832621498657741,0.1658142,3.3794530258661815,0.04906539748740648,0.20198601,3.390412653230234,0.05957564329243044,0.12158857,3.570535602650661,0.03405331479386463,0.4312713,3.4701781086653347,0.1242793024208325,0.30589303,3.6776903220777797,0.08317531030456221,0.07613442,3.7022667276846217,0.02056427225030146,0.40164626,2.4415298959964,0.1645059751696895,0.28454986,3.4327147524943156,0.08289353548517683,0.04384105,3.8716788874833723,0.011323524070361048,0.09324154,3.52075301074278,0.026483409172196427,0.19526784,3.549256259668409,0.05501655190097348,0.30671236,3.2731739672784284,0.0937048755294274,0.11753327,3.4727916117189546,0.0338440308792861,0.11608744,3.631739780414427,0.03196469011961489,0.32454133,3.5555218375352555,0.09127811476542685,0.12454805,3.6082332663830443,0.03451773723760374,0.07817841,3.602536812355288,0.02170093389307725,0.2630767,2.592423799656374,0.10147904553818174,0.030431967,3.4651912284857374,0.008782189848134178,0.13049704,3.810423207034556,0.0342473870418108,0.35694093,3.335224803487153,0.10702154911660133,0.12265006,3.3488462613206536,0.03662457082429322,0.27088678,3.759310329292473,0.07205757309279243,0.11843837,3.64421001597403,0.03250042396203133,0.18615882,3.205451588358417,0.058075692567886764,0.13331518,3.609460688750967,0.036934929416795007,0.07508599,2.84687043615912,0.026374923557183114,1.7406055,0.116962515,3.4385221049007204,0.05866989722674286
0.21,0.21304154,0.1273482,3.4286035996096125,0.0371428763305366,0.18884344,3.2505023156341433,0.05809669572652253,0.10107597,3.2995287808997427,0.030633455971515438,0.30630162,3.2095581931077084,0.09543420157970661,0.4361191,3.586046690502631,0.1216155691857538,0.06407733,3.8169165422356235,0.016787721687601096,0.39132798,2.318209250142639,0.16880614946920888,0.086105086,3.416472411278075,0.025202921476879536,0.19524466,3.1924976934198948,0.06115733628108992,0.14012127,3.2321460000506783,0.043352393810070756,0.06316415,2.8073979571714722,0.02249918008369214,0.42735845,3.4690339573652915,0.12319235088433021,0.25305662,3.47137844660579,0.07289802004690107,0.34960556,3.321850899434449,0.10524420598235018,0.121305265,3.8797569220383745,0.03126620223125572,0.37721363,3.4547912433137244,0.10918564987972462,0.26283637,3.730621909960814,0.07045376702208393,0.11489373,3.546686668095574,0.03239466514988799,0.06358399,3.7705189319944976,0.016863459266067898,0.07248334,3.1526869755927933,0.02299097213797885,0.10103249,3.6693127052633776,0.027534444775762078,0.13953568,3.0232236027758437,0.04615460142780316,0.070594706,3.6571954259988577,0.019302962357279217,0.18639359,3.536924300770489,0.052699343534367574,0.19561735,3.198687999304951,0.06115549500239155,0.2803592,3.711621282455781,0.07553551056220184,0.24222457,3.272385497029036,0.07402079440486563,0.16906981,3.517456358013909,0.04806593017609973,0.078267656,3.6911813751966096,0.021203958383789905,0.23817529,2.839283113954243,0.08388571279566624,1.7469518,0.11375848,3.3824159016405537,0.059159218254112834
0.31,0.124395005,0.0042078677,1.8423829677892707,0.0022839267062932226,0.31159514,2.8372513280496947,0.10982289048811653,0.03018096,1.749506817914776,0.017251125051117804,-0.07764242,1.595030088426788,-0.0486777139864095,0.3947014,2.2688246974335753,0.17396733732006064,-0.06368953,2.4895212739627994,-0.025583043037990194,0.4298296,3.3594406096595715,0.12794677668574747,0.03219423,2.431817664879305,0.013238751889359888,0.36449713,3.3568690075308343,0.10858246906002486,0.006836296,2.0271371012424257,0.003372389590719485,0.08593692,2.814262507637062,0.030536212816503965,0.21413973,2.4514525770321876,0.087352181210652,0.35621527,3.2481372337195213,0.10966755489132415,-0.053346194,1.9342207317449414,-0.027580199845522162,-0.027321268,2.0868262385737824,-0.013092258170819816,0.0441159,1.7348088190884565,0.025429834404766035,0.026430568,1.8536966103702917,0.014258302884425705,0.25333866,2.5019717875685075,0.10125560409149481,0.14909948,2.4029677653770496,0.06204805833616394,0.0737508,2.2751822465840963,0.032415337933994814,-0.019673036,2.0980856914105686,-0.009376660110664112,0.21072958,2.8683950572789225,0.07346602538695245,0.05123743,1.6677024344513844,0.030723364891143468,0.048979156,1.8373650956536682,0.02665727994677902,0.08112849,2.7080128015453204,0.029958681474879796,-0.04692669,2.1783624946033977,-0.021542185251144274,0.007885043,2.1259873523194397,0.003708884989075506,0.18258521,2.312080077703687,0.07897010634225873,0.14286953,3.1660177888087193,0.045125941052297294,0.21049416,2.97331772798231,0.07079437177909732,1.7635844,0.14452781,2.3732211532114116,0.04109937829402329
0.41000000000000003,0.04706467,0.0539658,1.751861027578666,0.0308048404873004,-0.024310205,2.238703067142154,-0.01085905741077252,0.017120827,1.5390953592100463,0.011123954657494203,0.0073126405,2.1560428358590586,0.0033916953903370454,-0.033315413,1.4911726404062926,-0.022341754266024454,0.1527476,1.9326478986249638,0.07903540079874466,-0.077568136,1.5282158836310558,-0.050757315760455696,-0.026757294,2.0073043326311004,-0.013329963910876937,0.03298164,1.9510046206563632,0.01690495309001342,0.098809786,2.019362275571176,0.048931183540591006,-0.07404975,1.853243921223018,-0.0399568279341513,0.00722803,1.1676822225120802,0.006190065886503455,0.021415079,2.037276581068116,0.010511620862634925,0.038282268,1.3801391055314982,0.02773797771244722,0.12601128,2.200140520860858,0.057274197266398555,0.14008242,2.6060570105395797,0.05375263025792586,-0.02258466,1.5520066010800078,-0.0145519097425431,-0.11429272,1.5089280963650986,-0.07574431064370774,0.014054233,1.7278771679762512,0.008133814989151967,0.22787207,2.526061530675959,0.09020844143467198,0.052472085,1.8219657594615046,0.028799709592881924,0.03840238,2.1239344541083054,0.01808077386043209,0.01798501,2.0144764115879195,0.008927883402440537,-0.0007729616,1.9333321372608643,-0.00039980796629623516,-0.09980845,1.9379114236391342,-0.051503100629616244,0.12928054,2.124691058961172,0.06084674608179336,0.19371003,1.9071036340045429,0.10157289078122128,0.3203471,2.5514400020774537,0.12555541193814337,0.12514918,2.267153996732017,0.055201003418871214,0.21787861,2.1010563699773703,0.10369955466642376,1.7441351,0.10131738,1.9319295982317874,0.02224135672839927
0.51,0.024306027,0.050033644,1.3159473450835928,0.038021007473186694,0.046116233,1.9895991558847712,0.023178655225907285,0.03878371,1.4537057026770053,0.026679203623204913,0.0096566435,1.4198747413753778,0.006801053088394,0.013421523,1.4115727834256702,0.009508204991157392,-0.10108501,1.847529059392355,-0.054713622325351034,0.07157979,1.8809090494355631,0.03805595577678397,-0.05025124,1.7118385015176616,-0.029355130013033224,-0.034333643,2.145802677947175,-0.016000372692707467,0.076245956,1.6957407145538812,0.04496321605566577,0.0075587602,1.3017344154116883,0.005806683870175541,0.22394069,2.1673163056675997,0.10332625874950242,0.09936559,1.8727030596601477,0.053059982729403564,0.16886675,1.8181834062515396,0.09287663334598924,-0.07066056,1.8159858111033602,-0.03891030474529634,-0.11586971,1.2835916460156025,-0.09026991467178265,-0.1539137,1.701912215806508,-0.0904357493362983,0.020125246,1.2828565811283577,0.015687837573973476,-0.00880566,1.778820724859743,-0.004950279405079753,0.18779582,2.0038224711025703,0.09371879024227565,0.08197467,2.3168613976009587,0.035381775696996506,0.047611963,1.3050624221768714,0.03648251776681768,0.15112774,1.6139117974224104,0.09364064441572532,0.0112671135,1.1679680242008152,0.009646765378746515,-0.09790905,1.543190584608287,-0.06344585638105496,-0.018162146,1.6508045176687502,-0.011001996915006553,0.08071501,1.3966974591694683,0.057789901134353026,0.27569082,2.097849186796937,0.13141594044438665,-0.031167274,1.3624977064200883,-0.02287510224356858,0.12515149,2.0107646812032987,0.06224074173105251,1.7508022,0.09967507,1.678835138185602,0.01854411468615064
0.61,0.034943838,-0.032770958,1.1855851909069879,-0.027641166614687157,-0.11971624,1.1887854027204188,-0.10070467023047075,-0.043460697,1.1277596514442243,-0.03853719795702686,0.20448317,1.7866283374911893,0.11445198872427581,-0.044309784,1.1325671429691633,-0.03912331732559988,0.048980992,1.2150417814265668,0.040312187643365936,0.03963732,1.616593567248544,0.02451903839447804,-0.009120839,1.794541056695741,-0.0050825466949305795,-0.044190966,1.549394833357784,-0.028521436009369124,-0.09851618,1.8325763285604233,-0.053758296217175816,0.11120221,2.096005979053983,0.05305433825055322,0.18242362,1.509553802533079,0.12084605471496233,-0.14093286,0.9976310501768209,-0.14126751364172743,-0.07675067,1.3689728528008578,-0.05606442318899425,-0.06983324,1.7967891986533564,-0.03886557279810061,0.41322118,1.9197956721067075,0.21524227106186922,0.0022603765,1.5959147594231577,0.0014163516272355208,-0.06950843,1.2705593207931383,-0.05470695638090302,0.20405558,1.9333899023819625,0.10554290020091475,0.037764393,1.8340937816807514,0.020590219088236328,0.0048122765,1.106111199376784,0.004350626283520536,0.04606496,1.3626875109756296,0.03380449393614159,0.26616517,1.9345889563190115,0.13758228393886615,0.12096383,1.50647225259446,0.08029608681290071,0.015657995,1.250257810992797,0.0125238128956298,-0.046702802,1.486875887303322,-0.031410020553865194,-0.013286625,1.2009803329615854,-0.011063149554116906,-0.00959865,1.2845771320961998,-0.007472225527305676,0.05320252,1.34441731554357,0.03957292162249946,0.044410765,1.3752660649166382,0.0322924896527153,1.7519956,0.120421074,1.4868138025168285,0.013405985738463048
0.71,0.0048902696,0.105115235,1.4521518705459284,0.07238584130482142,-0.15035923,1.0583969292957194,-0.14206317506364735,0.031017553,1.2170019515185668,0.025486855647637523,-0.034803953,1.3034509207724008,-0.02670139125847606,-0.0371622,1.1617874608220222,-0.03198708960943518,0.24150142,1.9758211932649934,0.1222283785392736,-0.025650768,1.1595681687378878,-0.02212096563274601,0.021471545,1.1739670155430981,0.01828973456318019,0.010682667,1.7713898436981503,0.0060306694837732626,0.0060206107,1.4029562422538646,0.00429137453119665,-0.15575264,1.1296970122927148,-0.13787116567364702,0.017128741,1.1698107967853102,0.014642317728406936,0.017056506,1.154004420927873,0.014780277976235864,-0.049809273,1.4591275661976475,-0.034136339060577,-0.030327052,1.3417796293593058,-0.022602110819387313,-0.008336875,1.4178473197370733,-0.005879952333601913,0.17844245,1.4718236593470027,0.12123901341331747,-0.081823885,1.3889996671160827,-0.05890849895645667,0.0067713275,1.2397854202965295,0.005461693089137784,0.04859728,1.324235628579748,0.03669836310641795,0.16308777,1.4379237403316276,0.11341892881274357,-0.052323766,0.9870429476003699,-0.05301062753138435,-0.008095207,1.2868721105090473,-0.006290606989386545,0.020082494,1.1301339544896962,0.01777001227526834,0.0266753,1.7599023370140925,0.015157261918242872,0.124055155,1.3766810425329974,0.09011176212127411,-0.093310855,1.765937281660541,-0.05283928047619841,0.046914954,1.486332289048915,0.03156424312659673,-0.21299449,1.11172211677548,-0.19158968134168802,0.12077579,2.0160040207599352,0.059908506024169084,1.7533605,0.09675286,1.371071818593821,-0.0005511883694979495
0.81,-0.011164868,-0.004024937,0.9456845151085231,-0.004256109467039899,0.026955225,1.400166585915775,0.019251441110474884,-0.1591419,1.1627880823982821,-0.13686234023570132,0.048981775,1.1299070777506857,0.04335026796705127,0.011628434,1.5552142015541326,0.007477062677529399,-0.078924194,0.8958064164776166,-0.08810407307490156,-0.0684931,0.865609483770454,-0.07912701894416499,-0.03710041,1.2543045351852002,-0.02957846933143207,-0.055514142,1.3658797602585702,-0.04064350577002437,0.09836574,1.2296378412776514,0.07999569929119622,0.0099264,1.510295576634705,0.0065724883929653075,-0.03574526,0.8261074981859262,-0.04326950118825235,0.09072327,1.674507390249443,0.05417907930177034,0.00067089166,1.0945258292842113,0.0006129518780133996,0.1782193,1.3220889319090217,0.1348012975431182,-0.01584219,1.1542159818993898,-0.013725498746140827,-0.006411763,1.1310828537111828,-0.005668694284475731,-0.07673784,1.2980688344467477,-0.059116929254827,-0.11721181,1.0418638338965203,-0.11250204434692897,-0.104295716,1.3462221397625194,-0.07747288698435567,0.09808811,1.5986153177847562,0.06135816847987094,0.081503,1.8331081186209672,0.04446164170960716,0.0067179785,0.9926891969954269,0.0067674540342928585,-0.021529809,1.449680824301276,-0.01485141300041482,-0.15669644,1.1368745408489327,-0.13783089792155828,0.16252394,1.3282193593931186,0.12236227326172494,-0.031487465,1.0212109972118624,-0.030833456543998328,-0.02707716,0.9310529008237026,-0.029082301071943713,-0.027122395,1.0003067462331405,-0.027114077971827605,0.0010371482,1.743792982820092,0.0005947656556199304,1.7485123,0.08053649,1.241317611823661,-0.011608487561158419
0.91,-0.0018147005,-0.084574446,1.3606776731583452,-0.06215612099065658,0.005047651,1.0308447591936927,0.004896616064401073,-0.050111163,0.7972571438775188,-0.06285445516843516,-0.13978891,1.0887560098655904,-0.12839323914623596,0.0021330637,1.157241090048236,0.0018432319397479688,-0.016899506,0.8791129086601103,-0.019223361940951044,-0.026893616,1.0457704650616813,-0.025716556951213974,0.40230957,1.4195028030289665,0.2834158311471906,0.0700291,1.00423486014029,0.0697337894205862,0.021895546,1.1110555541665972,0.019706977192995526,0.09662115,1.640374470164317,0.05890188493275647,-0.004394097,1.06860988360268,-0.0041119746835999805,-0.016960785,0.9094084338732937,-0.018650349129336535,-0.16247945,1.1319940474194337,-0.14353383368812564,0.0068710945,0.9651168930673375,0.00711944274407291,-0.07799149,1.1574035414473824,-0.06738487507023871,-0.0053531686,1.532926044841423,-0.003492124491211281,0.09211844,1.2280456017591532,0.07501223238502318,-0.06636779,1.3416149058338445,-0.04946858432652071,0.032032713,1.0872473154053677,0.02946221419924703,0.060398795,1.2150872800977224,0.04970737139621659,-0.03238289,0.9248446144911451,-0.03501441223172599,-0.021561118,1.6787056579252997,-0.0128438941877641,-0.057338763,1.2066624117222249,-0.047518479461497225,-0.02697059,1.1048247455204705,-0.02441164505302846,0.17700177,1.3138862906275037,0.1347162045708923,-0.03518007,1.0668510134382103,-0.03297561614792984,-0.11823797,1.302337123533763,-0.09078906691893604,-0.014180555,0.9043372445121289,-0.015680604878771653,-0.10989525,1.1117346472332594,-0.09885025348884682,1.7495888,0.10348254,1.1595488477905664,-0.006951788398729863
