step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21492057,0.3043632,3.2195682683724454,0.09453540529570402,0.44615927,3.65903949300057,0.12193344024831275,0.28648442,3.5489977492217437,0.08072262665208872,0.05944237,3.5977852512861426,0.01652193418402059,0.41213953,2.506324799382554,0.16443979449582474,0.20117633,3.2512923461969634,0.06187580476499227,0.06710939,3.8801993416935807,0.01729534623959887,0.13693547,3.378109403275132,0.040536127206431544,0.43395552,3.4490330192133043,0.12581947403056346,0.19151816,3.597368772250035,0.0532384000211292,0.3504274,3.4765454644352225,0.10079758562910832,0.20145471,3.275490748417261,0.06150367362141526,0.087883905,3.1082125586314007,0.028274740841726206,0.10707574,3.5300269044168626,0.030332840592017223,0.2697635,3.606571267534445,0.07479777314445954,0.10758648,3.721293906062925,0.028911040996208972,0.19815436,3.363542264871705,0.05891240378496675,0.08931883,3.5321932122816966,0.025287072769421607,0.2852379,3.6152273577226044,0.07889902353002401,0.1228174,3.639807797536846,0.03374282488232717,1.736769,0.1217468,3.447831496290172,0.06491886664651705
0.11,0.2103838,0.3107845,3.2618361025571367,0.09527900211563532,0.05668978,3.873286902224631,0.014636091164051986,0.15347531,3.4805909490284876,0.04409461399696418,0.18095373,3.2451484263439596,0.05576130962253483,0.08132363,3.519736051641318,0.023105036830782934,0.4088523,2.4834366630542912,0.16463166348109645,0.07164133,3.2649418379658393,0.0219426063178626,0.17157416,3.7452059290959476,0.04581167596786155,0.08794824,3.5560013533707377,0.024732341638843802,0.21374826,3.174020244328125,0.06734306805839484,0.2737367,3.713639615126444,0.07371116044741184,0.4320142,3.590298431032109,0.12032821377105912,0.26397106,3.6394755387472193,0.07252997243809316,0.110855624,3.6736961360569014,0.03017550172200395,0.2265427,3.2559277532478346,0.06957853906027055,0.11615532,3.533018853929628,0.032877073040991356,0.4296306,3.473664745372139,0.1236822315506832,0.19283281,3.3652483852183743,0.05730121244954699,0.11429293,3.5890955408196183,0.03184449279392907,0.32809108,3.438184069225723,0.09542568936136357,1.7426317,0.11749728,3.443822676419323,0.06323957479146905
0.21,0.21298039,0.18320884,3.4194019327204574,0.05357920528501362,0.07488825,3.7988043023330147,0.019713637703281207,0.26374885,3.6805344006296274,0.0716604779875466,0.06601774,3.6562390305377797,0.018056188045523697,0.21206622,3.1381638839229344,0.06757652758142513,0.0987132,3.5220349105757265,0.0280273192402639,0.450381,3.6095987471284334,0.12477315134517157,0.40129665,2.3553067500958624,0.17037977978306873,0.3074983,3.367945301746386,0.09130145488899356,0.4351834,3.4350495403177432,0.1266891207152445,0.09815171,3.665908015744327,0.026774188874394516,0.2780216,3.5286937370059888,0.07878881663972423,0.14198442,3.2107598976724896,0.044221437466401455,0.29958835,3.202956223776493,0.09353495068644856,0.11904723,3.658536585365854,0.0325395767390728,0.05886586,3.5185908549313423,0.01672995313509092,0.108159505,3.506497172444334,0.03084545616657111,0.26076344,3.5756297543770263,0.07292797478168839,0.22302,3.097413390776015,0.07200201397399796,0.2500169,3.7970733471267324,0.06584463218388527,1.7269709,0.119235486,3.4372568889614277,0.06529829316114039
0.31,0.15940867,0.44688994,3.553191557621545,0.1257714169576386,0.14419004,2.9264737285239733,0.04927091666861075,0.19579396,3.176368912878262,0.061640811218226794,-0.0026182856,1.9892500367481096,-0.0013162174418195546,0.046460442,2.3987547697608504,0.01936856690425197,0.4012968,2.353352905153362,0.17052129900949503,-0.04471623,2.397397973641394,-0.018651985200865535,0.1709314,2.745811987968272,0.06225167623186002,0.29708734,3.271119685979099,0.09082129975873668,0.43849346,3.438405344023708,0.12752814649353056,0.18710873,3.043122034354904,0.061485777828504395,-0.024644116,2.1762282480831603,-0.01132423309064346,0.017413639,1.76661629078911,0.009857057598163214,0.18342431,3.0360488582565583,0.06041546676603735,0.17966679,3.4059821286532257,0.052750361158525334,0.0009851044,1.6456956658729773,0.0005985944900092874,0.1565933,3.3035455061620618,0.04740158495152931,0.066576935,2.788312259886578,0.023877144718935865,0.3093155,2.8925390242692353,0.10693563683958594,0.041652884,2.233161594022542,0.018651979527955886,1.7551543,0.1493638,2.7270689256324463,0.052892765069413414
0.41000000000000003,0.13409406,0.08837349,2.3856926580011906,0.03704311591919311,0.294494,3.04130663079056,0.09683140794683003,0.12832572,2.0994505842090496,0.061123475173098456,-0.0704442,2.0129372280523774,-0.03499572439762053,0.05726984,1.5670410145028433,0.036546485320131036,0.04025272,1.861441835365045,0.021624483940210666,0.07779743,2.1537556498871466,0.0361217521484167,0.45623407,3.362098196634411,0.13569920953979253,0.08341166,2.1436882720404755,0.03891034783742109,0.0685744,1.7853518208947532,0.038409459666980506,0.2037571,2.533318468214845,0.080430909028751,0.15859668,2.481528986554683,0.06391087125219679,-0.04943536,1.898746180019766,-0.02603579088912535,0.47176456,3.213326608693241,0.14681500574447115,-0.13524829,1.5389303383804203,-0.08788460734003467,0.2065275,2.3240198449660276,0.08886649646819164,0.4104944,2.181463728783956,0.18817383105362862,-0.11086117,1.9642699265910963,-0.05643886606972752,0.18014722,2.4569147059870526,0.07332253548932957,0.07472875,2.2662833350191955,0.03297414252565515,1.7491249,0.16898,2.2635783006794066,0.0485724270178895
0.51,0.064174704,0.032668635,1.8186045433812983,0.017963572876815583,0.10509429,2.0279639471719726,0.05182256391507099,-0.020444518,1.6717383590963744,-0.01222949622705007,-0.04035055,2.0867072013807335,-0.01933694813355531,-0.10361037,1.831061860501236,-0.056584853203434704,0.42550585,2.1909486529811693,0.19421077995590635,0.45963648,3.1574391719916837,0.1455725524955183,-0.016830755,1.6381567709652793,-0.010274203114125607,0.031353902,1.7602968149385765,0.017811713232468957,0.15113442,2.5241251186332203,0.05987596072211672,0.116067894,1.8740462381808585,0.061934381040559094,-0.03456334,1.9717019579018156,-0.01752969819204214,0.108643726,1.9612870028959775,0.055394098545491745,0.048924565,1.7110239151783253,0.028593735529492934,0.1550617,1.9668547269628591,0.07883739697442571,0.024233775,1.546606637433717,0.015668997291756012,-0.019681336,1.7668536142575244,-0.011139200327277915,-0.0016479483,1.9660115351650582,-0.0008382190327734117,-0.08456905,1.883221857323705,-0.044906579398959534,0.021245888,1.3099706771831774,0.016218597769465215,1.7507101,0.14328633,1.9332310301762283,0.02855325763599345
0.61,0.05147518,0.15163098,1.7108566005883272,0.08862869202741598,-0.20574462,1.356163910287264,-0.1517107353891296,-0.050227795,1.2561338685570858,-0.03998602064119552,0.059269935,1.9987746246137907,0.02965313555754528,0.22509125,2.019541718517958,0.11145659764625711,0.43611065,1.9546241468772343,0.22311739381167034,-0.018266695,1.389726137433893,-0.013144096616028835,-0.039656207,2.0270630627427484,-0.01956338097927207,0.07675192,1.8586853087108526,0.04129365914763986,0.016655797,1.1819247856963702,0.014092095656490394,0.19120994,1.859850701055276,0.1028092964633882,-0.07088975,1.5294605858482753,-0.04634950994411584,-0.043385115,1.2171060636805906,-0.035646124701399814,-0.14758423,1.4097848332120808,-0.1046856415467736,-0.022532249,1.7532452431799577,-0.012851738202164075,0.019634662,1.1875591198100057,0.016533629247175035,0.007576277,1.6562144811187194,0.004574454033725489,0.44198346,2.6390764818901293,0.16747656402267377,0.04112488,1.448816547308562,0.028385153655423233,0.1505169,1.772694055161194,0.08490855881291366,1.7397766,0.1630732,1.6613651138145158,0.02444959910311195
0.71,0.029933186,-0.23597579,1.0638961415476607,-0.22180340526500553,0.04984008,1.4542387736841946,0.034272282093579395,-0.014046807,1.2556748518326108,-0.01118665936614714,0.15511392,1.7793674308139313,0.08717363141713036,0.07604455,1.7797936086120203,0.04272661260284154,-0.0054331603,1.2576016808496864,-0.004320255315125314,0.048395734,1.3881406795055853,0.03486371013749482,-0.03402181,1.2273655272822175,-0.02771937857215725,0.033510234,1.6929623381274148,0.019793845056222906,0.3520211,2.1132564304916546,0.16657755919143388,-0.14755395,1.3428481990342822,-0.10988133331398617,0.077947706,1.8113897596342396,0.04303198997870839,0.43514398,1.8817619321169416,0.23124284213471846,0.034713,1.1741716019897648,0.0295638218470816,-0.030641673,1.771129930347533,-0.017300635378435885,-0.058911636,1.7596878546027117,-0.03347845830591867,-0.04857439,1.3290196430875676,-0.036549039741529954,0.14391646,1.5767748882722104,0.09127267244163446,-0.07289875,1.5075138939644528,-0.04835693606489822,0.10057689,1.5788900233562047,0.06370101210808952,1.7453808,0.14852369,1.5372742594576443,0.016681193884286565
0.81,0.0076643457,-0.20554432,0.9965601225091256,-0.2062538105694958,0.28536573,1.6887359185965165,0.16898185641792138,0.0093785105,1.1977858787095275,0.007829872345311828,0.11603753,1.304504979486843,0.08895139114979325,0.047393695,1.6303260039424103,0.029070072123851605,-0.0088292705,1.302109750282632,-0.0067807421667777385,-0.0859057,1.3057790888063128,-0.06578884717823413,-0.11119213,1.0671295292038194,-0.10419740669656503,-0.01310698,1.7555692331213626,-0.007465943304178606,0.0761093,1.205431168498737,0.06313865076871553,-0.22231753,1.1216326317267653,-0.1982088657340884,0.42608604,1.6348449197271742,0.26062780219065973,-0.036862537,1.3838435645609866,-0.026637792167294765,0.03963298,1.4176791067046086,0.027956241714362513,-0.005439456,1.1416728756597927,-0.004764461171473685,-0.06859442,0.8863980655508251,-0.07738556877768595,0.019730087,1.756181600713788,0.011234650996036655,-0.027715536,1.0977860317540735,-0.02524675577275016,0.14533004,1.4129127136515025,0.10285847118706253,0.03856958,1.3472805503411125,0.028627727724424686,1.7396448,0.14472905,1.3327081866773955,0.0033273271539797688
0.91,-0.004246214,-0.24464178,0.8002843504591495,-0.30569357093252225,-0.0063255196,1.1137958084935002,-0.005679245329787824,0.022585446,1.3143547255863623,0.017183676198922998,-0.16832253,1.1356001144890022,-0.1482234205698422,-0.051829938,0.8710998501585395,-0.059499422294740964,0.12915732,1.2343500470982913,0.10463589317193937,-0.16599254,0.8660637881014465,-0.19166318391534826,0.0146786235,1.1322926104243787,0.01296363094852924,-0.042085074,1.050591136061059,-0.04005847036373237,0.0070823682,1.5051593948336013,0.004705394173880137,-0.06174734,1.3408045561524609,-0.04605245286456743,0.41752005,1.4603767554420344,0.28589885772850016,0.04261571,1.0022548505774562,0.04251983581265984,0.011537901,0.9712829869617662,0.011879031426195952,-0.072387934,1.1213954690778531,-0.064551655260927,0.03159769,1.5937067871844857,0.01982653838725124,0.12996027,1.3066940229505328,0.09945730710731619,-0.04007568,0.9591044803429762,-0.04178447624810646,0.25242725,1.5241829127297897,0.16561480124112682,0.093115985,1.6343283480732635,0.0569750781740402,1.7399244,0.14325388,1.1968861497598975,-0.0040772926704606294
