step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21354271,0.077773556,3.6259684398565124,0.021449043863250167,0.4029152,2.459297460658226,0.16383345893584772,0.06435534,3.544878292603993,0.018154457859531164,0.118570946,3.6454106419549244,0.03252608767647438,0.09364264,3.120541263591587,0.030008459822710477,0.26153758,3.253865754989404,0.08037749599262643,0.080133304,3.628907243834209,0.022081937788862867,0.41777045,3.4542557645666836,0.12094369201964382,0.28334135,3.5356015991700915,0.0801395010788949,0.14565538,3.4542624582600214,0.04216685340484293,0.41892612,3.5736674606253933,0.11722582596732996,0.2323479,3.843320050517786,0.06045499791372592,0.3156247,3.5509092641225566,0.0888856037766702,0.23497634,3.7030590711430733,0.06345465515013898,0.06917979,3.7410277509272367,0.01849218793276875,0.20338345,3.298565150994782,0.061658156328490185,0.3489501,3.337472774921154,0.10455518638122319,0.11331067,3.6461613461260147,0.031076702752928897,0.09997596,3.541505450459185,0.028229790936384738,0.3049145,3.689626196065512,0.08264102868056857,0.21224487,3.2619873298302124,0.06506612283179862,0.067092784,3.8372896283476776,0.017484420058746893,0.20536776,3.409715433012855,0.06023017548084945,0.16011988,3.213448033748103,0.049828058392083326,0.112069264,3.4654188436347932,0.032339312825099,1.75763,0.11426759,3.4734465081584798,0.05973212855405967
0.11,0.2159561,0.07378807,3.690384213073167,0.019994684815527058,0.07564601,3.711683789791789,0.020380511192660773,0.22133684,3.247393128368895,0.06815831432593605,0.15226565,3.455647886160269,0.04406283800615244,0.0845127,3.470950878361721,0.02434857365673761,0.43927377,3.4542557645666836,0.1271688619962324,0.4052202,2.4328086941968605,0.16656476586869084,0.36829126,3.4669621410680644,0.10622880891871853,0.4178748,3.577603357734145,0.11680300226028764,0.2863905,3.7564885061358217,0.07623888978068166,0.26505968,2.6717463015120435,0.09920840148505881,0.06744914,3.8151916954990184,0.01767909529894582,0.226804,3.7484690752576935,0.06050576877278273,0.07954532,3.5914520747326564,0.022148511918058673,0.084746994,3.193585079260088,0.02653663264790619,0.2598451,3.5580044854338433,0.07303113553048934,0.10876967,3.5052182377902796,0.031030784033975495,0.16351838,3.1975614291160257,0.051138465272334656,0.3317513,3.370524232865867,0.09842720718296415,0.31072685,3.2293472603355147,0.09621970824921944,0.088513605,3.6100208083332155,0.02451886290857128,0.21790595,3.589514873578175,0.06070624059269584,0.21629675,3.3535618097172746,0.0644976176374951,0.12236691,3.6125511861257147,0.033872713868510054,0.08706481,3.8126897716000396,0.022835534835733515,1.7402911,0.11901098,3.4449446672245942,0.06209223724225464
0.21,0.21228117,0.21049525,3.2300919471057403,0.06516695248429008,0.07297595,3.350068945956025,0.021783416887894536,0.42722175,3.602016786280494,0.11860626160317425,0.07051679,3.1588732716185244,0.022323398695021434,0.30411717,3.5736218323527598,0.08510054707054594,0.26975745,3.5814181804093126,0.07532140510776449,0.3126313,3.6695960595103245,0.0851950198230151,0.22714281,3.715847299093235,0.0611281337844432,0.44189727,3.4479380132493502,0.12816276608384092,0.40742233,2.4465540973157758,0.16652905178052924,0.07293962,3.5361011268833322,0.02062713050467729,0.07518532,3.6299720009864296,0.020712369475849465,0.09845803,3.2101769907566573,0.03067059218643569,0.3018456,3.1923241856052975,0.09455355803236541,0.11151986,3.3337274693080383,0.03345200208109055,0.2917901,3.5182935429370086,0.08293512021976082,0.25360438,3.684200712127983,0.06883565855728146,0.09945283,3.72822527834486,0.026675649518483488,0.18495487,3.3512094630476694,0.05519048236356055,0.11054272,3.4300218246853458,0.032227993784417375,0.22624631,2.8294313595105676,0.07996176033751305,0.1384016,3.620151561396382,0.03823088492043163,0.09870481,3.965155986890718,0.02489304526395381,0.041964225,3.424908757908742,0.012252655015733386,0.13639398,3.19344075176668,0.042710665327460366,1.7471005,0.11814198,3.4169346978018904,0.059729860836381335
0.31,0.1324633,-0.043603193,2.15626542003593,-0.020221626062218997,0.08275052,2.246578589500394,0.03683402040195217,0.061583545,1.8754734088322087,0.03283626670948728,0.14368229,2.3848784936266427,0.06024721449217641,0.2309796,3.369665367215667,0.0685467491094125,-0.03785324,2.4694298122045413,-0.01532873733835911,0.17632225,2.780257632557674,0.06341939304239863,0.062033847,1.7030472292280467,0.036425206482671314,0.050780006,2.9381819736479806,0.017282798073256504,0.19895679,2.9734190506015317,0.06691178881966287,0.19631362,2.952468896452884,0.0664913421609623,0.11190553,2.4585451886114367,0.045516971017442884,0.40018743,2.321628671338019,0.17237357451108734,0.06967576,2.767173733398355,0.025179394282359414,0.2037968,3.1939451440348448,0.06380723361260085,0.04963154,1.7551093366091477,0.028278317878534787,0.059003547,2.464971999135434,0.02393680206293903,-0.035203148,2.08864764371395,-0.01685451722099497,0.30719298,3.3403177016862533,0.09196519872587476,0.43504587,3.408727138207756,0.127627073250304,0.36389256,3.3968639665515368,0.10712603119230488,-0.054994605,1.9963379885922243,-0.02754774281503587,0.2928167,2.85978238447943,0.10239125191495288,0.046780627,1.9946641624863235,0.02345288399955891,-0.06907679,1.9799492083788912,-0.03488816334952113,1.751958,0.14217506,2.555053205645084,0.04583234899815238
0.41000000000000003,0.08987195,0.17731935,2.27032317460148,0.078103130797471,0.053136867,1.8495948707736671,0.028728921873301963,0.1239863,2.2261718733803706,0.055694844516858945,-0.078530654,1.9493494476502098,-0.0402855703505817,-0.0041829166,1.5506797483051935,-0.002697472901692856,0.166042,2.6186066126312246,0.06340853156575169,0.059007097,1.7350014731315282,0.03400982532259394,0.45769402,3.358571124749333,0.13627641245255448,0.32853043,2.49713377361593,0.13156300806345653,0.41467065,2.196867718929127,0.18875540052669915,0.12024558,2.6634904544698808,0.04514586607721088,-0.04867787,2.117282131013989,-0.022990733463465963,0.07009644,1.9152080655867236,0.036599908841651506,0.16211416,2.2299371441844564,0.07269898108811153,0.20411499,2.0751923328086916,0.0983595521336444,0.02782234,1.6019016818856486,0.017368319305675492,0.01788309,1.9929554489322352,0.008973151061620244,0.012625753,1.8167448677985074,0.0069496565929613235,0.067571186,2.167968215203252,0.031167977950680922,0.05380275,1.708133003850603,0.03149798691519316,-0.10462547,1.9625169408449665,-0.0533118816754018,-0.08100211,2.0042273033100146,-0.040415629813520246,-0.07851052,1.7188928998642286,-0.04567505215049093,0.07641467,1.9526333274484964,0.03913416103051099,0.19197984,2.377591316043882,0.08074551715526686,1.7489773,0.14319438,2.1022789980405454,0.03919219251664246
0.51,0.042932443,0.00686225,1.7285898162270827,0.003969854555592919,0.034509145,1.4207930607930324,0.024288649540668287,-0.04229537,1.9000253274362855,-0.022260424448136012,0.015084372,1.2399085565616828,0.012165713207011144,0.049955014,1.879224908608847,0.026582775648921416,-0.06039626,1.3933420919586565,-0.043346326693061155,0.12875958,1.6970974478148677,0.07587046815499957,0.1776156,1.9001052602421793,0.09347671498024573,0.42098844,2.188608221870688,0.19235440875469972,0.011864638,2.1677383646945483,0.005473279501465592,0.009169186,1.2364973189759494,0.007415451958307503,-0.05841492,1.9423783342150134,-0.030073915125355975,-0.023214802,1.9441252872793982,-0.011941001075318893,0.012293032,1.5483289331427932,0.007939548313907278,0.05408364,1.7184461583683805,0.03147240974360303,0.05286691,2.0868805385249334,0.02533298321441831,0.09512994,1.8623925484955401,0.05107942308422808,0.0016931477,1.223300349515709,0.0013840817596024143,-0.043763887,2.0063674150268773,-0.021812498951787624,0.22198004,2.192228985622043,0.10125768647385919,0.08905192,1.6051334617971857,0.055479447232763594,-0.04923596,1.7084881581982363,-0.02881843714850721,0.08882494,2.107419274847793,0.04214868098064196,-0.13531427,1.285879618999315,-0.1052309009760177,0.015738271,1.7081748620734942,0.009213501220660097,1.7549075,0.108760744,1.7476589720516211,0.02013686295629645
0.61,0.036694214,0.06384795,1.3030368855484666,0.048999343225913636,-0.10760209,1.894249515869993,-0.056804601897474306,-0.031184692,1.6204901165073091,-0.01924398774056763,-0.0317049,1.1883958568996424,-0.026678735658292433,-0.20743491,1.059102667856503,-0.1958591115395862,0.011101168,1.6887113927566368,0.006573750669680295,0.34579533,2.2637849139716946,0.15275096642409697,0.42624137,1.9236307821240333,0.22158169437520475,-0.0067245304,1.5029140837595811,-0.004474327866098946,0.07049121,1.3780882354525839,0.05115144866108482,0.07372853,2.1149612162216815,0.034860465068366,-0.0802812,1.3603601365665645,-0.059014665210179416,0.17327335,1.7181169571496908,0.10085073315160617,-4.857979e-05,1.6159441440409046,-3.0062790349167142e-05,-0.004057483,1.932702483052867,-0.0020993830410306075,0.10760976,1.8637949183039328,0.05773690830149827,-0.020130381,1.0540410827698636,-0.019098288783224063,0.15689671,1.5847147525612244,0.0990062786644951,-0.03261538,1.290401569508793,-0.025275371070299077,-0.11464928,1.4529566808319243,-0.0789075699353118,-0.042815316,0.8767645977874341,-0.04883330893665662,0.11217331,2.0972204097731146,0.053486658288086075,0.17430246,1.533832430196285,0.11363852747644476,-0.02499797,1.518285436794284,-0.016464605062732614,0.031977437,1.2467676771354699,0.02564827274801582,1.752778,0.13604426,1.5633307577376192,0.016540041100907593
0.71,0.026388003,0.062966816,1.73909639882085,0.0362066278614534,-0.034054633,1.177364221047572,-0.028924467570171673,0.18875442,1.5939351442269571,0.11842039190642585,0.017560903,1.4391786743745079,0.012202031127637772,-0.058119174,1.4527963669938804,-0.040005038154981055,0.0921243,2.0059036757957287,0.04592658128430186,0.031172272,1.3803872499979857,0.02258226582284651,-0.017799955,1.7753082020666926,-0.010026402649794002,0.009643117,1.2857840269096907,0.007499795272046284,0.19360195,1.611093214140913,0.1201680630914391,0.048531838,1.6019082560844655,0.03029626545531902,-0.0017749254,1.1865491206846985,-0.0014958718171759191,0.0065254825,1.135493877198688,0.0057468231645902285,-0.0022333239,1.6083307984856001,-0.001388597343317011,-0.07440158,1.7071234159927622,-0.04358301169104423,0.16545634,1.5193671229474552,0.10889819663593797,0.061210178,1.8434916097286906,0.03320339377503906,-0.09042314,1.8034194475766288,-0.050139825802059855,-0.087327555,1.4927688118934468,-0.05850038808836092,0.025848946,1.4293342621017917,0.01808460504176577,0.42434838,1.8880263441301923,0.22475766053858637,-0.016949946,1.8480122257192544,-0.009171988055533408,-0.14630352,1.2183492931011204,-0.12008339516018203,-0.06616603,1.3689728528008578,-0.04833260809008829,-0.023171635,1.2962807819352395,-0.01787547548921553,1.743541,0.11556712,1.5363310157902268,0.014178625242618613
0.81,0.0055797496,0.0064304634,0.9228392229445813,0.006968129702181328,-0.11708654,0.9320589184508176,-0.12562139030539135,-0.03334357,0.8396974844012256,-0.03970902505207427,0.13139828,1.3187721296342056,0.09963683076243209,-0.12004257,1.2157274483558185,-0.09874135037229809,0.42003608,1.6427052283686414,0.2556977784240234,0.0055957395,1.6390648055840173,0.003413983050665917,0.055318158,1.2725548783323049,0.04347015524580903,0.118527345,1.7098551793092875,0.06932010780422099,-0.045266345,0.8602268505313002,-0.05262140459270762,0.11477693,1.7926428087591564,0.0640266600475405,-0.010258622,1.5206717057719037,-0.006746111930180176,-0.07633564,1.367753011080483,-0.05581098205824279,0.10146823,1.2821969137460263,0.0791362283873081,-0.034958966,1.2553753808876356,-0.027847420467697632,-0.22815262,1.005342326041918,-0.22694022911619038,0.19605,1.4697262380605953,0.1333921910720384,-0.006135354,1.1589885408707985,-0.005293713960214004,0.06761912,1.2115711325770333,0.05581110406696927,-0.14783965,1.5578953488032175,-0.09489703568684042,-0.011742407,1.143939346519185,-0.010264886413576518,-0.01242235,1.1189425902722638,-0.011101865585669357,-0.013220384,1.719674071318349,-0.007687726416395829,0.1765628,1.4628738838327795,0.12069584600201867,-0.095824145,0.8984333195950643,-0.1066569356797954,1.7464426,0.13004252,1.2927811505619444,0.002465157477117357
0.91,-0.005142185,-0.0076929256,1.093897360055401,-0.007032584511960389,0.024155617,1.3329366850028748,0.018122103646807358,0.109365694,1.2682651378195386,0.08623251634343676,-0.13171434,1.1033693047727409,-0.11937466762480509,0.17716321,1.3756291459462924,0.12878704555912096,0.005102751,1.1171352802940748,0.0045677107645460974,0.012262931,1.122535394478774,0.010924315753328747,0.068061456,1.577621275493231,0.043141821894467365,-0.08021243,0.8830179199330641,-0.09083895961241709,0.006429973,0.9062299339220425,0.00709529978840411,-0.16516891,1.0940832436162833,-0.15096557979693473,-0.090006545,0.8355188045483086,-0.10772533747424319,-0.17733474,1.0642999164810134,-0.1666210229014011,0.005912937,1.1891987001284086,0.004972202898702136,-0.11795135,1.2393747270310331,-0.09517004490362212,0.4216689,1.4723319279500715,0.28639526124075604,-0.017002972,1.199276402206301,-0.014177692324809161,-0.15432137,1.1234059000764285,-0.13736920243921077,0.058337834,1.2631832268770642,0.04618319218550242,0.06946949,1.0363754503432017,0.06703119910279103,-0.043170244,0.9307653876362147,-0.04638144485722549,-0.011896036,1.0939561821930122,-0.010874325523837436,-0.047641423,1.718468444926883,-0.027723187318450353,0.12414593,1.3703539041011292,0.09059406633867065,-0.03724393,1.0401435145027667,-0.03580652885010233,1.7455816,0.12403428,1.178054926813446,-0.008640553704899422
