step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.2123374,0.24457836,3.519499254155341,0.06949237486624438,0.08681186,3.4079563768726073,0.02547329052539604,0.08394594,3.5204022289310415,0.023845552864619785,0.04990481,3.8817919698794654,0.01285612644605761,0.28140315,3.5716556731277267,0.0787878731569674,0.40576172,2.435967271826634,0.16657108797924677,0.34553492,3.4281613511375317,0.10079307398346012,0.22547221,3.28785644455472,0.0685772677852742,0.14971991,3.765384081863445,0.03976218775520214,0.42635843,3.447570181144366,0.12366925375719534,0.12866896,3.596114596988124,0.03577999544756279,0.14271466,3.535914370213903,0.040361459412657036,0.1310905,3.2281658809985774,0.040608355253022865,0.23061273,3.156622093084435,0.07305680509703207,0.082230255,3.6749866759572756,0.022375660718912446,0.11676333,3.705308844192441,0.031512442256749235,0.10406556,3.675735727788236,0.02831149122547444,0.283278,3.7131277205210855,0.07629093577047324,0.41891277,3.563869596677619,0.11754435929824139,0.19394907,3.3754909856107442,0.057458033329036776,0.3028103,3.1032865068988817,0.0975772976952884,0.10871565,3.4664697370520647,0.031362066213203976,1.7550873,0.11526186,3.457333525885285,0.061912135947150844
0.11,0.210972,0.19980578,3.229620273839684,0.06186664818266181,0.08584785,3.575948486607831,0.02400701449844236,0.1291823,3.509503508479947,0.036809279061546823,0.107505955,3.5381523440369946,0.03038477271427299,0.09228037,3.271467265767404,0.028207640633570612,0.19919805,3.680581278999684,0.0541213567062538,0.27543604,3.7130153170147904,0.07418123013851863,0.43157688,3.450593927435247,0.12507321548357173,0.2717348,3.630729726321397,0.07484302726943588,0.19636232,3.26548144732752,0.06013273073994417,0.40220588,2.4340475401198756,0.16524158950355838,0.42975622,3.565035132425956,0.12054754250429588,0.06971528,3.601847725105199,0.019355420240170097,0.086793676,3.452722983385722,0.025137746768669374,0.12619293,3.2865043704421195,0.038397310070687196,0.32708395,3.5266493814065214,0.09274637478815749,0.3294149,3.215796348316565,0.10243649424194085,0.05684939,3.89057468349334,0.014612080449071559,0.13561724,3.701284273884092,0.03664059046215171,0.3654972,3.4309925085276385,0.10652812583318201,0.1778248,3.359480130971527,0.052932236034597166,0.1157033,3.642352547384047,0.03176609022229542,1.7493564,0.12099644,3.4532900546042327,0.0625440234794089
0.21,0.21254225,0.0630509,3.374663655974058,0.018683611111377032,0.059519388,3.8573741301636013,0.015430027208456354,0.13152559,3.6994161243667434,0.03555306745556502,0.12481262,3.6159574747023355,0.034517169731998,0.42812097,3.6211618709420543,0.11822751536225483,0.27273333,3.510378700466611,0.07769342113726103,0.39975712,2.4649725459281093,0.16217507886380478,0.44166076,3.442399635822758,0.1283002581214342,0.08072142,3.373949990646378,0.023924902044690673,0.2224879,3.7329796356096745,0.059600618915376144,0.11518794,3.445911763818103,0.03342742091982374,0.20321977,3.1410673114206387,0.0646976811500677,0.21010491,3.2655954590517706,0.06433892842944576,0.29373094,3.613112913195086,0.08129581096742372,0.14485349,3.3256793834578975,0.04355605905106961,0.18434785,3.4564057371011976,0.05333513108306117,0.280534,3.564555698580899,0.07870097227441845,0.09956715,3.6311687535945434,0.027420139166265504,0.3019486,3.5491840149387026,0.08507550064944742,0.09471486,3.128272382631387,0.030277049455077053,0.28609076,3.1883180363361574,0.08973093592377973,0.08151427,3.6176078838684096,0.022532643594964513,1.7462819,0.11627139,3.437278777391688,0.06129517920986647
0.31,0.15464999,0.21912786,3.136631689204281,0.06986088433645303,0.225298,3.487081893349568,0.06460932356992567,0.11532376,3.445199517155749,0.033473753563807836,0.06721141,2.2339198296296625,0.030086760949031024,-0.060242668,1.9737213271913003,-0.030522377685382664,0.052977256,1.779704285236048,0.029767448961248395,0.04364447,2.0459095329502555,0.02133255089164702,0.4332869,3.406982949807743,0.12717612963491548,0.39423764,2.3506851929992516,0.1677117968386173,0.25734186,3.4866606960777475,0.07380754370918435,-0.027892362,2.2578776237069103,-0.01235335433307976,0.05510715,2.1697217120387373,0.02539825726085907,0.26973486,3.2581025478911836,0.08278894095618304,0.34201133,3.4057407781470808,0.1004220094219783,0.15130469,2.8216019970168897,0.053623683350776746,0.0010904096,3.0542716458179164,0.000357011330313452,-0.040192638,2.09990475974507,-0.019140219291389916,0.30863222,3.0839866953182304,0.10007573160634384,0.19939122,2.8089331103477537,0.07098467930942379,0.21937144,2.818954197939921,0.07782014982249229,0.1944336,2.7157537737351642,0.07159470847132304,0.09495612,3.2434410611404423,0.029276352043648306,1.7341552,0.13822876,2.776581218929405,0.05309780748719635
0.41000000000000003,0.10018346,0.02473215,1.6818593260299743,0.014705243033497135,-0.0652917,2.07598272870446,-0.03145098552341569,0.100813575,2.190131480134699,0.046030832396773504,0.05740655,1.7088520249533163,0.03359363337046246,0.077744894,2.20043905596245,0.03533153691261033,-0.02149017,1.9414414550495143,-0.011069182453668775,0.41167274,2.1921972857970173,0.18779000587304623,-0.051126707,2.08601669476216,-0.024509251279542874,0.18525529,1.8601223337239767,0.09959306746609323,0.16340096,2.8801591630338264,0.05673331010522353,-0.048434407,2.1069501851243957,-0.022987922002568162,-0.06891783,1.7058605128995044,-0.04040062639793487,0.13410452,2.349253942423607,0.05708387571933789,0.4460005,3.3127335541978074,0.13463216383556115,0.0145442905,1.7455454148186533,0.008332232646011961,0.310026,3.0800265600447423,0.10065692096005958,0.21941411,2.3123448651769496,0.09488814504115803,0.16878176,2.1153268238171803,0.07978991967310461,-0.06522657,2.0988581396295345,-0.031077169314206097,0.031601656,1.5491877351983163,0.02039885516151371,0.12053159,2.181179548951867,0.055259819784538394,0.076730944,1.9898200084166422,0.03856175125975762,1.748648,0.14398426,2.152922219947754,0.040994826193973315
0.51,0.040520113,0.2154982,2.3892086797541796,0.09019647213095038,0.008685261,1.2059701767285458,0.007201887060494565,-0.021922624,1.7944131882195855,-0.012217154823966774,0.059010923,1.8401323203839823,0.032068847579650735,-0.003541444,1.6817080308506536,-0.0021058613609714694,0.43629125,2.1422545313993675,0.2036598551719634,0.09796701,2.2773337447969246,0.0430182945036164,-0.097402126,1.8757925035662537,-0.051925852892481104,-0.015333431,1.4459736228428675,-0.01060422583049525,0.007779424,1.7669041795304645,0.0044028556663609384,0.06572041,1.4951719554666736,0.04395508417249526,0.17983508,2.0362508073588574,0.08831676355906325,0.016075077,1.6747829588288967,0.009598304335855394,0.016723026,2.153154969632102,0.007766754286635822,-0.057508845,1.7936183168853588,-0.032063033891243195,0.19283783,2.061915858125162,0.09352361959791947,-0.0030061447,1.9254437501856598,-0.0015612736852498733,0.07495743,1.8834123293475027,0.03979873615283701,0.00842314,1.3885122134352654,0.006066306216823803,-0.044624493,1.388441066463147,-0.03213999758717079,-0.082461044,1.6262001522767193,-0.05070780744723625,-0.06317304,1.693703383450144,-0.03729876279691691,1.7507592,0.11904317,1.7972863063421955,0.01995226409631522
0.61,0.029565906,0.09165302,1.788003357031592,0.051259981604282405,-0.11571986,1.6499742441719003,-0.07013434463660637,0.02400264,1.4214597083822995,0.0168859092067471,-0.023382336,1.1468573842263388,-0.020388180974248965,-0.17469957,1.1665374845807994,-0.1497590750559702,0.4316279,1.9546241468772343,0.220823988129852,0.08382576,2.1204590745456224,0.039531892218968905,0.008058181,1.4437592653647389,0.0055813882728590935,0.1802947,2.0025309530530437,0.09003341853099056,0.031955313,1.691005953208577,0.01889722083879415,-0.004182607,2.011042604066831,-0.0020798201525133388,-0.01648552,1.7569273009848159,-0.009383154156670133,0.03233802,1.3887269028039675,0.02328608986773875,-0.048596296,1.897462808719255,-0.025611198404588403,0.008329196,1.9371220475388713,0.004299778587690862,-0.014708514,1.5190701135879656,-0.009682577646518213,0.21730733,1.8989836895704075,0.11443348901380833,0.016008276,1.1711072102205926,0.013669351834442123,0.052371196,1.4175130328868515,0.03694583064407233,-0.05841137,1.3703950825458502,-0.04262374530295638,-0.04850785,1.4159369001791104,-0.034258483277774796,0.10930654,1.6112170251028737,0.06784097667284505,1.7505661,0.12143996,1.62639619498407,0.015434942537056585
0.71,0.01912903,0.026766405,1.3033557476971436,0.020536530073878182,0.22158745,1.6882788201461578,0.1312505059401425,-0.058415934,1.1521628073010803,-0.0507011110524493,-0.16438258,1.179711671934764,-0.13934131606314556,0.022965344,1.604993506256226,0.0143086832311399,-0.020916188,1.1603219635326256,-0.018026193412786353,0.029198239,1.2992152982693417,0.022473749089174717,0.0655578,1.7120127494621609,0.03829282244186528,-0.06599312,1.0134993898416835,-0.0651141218415433,0.15430455,1.5173314139575063,0.10169469087544787,-0.20279601,1.215908328248112,-0.1667856099442562,0.067071736,2.0301332884961556,0.03303809470983129,-0.06422995,1.1220060830409733,-0.057245634653528166,0.42816556,1.8378920062091875,0.2329655679189954,0.0121569475,1.1507247321677516,0.010564600878094861,-0.11911095,1.604323056149686,-0.07424374341620707,-0.04165251,1.7426140138045578,-0.023902316563125876,-0.05712029,1.2905897490746563,-0.04425906039815867,0.14523533,1.5160952680262791,0.09579564881531698,0.06444,1.3619052301150263,0.04731606550299071,0.117771484,1.6514228842222947,0.07131515802703053,-0.045059316,1.379456640982106,-0.032664539443727214,1.7451123,0.13416505,1.4333615749516129,0.006694021396135477
0.81,0.0065592094,-0.09869329,1.2983760234449297,-0.07601287075592034,-0.030423222,1.1223670543500925,-0.02710630358558769,-0.018508663,0.9687989618963413,-0.019104751479892716,-0.1966336,1.0048384755384305,-0.19568678144391358,0.43414953,1.6427052283686414,0.26428937219695764,0.0015798721,1.516371562661798,0.0010418766340549303,0.032067724,1.5412060036672948,0.020806902838393527,0.0073819077,1.149067897442623,0.006424257157186842,-0.033679817,0.8834935237754972,-0.038121181384505314,-0.021879125,1.4906842755487488,-0.01467723631714194,0.17415752,1.2972217297898332,0.13425423824530427,-0.1788665,1.0438093160860638,-0.17135936886782485,-0.027123658,1.6975010771146934,-0.015978580722095813,-0.072212465,1.358407188101505,-0.05315966062308924,0.17348213,1.6925607536398521,0.1024968436525346,0.15261257,1.4801500711265345,0.10310614438695691,-0.0894121,0.9976090042126525,-0.08962639695066138,-0.04038227,1.5468404634936124,-0.026106292615789044,0.020114062,1.1104465695119843,0.01811348956916341,-0.0018541979,1.1699268103161833,-0.0015848837044453738,0.10471322,1.8006753235411426,0.05815219160001767,0.01350361,1.3935844295653095,0.009689840005379924,1.7487813,0.1313385,1.3275746246906257,-0.000461325098405344
0.91,-0.009684432,0.047275893,1.2209503269086002,0.0387205706475213,0.109292,1.6479589377182122,0.06631961393618069,0.016083192,1.127895967731613,0.014259464117604133,-0.009765814,1.6932378398222432,-0.005767538280096473,-0.07586401,1.019506492831324,-0.07441248299308881,-0.0048726336,0.9537720495217815,-0.00510880310695188,0.070760846,1.4042905625034723,0.050389034881679284,-0.22019257,0.8271977123779549,-0.26619097613438153,-0.0821072,1.1282538818086758,-0.07277369264352189,-0.00989629,1.210636051022752,-0.00817445469995554,-0.030844208,1.0441851275732486,-0.029539022380794398,0.056010865,1.2932356578354736,0.043310640512953406,-0.058707025,0.852488047317331,-0.06886551088528303,-0.12566642,0.9022364102963474,-0.1392832556943653,-0.0010397953,1.5158522271673494,-0.0006859476973151262,0.10970901,1.3456996130378585,0.08152563058296254,-0.06767279,1.4010425562239228,-0.04830173701448681,0.4197811,1.4475042642566973,0.29000335211074546,-0.018671459,0.9974827061308835,-0.018718578750577843,-0.15780027,1.160911362699106,-0.13592792454045796,0.054488484,1.0366012573890502,0.052564555008961386,-0.07633552,1.1767723274665458,-0.06486855423986078,1.7465321,0.12260567,1.200350517256384,-0.013705709875569506
