step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,silhouette_clsuter_20,std_year_cluster_20,silhouette_by_std_year_cluster_20,silhouette_clsuter_21,std_year_cluster_21,silhouette_by_std_year_cluster_21,silhouette_clsuter_22,std_year_cluster_22,silhouette_by_std_year_cluster_22,silhouette_clsuter_23,std_year_cluster_23,silhouette_by_std_year_cluster_23,silhouette_clsuter_24,std_year_cluster_24,silhouette_by_std_year_cluster_24,silhouette_clsuter_25,std_year_cluster_25,silhouette_by_std_year_cluster_25,silhouette_clsuter_26,std_year_cluster_26,silhouette_by_std_year_cluster_26,silhouette_clsuter_27,std_year_cluster_27,silhouette_by_std_year_cluster_27,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21131061,0.15901145,3.219414338332014,0.049391422376687824,0.13295816,3.557018508677949,0.03737910233705445,0.11195038,3.4546527844691113,0.03240568287892286,0.19932449,3.817688351864509,0.05221078052180034,0.13953172,3.5924908690675594,0.03883982500993369,0.3092093,3.6980117748405705,0.08361500881914476,0.19757172,3.6524690777231457,0.05409264813718973,0.27072635,3.5008086492998896,0.0773325194406756,0.41492304,3.574920757631705,0.11606496204794782,0.1162994,3.6222233306348914,0.0321071860091638,0.06341896,3.463287544481369,0.01831178071323045,-0.00665412,3.2195244201040385,-0.002066802167680302,0.36897132,3.4235780292035964,0.10777359676313461,0.071630135,3.634998378708471,0.019705685592084483,0.31109825,3.519857905583728,0.08838375187617202,0.21553381,3.4075970318898126,0.06325096713509973,0.094354294,3.04872832401735,0.030948738035189306,0.42660075,3.454686690356361,0.12348464347052314,0.15510829,3.520542794621979,0.044058060639806385,0.20713778,3.223137722349691,0.06426587885620036,0.4033738,2.2242976419535223,0.18134884471415297,0.073978394,3.706094790960345,0.019961279579352995,0.081380986,3.64750418273413,0.022311416683898074,0.18925057,3.2636766523802287,0.05798692507662175,0.08896008,3.801295021824881,0.023402572236073258,0.28177738,3.285559771350877,0.08576236669135934,0.12309331,3.6420453936252786,0.03379785085428422,1.7514257,0.11645267,3.4509670643958152,0.057634322012149033
0.11,0.21261543,0.20863329,3.106867918014586,0.06715228784957065,0.112554885,3.6718516844367772,0.030653440040645328,0.4457912,3.5856699718686,0.12432577961774836,0.08589955,3.639359997809936,0.02360292655690319,0.391573,2.4367550548165973,0.16069444940768754,0.19803384,3.1987208016253783,0.06191032345291278,0.0990567,3.6505361247265977,0.027134835815196736,0.30861217,3.6739630470109508,0.08399980181790755,0.42958614,3.4710776287595686,0.12376160611973326,0.284258,3.5765657022096247,0.07947792146740615,0.06854963,3.8505263606989977,0.017802665559126057,0.18389283,3.364890448097362,0.05465046605315242,0.33955932,3.500719778562596,0.09699700007823983,0.21140265,3.7025600633488644,0.05709634713032021,0.061380155,3.4057539145324873,0.018022486922096456,0.12539296,3.5608752440088667,0.035214083597232236,0.07787536,3.835901978795823,0.02030170772793478,0.090505295,3.6857265242211077,0.024555618521075066,0.16970633,3.7282232279599348,0.04551935850584608,0.12706132,3.5778927462352215,0.03551289301925741,0.19188774,3.2020294723833356,0.059926911346531005,0.3591863,3.2978396287348617,0.10891563330277357,0.15192042,3.4709100420126124,0.04376962268476215,0.13915284,3.2825621775311404,0.04239153205759306,0.084840074,3.1563718962173795,0.026878985420960597,0.2951137,3.2586522558784785,0.09056311915971894,0.06505306,3.690618908381914,0.017626599295603472,1.7622228,0.11648185,3.466052688847392,0.05846142231584944
0.21,0.21522541,0.1947769,3.095692274370366,0.062918686807029,0.12367796,3.497855725747328,0.03535822264421071,0.44061333,3.578674261413409,0.12312194327419208,0.06734023,3.7062865790853614,0.01816919199176088,0.19671771,3.189086044276217,0.06168466656958719,0.30581248,3.2586522558784785,0.09384630640284407,0.16029261,3.494847810540047,0.04586540508077673,0.18960801,3.2758708216120476,0.0578801845355255,0.216945,3.8038079042592896,0.05703363915946051,0.07903924,3.568315379429985,0.022150295024071762,0.37254268,3.460548605148872,0.10765422533165613,0.016204797,3.8250948667892906,0.004236443093782404,0.43283924,3.4743701065158614,0.12458063802482083,0.063805416,3.4298426844748082,0.018603015384700414,0.29063302,3.4908245937758307,0.08325626652894215,0.19436206,3.6415040027767143,0.053374116597803584,0.046699356,3.8880943767863627,0.012010859758583424,0.07911644,3.8355584788858548,0.020627098177482,0.08217197,3.011814225802767,0.02728321302547538,0.26553985,3.702499940533982,0.0717190706359989,0.3565818,3.400025347071162,0.1048762202445641,0.39538482,2.3617882429368016,0.16740908906543572,0.10991267,3.348353007551345,0.03282589108761752,0.1811425,3.3027908726270625,0.05484528117832931,0.15107714,3.3976658513716993,0.04446497772474276,0.11336296,3.5708407869323766,0.0317468538312496,0.15350048,3.4172092723599756,0.0449198366870827,1.7599882,0.12060033,3.4454783081093807,0.05860969029139723
0.31,0.1356111,-0.07014042,2.154825945129019,-0.03255038837317036,-0.06108388,2.1060916423785256,-0.02900342895470027,0.031543836,1.9887993641927442,0.01586074320291487,0.07516429,3.3701484729572213,0.022302960503232553,0.21111599,2.9355219108173745,0.07191770067558317,0.045654174,2.891145920298966,0.01579103068436586,0.4005555,2.357858998237712,0.16988101991969326,-0.059184395,1.8432637935616738,-0.032108477898576425,0.35061833,3.2936459960750697,0.10645295002627964,0.3719847,3.3234670335088694,0.11192669783609799,0.44843367,3.386287526167343,0.13242634122356578,0.054747164,2.579338338290631,0.02122527449644392,0.07583213,2.187034036674574,0.03467350176226998,-0.041063216,1.9252554556093764,-0.021328710153201792,0.20310327,2.7883108180089797,0.07284097339334904,0.35757652,2.8114104951759877,0.1271875878191478,0.12767603,2.6410691409124674,0.04834255304232063,0.042875476,2.320793495556964,0.01847448998094399,0.22586672,3.38670036599027,0.06669226553035563,0.2989418,3.2323807285316954,0.09248347152266947,0.11503661,2.5222767584339554,0.045608241206670674,0.03734045,1.7027758395848842,0.021929164229289533,0.0070080366,2.5577777471401744,0.002739892708191245,0.18604158,2.7837328259879697,0.06683169337001545,0.08519525,1.74979469666762,0.04868871243663153,0.0046427264,2.2592285259545024,0.002055005208411611,0.08175555,2.1526920460164987,0.03797828345530331,1.7518542,0.15002263,2.5648751080689283,0.04590072403163326
0.41000000000000003,0.086376466,0.016537488,1.9788319787187594,0.008357196409153462,0.015149542,2.160884381177201,0.007010806437629371,-0.02160532,1.9665551070131924,-0.01098637927703133,0.06984362,2.0258329995642033,0.03447649439855069,-0.038951572,1.5838970707514746,-0.02459223692629361,0.20529096,2.248315937359297,0.09130876798678528,0.45143113,3.353965271230146,0.13459624322134903,0.03345526,1.537249491787198,0.021763064666286275,-0.0046640155,1.7014768718962725,-0.0027411571485915897,0.005981095,1.6920511544793793,0.003534819334142557,0.29560626,2.4408026755471104,0.1211102636410583,0.07428113,1.7265027008282625,0.04302404721156986,0.41200504,2.196867718929127,0.18754203246709564,0.099571705,2.285208853389493,0.04357225586484758,0.0019456109,1.6216132799251584,0.0011997995334172113,0.1598078,2.0341517035279497,0.07856238105028202,-0.009459704,2.1320490778406955,-0.004436907320290648,0.2042102,2.029679473570174,0.10061204713622188,-0.038958177,2.1383728582681916,-0.018218608050437478,0.09603473,2.278113738175234,0.042155370200063394,0.21841855,2.339572610542361,0.09335831360281284,0.15221769,2.2403428309078057,0.06794392540119414,-0.0144008985,2.0242060799658392,-0.007114344048985496,-0.10533143,1.5618554033706393,-0.06743993593882149,0.1477671,2.4880439865964084,0.05939086991787113,-0.06023882,2.084606504964597,-0.028896973805793782,-0.07209061,2.0017442276489517,-0.0360138972132562,1.7417598,0.13918723,2.0693627402953747,0.03478067625003071
0.51,0.04747755,0.22066127,1.9065220337117545,0.11574021371712512,-0.0072074872,1.7478441409814764,-0.004123644136891819,0.025263676,1.693503926680907,0.014917991049107493,0.07327779,2.051365396969486,0.035721469457536195,0.2023556,1.9818856756753427,0.10210255612951169,-0.086567774,1.5734666100405683,-0.05501723002103249,0.066712484,1.8860727009307356,0.03537110935902609,0.03622449,1.2831812849006416,0.028230218594374027,0.08097523,2.1658585583581447,0.037387126110080826,-0.013403969,2.121142442231137,-0.006319221481157066,0.18741195,2.086558755796198,0.08981867801129428,-0.12407135,1.0919412106382842,-0.11362457152001255,0.015463863,1.4720490471471128,0.01050499139149581,0.4164453,2.1390033773878048,0.19469128440215808,-0.0015841186,1.4927909067776457,-0.0010611791471830873,-0.052947253,1.401031731120984,-0.03779161585901521,0.020415746,1.2671530196262522,0.016111507733758513,-0.114811435,1.8450276691890142,-0.06222748702316244,0.32211918,2.08723256787248,0.15432835868219685,-0.022698957,1.1925166447798532,-0.019034499495166383,-0.059241727,1.8962826435862479,-0.031240979394546675,0.18527886,1.820199929701665,0.1017903910946393,-0.0120136775,2.082178841280719,-0.0057697625532730345,0.061730046,1.5451613603405967,0.0399505497675893,-0.034779426,1.8768495848479718,-0.01853074747769778,0.074980624,1.4809720864290203,0.05062932968635212,0.016314285,1.6162439806979427,0.01009394934850366,1.7507067,0.12601073,1.733482819544444,0.025283288386133737
0.61,0.029013006,-0.029155023,1.5512148762885305,-0.018794961189240327,-0.009383164,1.2506916642605876,-0.007502380174385716,0.020202901,2.0392493389287165,0.009907028448504697,-0.034788128,1.5184739923048147,-0.022909926784965052,0.02368765,1.1343251550039746,0.02088259209782615,0.05087239,1.2172954490289567,0.04179132458577173,-0.015207529,1.432829934953429,-0.01061363159507653,0.4269881,1.9968051842361698,0.21383563024373048,-0.05006129,1.4457626196817843,-0.0346262163231658,-0.10666758,1.678130628063349,-0.06356333436537502,0.18136021,1.8587405667956742,0.09757155903758276,-0.0803446,1.407212462132228,-0.05709486280692136,0.0393581,1.9050908872094807,0.02065943522664869,-0.03408105,1.110636883466705,-0.030686041289298686,0.06664366,1.3033692282974931,0.05113183686082054,0.006428688,1.1747310823204622,0.005472476152202336,0.18799162,1.6418080053398028,0.1145028033111576,-0.051243987,1.1313731489390708,-0.04529362128001427,0.11099588,2.12440102326991,0.05224808312725948,0.03029379,1.3513485796434097,0.02241745104104782,-0.112648696,1.1094144548663074,-0.10153887504638306,0.20471616,1.4693405925310525,0.13932519249386616,0.05714067,1.7812029605540158,0.03207982020139345,-0.075212054,1.3717142559585798,-0.054830700802217504,0.14569326,2.1245099326712142,0.06857734822066595,-0.13831441,1.2027816399785074,-0.11499544592864948,-0.051219586,0.9691398337219724,-0.0528505634592071,1.7564349,0.11937563,1.49265164372023,0.01018896370383622
0.71,0.016599357,0.00059248286,1.1078495628276726,0.0005348044339388555,0.11819691,1.4204757932784147,0.08320938144046579,-0.018435331,1.5685675887950483,-0.011752972070297713,0.050925817,1.6880373721680366,0.030168655137774385,-0.17805521,1.2115723777643135,-0.1469620925414509,0.050028518,1.2202041416256817,0.041000121320387946,0.0034678439,1.290534075891971,0.002687138551875535,-0.055166367,0.8764492371530267,-0.06294302636466763,-0.02694805,1.351132355317442,-0.019944788945688494,-0.06433727,1.7566306690154454,-0.03662538153667642,0.089391634,1.3884021927769945,0.06438453809225261,-0.14288443,1.1811443652432037,-0.12097118478830494,-0.037870564,1.3505195429735979,-0.028041477640005596,-0.026614506,1.153676584193387,-0.02306929529668194,-0.016115341,1.4285455601357038,-0.01128094320912256,-0.039783284,1.1070890746167639,-0.0359350344793884,0.0037673211,1.8962667703672642,0.0019867041800006383,-0.113579266,1.1282255182272685,-0.10067071160716033,0.11009076,1.7613462027614886,0.06250376115960726,0.4244679,1.820839080477491,0.2331166416657674,0.08948006,1.8462887787163098,0.04846482218288494,0.06963515,1.9208142570816005,0.03625293417103901,-0.027274802,1.0982610087927536,-0.02483453578775183,-0.07285258,1.406527562189178,-0.05179605696886229,-0.0014319178,1.1644064712702822,-0.001229740478971168,0.18733306,1.665653025092561,0.11246823886429477,0.0109016495,1.1749147591880975,0.009278672684375515,1.7554067,0.113072805,1.406828663997815,0.0018518211914679422
0.81,-0.010737729,0.015778461,1.4830173289358002,0.010639431625874845,-0.19433874,1.1011628833785236,-0.17648500676125742,0.01344102,1.1800018231452205,0.01139067705480378,-0.035991505,1.2951199327237644,-0.027790094090131928,0.1802996,1.39955518272711,0.12882635656211572,0.09640174,1.589285701031516,0.06065727737200605,0.039012216,1.5846729884299786,0.02461846470305705,0.11454995,1.6609115629469806,0.0689681210732001,-0.010032957,1.040452460381564,-0.009642879229747508,-0.020545252,1.0520669741831152,-0.01952846365456158,-0.056304723,1.7466666061546738,-0.032235529565842226,-0.016017873,1.7425742574257423,-0.009192074754868043,-0.030063586,1.118486466184526,-0.026878810981153484,-0.022876075,0.9781996310753924,-0.023385895691338417,0.012675635,1.2759064447969968,0.00993461130086047,-0.079947084,0.9063412672219406,-0.08820858883929009,-0.096666075,0.8790590133893196,-0.10996539915624269,0.15281051,1.4727397430573173,0.10375934695427642,-0.0035275314,1.2884098726725126,-0.0027378953508062263,0.0754127,1.3203495474706954,0.05711570715083704,-0.08787577,1.5744866669688915,-0.05581232943144762,0.016826428,1.194009020736263,0.014092379689577269,0.011255003,1.2112903086054752,0.009291746578523085,0.081364885,1.821480402197829,0.044669646115542104,-0.05800893,1.2739415226365387,-0.045535003409851074,-0.13818413,1.2000334503338779,-0.11515023198174756,-0.0768132,1.250439922587247,-0.061428939718358944,1.7470969,0.08363577,1.3200244807925485,-0.009630125053184106
0.91,-0.011076663,-0.003361864,0.9983228298807518,-0.0033675119058046423,0.10273011,1.2274002690001318,0.08369731772289134,0.07701894,1.2639751327042292,0.06093390365510247,-0.011390226,0.9189433914585508,-0.012394915799683565,-0.21262011,1.0994794910450734,-0.19338251513685623,-0.00461592,0.9058900566088408,-0.005095452915603162,0.4037564,1.3776411044480565,0.293078080045573,-0.26555598,0.7757899477893907,-0.3423039684621468,-0.05997469,1.438518660810488,-0.041691978470975756,-0.067223355,1.362308394203739,-0.049345181649090755,0.20767651,1.4160154753352412,0.1466626026343461,0.011990438,1.096955474364451,0.010930651695212621,-0.18197146,1.1155052069300397,-0.16312918976113605,0.00361071,1.0997885225396202,0.0032830947413415457,0.1149833,1.1834725955918974,0.09715755000389929,0.02189514,1.1404801187211482,0.019198178074354536,0.00071574934,1.2141847877558791,0.000589489627515528,-0.17199522,1.2537669201457733,-0.13718277281435562,0.05841293,1.2962071829859954,0.045064502516434804,-0.06896793,0.9972138484569338,-0.06916062294892471,-0.0030350473,0.9984372083473714,-0.0030397978951505374,0.048120018,1.388316966690244,0.034660685743470004,0.101030044,1.717876128360602,0.05881101820423775,0.005756263,1.1178797665284907,0.0051492685777522335,-0.04218985,0.9124435133784065,-0.04623831588985116,-0.07134002,0.7425677007099005,-0.0960720712098045,-0.01721967,1.0122289156351532,-0.017011636252355432,1.7563068,0.12925315,1.1508003559417186,-0.011859243995170654
