step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
1.01,-0.006078414,0.10220988,1.2910831919598507,0.07916599145939868,-0.20188777,0.8837820751438521,-0.22843614638187248,-0.012569389,0.8797812192543116,-0.014286948881066621,-0.10642346,0.8929423398400888,-0.11918290263419239,0.27082634,1.391877516885271,0.19457627300980623,0.17954649,1.4647181659130046,0.12258091316816958,0.025535023,1.1293788816210208,0.022609793095522458,-0.20056786,0.8129991180555701,-0.24670119804151888,0.060631026,0.9054749822405909,0.06696046469723653,0.41315237,1.4096804669941945,0.29308228109136714,-0.064936645,0.7834637436100693,-0.08288404646497285,0.3558045,1.706293685798489,0.2085247726844368,1.7380697,0.19538924,1.1292896156096928,0.024667437233526185
1.11,-0.017473124,-0.021909066,0.9306894972576325,-0.023540682052566896,-0.033765066,1.0504833157656046,-0.03214241093440224,-0.004894462,0.9581484589497365,-0.0051082500866197564,0.11615288,1.014849606652304,0.11445329614812938,-0.097586654,0.9673782686130844,-0.10087745124412671,-0.03587523,0.8780224173926183,-0.04085912878413571,-0.1398293,0.7796260900316547,-0.17935430160852148,-0.08050011,0.6382756120021552,-0.12612123896028907,-0.16060287,0.8538158571744595,-0.1881001228236572,0.11756972,1.1811042460002437,0.09954220606127474,0.42570952,1.2827460244689086,0.3318735803420385,0.025019614,0.9657573235687514,0.025906729791595834,1.7527243,0.15067895,0.9584080598230962,-0.010360647845940048
1.21,-0.023832254,-0.058390327,0.7798811310134401,-0.07487080335189686,-0.13435884,0.4994804278144397,-0.2689972033308267,0.055167537,0.9856407919831314,0.05597123985866208,-0.054342683,0.8319943106007228,-0.06531617189238609,0.001454375,0.6918381931056264,0.002102189500757071,0.038626645,0.9437452458728067,0.04092910129009133,0.04444207,0.9374677957211484,0.04740650184280931,-0.09251722,0.6564194059092512,-0.14094223700729946,-0.025926685,0.7036211833571537,-0.03684750484205178,-0.037296616,0.7582154487127433,-0.04918999685946975,0.42447987,1.2772335150354037,0.33234319878971413,-0.14077741,0.6672588321112511,-0.21097871216070926,1.7531234,0.14186744,0.8110663567697599,-0.030699199846883834
1.31,-0.026357913,0.08273856,0.9702249092722398,0.0852777151232389,0.35245934,1.3142296049012547,0.2681870351825586,-0.08441595,0.734059522176736,-0.11499878052225905,0.42640463,1.1813347626785364,0.3609515597514133,-0.13870282,0.4994804278144397,-0.27769421380276516,-0.10258568,0.5526315706621926,-0.18563123467570145,-0.052588623,0.889118877673187,-0.0591468973808052,-0.15441105,0.5935699607217706,-0.26013959249101176,-0.07075681,0.6388969881884635,-0.11074838233929024,0.09241999,0.8629189526746873,0.10710158714280092,-0.0839061,0.6284962926006682,-0.1335029342067427,0.044570282,0.7962487155909532,0.055975326840624624,1.7501935,0.18048403,0.8051008820795941,-0.02203073428149493
1.41,-0.03290881,-0.11178779,0.49859915984911607,-0.22420372429780258,-0.06861374,0.6381582792576809,-0.10751836973954475,-0.1317884,0.6467936339019215,-0.20375649339766966,0.43187156,1.1095669555716772,0.38922532887947353,-0.052298095,0.7247559611040247,-0.07215959286158924,-0.032608382,0.6958694405779946,-0.04685991437814222,-0.08774092,0.4973244037929951,-0.1764259300667398,-0.0029823596,0.7961817031173113,-0.003745827869045075,0.15605299,0.781023109699207,0.19980585697132106,-0.12785983,0.4994804278144397,-0.255985667778406,0.10377352,0.8196315233781694,0.1266099661090047,-0.07800838,0.6856186176650171,-0.1137780998103098,1.7562824,0.15549542,0.6994169346441296,-0.04073270568662082
1.51,-0.040714018,0.106417716,0.7316294752161207,0.14545301843946842,-0.12884815,0.4987105921835554,-0.25836257017994385,0.05134024,0.7173822805897576,0.07156608460268696,-0.08740337,0.47260055136864276,-0.1849413245012173,-0.12247166,0.4990112673056183,-0.24542864740684825,-0.12019868,0.48254068409870676,-0.24909543570419804,0.068786316,0.6495159010801514,0.10590397479962106,0.42031467,1.0809885052826027,0.38882436543503024,-0.13944945,0.47974631220352787,-0.29067330763400895,-0.011533633,0.6275771519082115,-0.01837803183149619,0.13883638,0.9971127259191068,0.13923840325235556,-0.11975523,0.4994804278144397,-0.23975960653359316,1.7559134,0.15863457,0.6446913229142034,-0.0529710897718453
1.61,-0.04347632,0.016155023,0.7778684205979212,0.020768323665044077,-0.08529004,0.4990464921335243,-0.1709059946116736,0.15655713,0.6231477655862228,0.2512359611625762,-0.10869345,0.4909460535212357,-0.2213959149070017,-0.1245934,0.4994804278144397,-0.24944600934667926,-0.05498303,0.4955780293384704,-0.11094727318332127,0.40373802,1.0737108357785203,0.37602118596283496,-0.09697673,0.5005809195823387,-0.19372837328308676,-0.10384145,0.6289812432448366,-0.1650946629256842,-0.12839304,0.4987105921835554,-0.25744999428459375,-0.032745685,0.7483558328038794,-0.04375683864945913,0.11483725,0.6797729535774272,0.1689347170981895,1.7567667,0.15170695,0.6263482971801977,-0.049647072775237916
1.71,-0.040050503,-0.094434366,0.4987105921835554,-0.18935704817633456,-0.105363555,0.49346975657192393,-0.21351572988889977,-0.034475684,0.6300628516398113,-0.05471784930063348,-0.10920061,0.08781580962009475,-1.243518817203505,-0.09008589,0.4994804278144397,-0.1803591920768654,-0.09395976,0.5,-0.1879195272922516,-0.02897048,0.49872285870603356,-0.05808933651121509,0.023144206,0.6300274681146256,0.03673523330882162,0.4345971,0.8520531163205437,0.510058699937118,-0.10536623,0.4705896847270212,-0.22390254914343688,0.01053505,0.49699400089194745,0.02119753993937056,0.12119116,0.8324078985461335,0.14559107272095106,1.7501903,0.14882591,0.5408612054280109,-0.13648312530724005
1.81,-0.025687292,-0.037937403,0.49863313860589425,-0.07608279472015676,-0.052757856,0.3643427482470094,-0.14480281481816004,-0.06789647,0.4994804278144397,-0.13593419610975652,0.13884696,0.812391031674694,0.1709114924100076,-0.065678485,0.49999321826998033,-0.13135875115491827,0.361703,0.8395093765036409,0.4308504687818054,-0.0367877,0.48867474837654845,-0.07528054197650365,-0.051467773,0.6568406346095235,-0.07835655996500437,-0.12063185,0.5211800873098781,-0.2314590564627033,-0.061997503,0.3524779692669166,-0.17589043414873112,0.01875048,0.494572794503388,0.03791247649133067,-0.051858768,0.0,-inf,1.7418696,0.12537566,0.502341347931826,-inf
1.9100000000000001,-0.036468744,0.37800866,0.8484519954317437,0.4455274614116191,-0.08331636,0.4987105921835554,-0.1670635528904006,-0.09365222,0.0,-inf,-0.07131368,0.0,-inf,-0.012659546,0.47140452079103173,-0.026854952444243317,0.027277188,0.49905905588440624,0.054657235559533196,-0.078795865,0.4994804278144397,-0.15775566126363094,-0.037732977,0.46901858543869346,-0.08045092154460859,-0.041247226,0.627658570554825,-0.06571602497420609,-0.09634587,0.0,-inf,0.0072404444,0.7181210060197256,0.010082485209420688,-0.10134419,0.4965764089922947,-0.20408579365175214,1.7639312,0.12585321,0.42737343025922625,-inf
2.0100000000000002,-0.050547577,-0.06624267,0.3423560996054942,-0.19349055728619322,-0.066058055,0.49750536426245795,-0.1327785775019997,-0.091430806,0.4994804278144397,-0.18305182852429705,-0.019803679,0.49953148695200766,-0.03964450516966912,-0.10274732,0.4705896847270212,-0.21833738490984284,-0.0033277716,0.48334200592765814,-0.006884921059665608,-0.0005774789,0.4882764274453205,-0.0011826884730762677,0.0031654998,0.49755537114534903,0.006362105519210193,0.0008526475,0.4974342473632339,0.0017140909236500065,-0.094882265,0.4987105921835554,-0.19025516245380278,-0.07077307,0.49728256860615205,-0.14231963275755266,-0.027201788,0.38532654655725157,-0.07059412008590936,1.7692022,0.03939292,0.47144923521582843,-0.09753859848159568
2.11,-0.025393587,-0.040212035,0.0,-inf,-0.034458168,0.49861645729945425,-0.06910756222848992,-0.03044531,0.0,-inf,-0.025188202,0.4617001448701142,-0.054555326261578906,-0.0059762574,0.4950643116874146,-0.012071678848608935,-0.03898565,0.0,-inf,-0.031142099,0.4994804278144397,-0.06234898725745405,-0.040367242,0.0,-inf,-0.02801231,0.0,-inf,-0.012720384,0.366453950334374,-0.0347120932714788,0.021246014,0.6027281725620597,0.035249744627974026,-0.04420592,0.0,-inf,1.7648536,0.01788906,0.24367028871398802,-inf
2.21,-0.034919333,-0.05705972,0.4987105921835554,-0.11441449420343486,-0.047076322,0.0,-inf,-0.056673188,0.0,-inf,-0.00995114,0.0,-inf,-0.04782659,0.4994804278144397,-0.09575267716317207,-0.070476115,0.0,-inf,-0.06664054,0.0,-inf,0.39286554,0.6214170657056121,0.6322091237565427,0.15699914,0.7092707425818289,0.2213529073627994,-0.067345984,0.4705896847270212,-0.1431097758106945,-0.089687884,0.0,-inf,-0.017337864,0.37327800085313856,-0.04644759194278692,1.770751,0.13301551,0.264395542822133,-inf
2.31,-0.021359129,-0.020016579,0.0,-inf,-0.025078813,0.4987105921835554,-0.05028730692139136,-0.037090313,0.0,-inf,-0.032557953,0.0,-inf,-0.043803543,0.0,-inf,-0.031962514,0.0,-inf,-0.06298238,0.0,-inf,-0.024039077,0.4994804278144397,-0.048128165394566075,-0.01008271,0.3685995053239421,-0.02735410508527531,-0.031946827,0.0,-inf,0.18317497,0.6899235559332281,0.26550038216630495,-0.027791047,0.0,-inf,1.7790865,0.060657393,0.1713928401045971,-inf
2.41,-0.042124435,-0.017032726,0.49990055910039555,-0.03407222781896936,-0.06881568,0.0,-inf,-0.094308265,0.0,-inf,-0.07981818,0.0,-inf,-0.05976995,0.4994804278144397,-0.11966425004604887,-0.07369698,0.0,-inf,0.15873836,0.690893816010326,0.2297579687796038,-0.06181202,0.4987105921835554,-0.12394366954915231,-0.05882229,0.0,-inf,-0.07177857,0.0,-inf,-0.057114698,0.36802688350479035,-0.1551916464604093,0.064945966,0.49681772355924947,0.13072393138482707,1.7751168,0.070566334,0.25448583351439635,-inf
2.5100000000000002,-0.022620112,-0.02940018,0.49861645729945425,-0.0589635154079253,-0.047709875,0.0,-inf,-0.03207782,0.0,-inf,-0.010893624,0.36802688350479035,-0.02960007750569934,-0.025862314,0.4999983478802478,-0.051724798525143945,0.18441808,0.6745526116903863,0.27339317799853086,-0.037811037,0.0,-inf,-0.03308073,0.0,-inf,-0.020612434,0.0,-inf,-0.06337572,0.0,-inf,-0.0330953,0.0,-inf,-0.021932662,0.0,-inf,1.7776545,0.061277866,0.1700995250312399,-inf
2.61,-0.025717087,-0.03443305,0.0,-inf,-0.010091424,0.36710759351245464,-0.027489009126148514,-0.02165262,0.0,-inf,-0.06760111,0.0,-inf,-0.029255839,0.49861645729945425,-0.05867403419287283,-0.03882353,0.0,-inf,-0.06770422,0.0,-inf,-0.025570923,0.4994804278144397,-0.05119504596886803,-0.034719072,0.0,-inf,0.21732822,0.6100115398651681,0.35626903165452684,-0.03414409,0.0,-inf,-0.0267024,0.0,-inf,1.776838,0.07172759,0.16460133487429307,-inf
2.71,-0.031726338,-0.04132027,0.4705896847270212,-0.08780530710951857,-0.03492137,0.4190702026042222,-0.08333059766518972,-0.045110475,0.0,-inf,-0.030983897,0.4994804278144397,-0.06203225431999538,0.0022365064,0.33102478897049165,0.006756311039350904,0.08397904,0.4878697327768943,0.17213414717550576,-0.01845371,0.0,-inf,-0.033579797,0.4987105921835554,-0.06733323309944599,-0.07590035,0.0,-inf,-0.0284346,0.0,-inf,-0.043249905,0.0,-inf,-0.04782974,0.0,-inf,1.7580363,0.03761793,0.2255621190897187,-inf
2.81,-0.026655069,-0.02855892,0.0,-inf,0.2257357,0.6011699672369256,0.3754939642236553,-0.068508826,0.0,-inf,-0.02531407,0.4994804278144397,-0.050680805242224534,-0.035580426,0.0,-inf,-0.0717241,0.0,-inf,-0.035155956,0.0,-inf,-0.026556429,0.4987105921835554,-0.05325017943893441,-0.0047727544,0.3645448537166997,-0.013092365280724718,-0.035509877,0.0,-inf,-0.032491937,0.0,-inf,-0.039624587,0.0,-inf,1.7772102,0.074568406,0.16365882007930171,-inf
2.91,-0.03905379,-0.06751052,0.0,-inf,-0.032778658,0.0,-inf,-0.04740593,0.0,-inf,-0.06912645,0.0,-inf,-0.042691886,0.0,-inf,-0.044789504,0.0,-inf,-0.034695238,0.4994804278144397,-0.06946265747949237,-0.043182194,0.0,-inf,0.018133603,0.3405977183314694,0.05324052998721515,-0.066591844,0.0,-inf,0.082884274,0.4092030103889899,0.2025505001645328,-0.040056955,0.49861645729945425,-0.08033620728496431,1.78059,0.041088913,0.1456581344861961,-inf
3.0100000000000002,-0.026530739,0.23078835,0.5864132648773361,0.393559225086017,-0.03880473,0.0,-inf,-0.024681827,0.4994804278144397,-0.04941500342951808,-0.06772122,0.0,-inf,-0.03165207,0.0,-inf,-0.03428828,0.0,-inf,-0.025701076,0.4987105921835554,-0.05153505097973352,-0.03447969,0.0,-inf,-0.07097976,0.0,-inf,-0.034636218,0.0,-inf,-0.027899906,0.0,-inf,-0.008057026,0.36768311855672625,-0.021912961966196038,1.7762933,0.07567326,0.16269061695267148,-inf
3.11,-0.028216258,-0.023781804,0.0,-inf,-0.041649573,0.3577848556266264,-0.11640954583811315,-0.039470524,0.0,-inf,-0.022147888,0.0,-inf,-0.02012448,0.0,-inf,-0.020832118,0.0,-inf,-0.035861995,0.0,-inf,-0.017763335,0.4987105921835554,-0.03561852412236446,-0.0152101675,0.0,-inf,-0.016078856,0.0,-inf,-0.03601041,0.0,-inf,-0.025253365,0.0,-inf,1.7985901,0.009072262,0.07137462065084849,-inf
3.21,-0.04075445,-0.06955049,0.0,-inf,-0.043700743,0.0,-inf,0.0265253,0.3378229624936098,0.0785183452313114,-0.039736204,0.4987105921835554,-0.07967788226701697,-0.04966473,0.0,-inf,-0.036906783,0.4994804278144397,-0.07389034781440898,0.06257178,0.39176291159922666,0.15971848544326134,-0.069401756,0.0,-inf,-0.045361266,0.0,-inf,-0.047823448,0.0,-inf,-0.04534601,0.0,-inf,-0.067141436,0.0,-inf,1.7843795,0.038088724,0.14398140784090263,-inf
3.31,-0.038832486,-0.06845855,0.0,-inf,-0.039770827,0.49861645729945425,-0.07976236266398316,-0.041160055,0.0,-inf,-0.068070084,0.0,-inf,-0.03080996,0.0,-inf,-0.03594637,0.4999983478802478,-0.07189297589389619,-0.042876843,0.0,-inf,-0.06574237,0.0,-inf,0.01763097,0.33425280799103363,0.052747410594683124,-0.04661596,0.0,-inf,0.08453825,0.40410700208707406,0.2091976895351089,-0.044326566,0.0,-inf,1.7802008,0.04128953,0.1447478846048175,-inf
3.41,-0.028216258,-0.023781804,0.0,-inf,-0.041649573,0.3577848556266264,-0.11640954583811315,-0.039470524,0.0,-inf,-0.016078856,0.0,-inf,-0.020832118,0.0,-inf,-0.02012448,0.0,-inf,-0.03601041,0.0,-inf,-0.0152101675,0.0,-inf,-0.025253365,0.0,-inf,-0.022147888,0.0,-inf,-0.017763335,0.4987105921835554,-0.03561852412236446,-0.035861995,0.0,-inf,1.7985901,0.009072263,0.07137462065084849,-inf
3.5100000000000002,-0.028216258,-0.039470524,0.0,-inf,-0.023781804,0.0,-inf,-0.041649573,0.3577848556266264,-0.11640954583811315,-0.017763335,0.4987105921835554,-0.03561852412236446,-0.025253365,0.0,-inf,-0.022147888,0.0,-inf,-0.035861995,0.0,-inf,-0.02012448,0.0,-inf,-0.020832118,0.0,-inf,-0.03601041,0.0,-inf,-0.0152101675,0.0,-inf,-0.016078856,0.0,-inf,1.7985901,0.009072263,0.07137462065084849,-inf
3.61,-0.028917035,-0.04062082,0.0,-inf,-0.024064891,0.0,-inf,-0.042726923,0.3577848556266264,-0.11942071361696731,-0.021336872,0.0,-inf,-0.025542257,0.0,-inf,-0.020374557,0.4994804278144397,-0.04079150226672776,-0.037166305,0.0,-inf,-0.0114420885,0.0,-inf,-0.016512424,0.0,-inf,-0.020273924,0.0,-inf,-0.021551438,0.0,-inf,-0.036736615,0.0,-inf,1.799184,0.009755466,0.07143877362008884,-inf
3.71,-0.028917035,-0.016512424,0.0,-inf,-0.021336872,0.0,-inf,-0.036736615,0.0,-inf,-0.020273924,0.0,-inf,-0.037166305,0.0,-inf,-0.042726923,0.3577848556266264,-0.11942071361696731,-0.020374557,0.4994804278144397,-0.04079150226672776,-0.025542257,0.0,-inf,-0.04062082,0.0,-inf,-0.0114420885,0.0,-inf,-0.024064891,0.0,-inf,-0.021551438,0.0,-inf,1.7991842,0.009755466,0.07143877362008884,-inf
3.81,-0.028917035,-0.020273924,0.0,-inf,-0.037166305,0.0,-inf,-0.020374557,0.4994804278144397,-0.04079150226672776,-0.042726923,0.3577848556266264,-0.11942071361696731,-0.016512424,0.0,-inf,-0.021336872,0.0,-inf,-0.036736615,0.0,-inf,-0.0114420885,0.0,-inf,-0.021551438,0.0,-inf,-0.024064891,0.0,-inf,-0.04062082,0.0,-inf,-0.025542257,0.0,-inf,1.799184,0.009755466,0.07143877362008884,-inf
3.91,-0.028917035,-0.016512424,0.0,-inf,-0.021336872,0.0,-inf,-0.036736615,0.0,-inf,-0.020273924,0.0,-inf,-0.037166305,0.0,-inf,-0.042726923,0.3577848556266264,-0.11942071361696731,-0.020374557,0.4994804278144397,-0.04079150226672776,-0.025542257,0.0,-inf,-0.0114420885,0.0,-inf,-0.04062082,0.0,-inf,-0.024064891,0.0,-inf,-0.021551438,0.0,-inf,1.7991842,0.009755466,0.07143877362008884,-inf
4.01,-0.028917035,-0.04062082,0.0,-inf,-0.024064891,0.0,-inf,-0.042726923,0.3577848556266264,-0.11942071361696731,-0.0114420885,0.0,-inf,-0.025542257,0.0,-inf,-0.020374557,0.4994804278144397,-0.04079150226672776,-0.037166305,0.0,-inf,-0.021336872,0.0,-inf,-0.016512424,0.0,-inf,-0.020273924,0.0,-inf,-0.021551438,0.0,-inf,-0.036736615,0.0,-inf,1.799184,0.009755466,0.07143877362008884,-inf
4.11,-0.028917035,-0.021551438,0.0,-inf,-0.042726923,0.3577848556266264,-0.11942071361696731,-0.0114420885,0.0,-inf,-0.036736615,0.0,-inf,-0.024064891,0.0,-inf,-0.025542257,0.0,-inf,-0.04062082,0.0,-inf,-0.020374557,0.4994804278144397,-0.04079150226672776,-0.016512424,0.0,-inf,-0.037166305,0.0,-inf,-0.020273924,0.0,-inf,-0.021336872,0.0,-inf,1.799184,0.009755466,0.07143877362008884,-inf
4.21,-0.028917035,-0.024064891,0.0,-inf,-0.04062082,0.0,-inf,-0.042726923,0.3577848556266264,-0.11942071361696731,-0.0114420885,0.0,-inf,-0.021551438,0.0,-inf,-0.037166305,0.0,-inf,-0.036736615,0.0,-inf,-0.025542257,0.0,-inf,-0.020374557,0.4994804278144397,-0.04079150226672776,-0.020273924,0.0,-inf,-0.016512424,0.0,-inf,-0.021336872,0.0,-inf,1.799184,0.009755466,0.07143877362008884,-inf
4.3100000000000005,-0.028917035,-0.021551438,0.0,-inf,-0.042726923,0.3577848556266264,-0.11942071361696731,-0.0114420885,0.0,-inf,-0.036736615,0.0,-inf,-0.024064891,0.0,-inf,-0.025542257,0.0,-inf,-0.04062082,0.0,-inf,-0.020374557,0.4994804278144397,-0.04079150226672776,-0.016512424,0.0,-inf,-0.037166305,0.0,-inf,-0.020273924,0.0,-inf,-0.021336872,0.0,-inf,1.799184,0.009755466,0.07143877362008884,-inf
