step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.17926893,0.10999749,3.641384965946557,0.030207596721292876,0.12991618,3.4334671479791123,0.03783818822218228,0.19354345,3.577130678195708,0.054105780989206195,0.2422302,3.5560937214830535,0.06811693551961856,0.4459995,2.526389099230635,0.17653634718084482,0.1514443,3.6282012054874357,0.04174087720938072,0.42034984,3.452017713815589,0.12176931615013807,0.07102239,3.5747094516030584,0.019868017885320808,1.7326322,0.1320593,3.4236742479676434,0.06877288248474804
0.11,0.1800418,0.18676737,3.740351422003988,0.04993310746418526,0.2176635,3.517222295665354,0.06188505543165742,0.08866109,3.566194832531653,0.024861538335129916,0.14448105,3.391544885519949,0.0426003643958225,0.08919202,3.483778982656621,0.025602088524240892,0.4080988,3.4503043310761967,0.1182790698761431,0.41569057,2.5324878696034423,0.16414316374783253,0.20166627,3.6803731215461863,0.05479505992081751,1.7282674,0.11998861,3.4202822175754237,0.06776243096197865
0.21,0.18129551,0.088635504,3.4692685107958994,0.025548758757051013,0.14833675,3.3419076659647597,0.04438684969063792,0.40410632,2.4724697147251664,0.16344237364928554,0.06184895,3.5841709190871125,0.017256138459139727,0.37141716,3.6976731595929495,0.10044618568814717,0.18554801,3.5717370939400435,0.051948954418582244,0.15708499,3.692668473477517,0.04253969390855301,0.42097157,3.445225924988312,0.12218983067142906,1.7241359,0.13647418,3.40939018282147,0.07096984815535322
0.31,0.17938429,0.38706332,2.434834912808583,0.158969021848372,0.05537532,3.577565221272495,0.015478493206773799,0.3826011,3.694748681584338,0.10355267572982572,0.1560303,3.6879477729780463,0.042308163478508874,0.15130761,3.3136167008670343,0.045662376284485814,0.42659664,3.427984882363123,0.12444531005237333,0.08623234,3.353409523513815,0.025714825827656423,0.18206616,3.429964494529027,0.053081061844989286,1.7245208,0.13770919,3.3650090237395576,0.07115149103412316
0.41000000000000003,0.116524495,0.4237443,3.3260267035772433,0.12740255230403696,0.11577964,2.5052779784223347,0.04621428810998289,0.048044868,2.510865659409703,0.019134782314431904,0.18978602,3.084573575115269,0.061527472864374246,0.4315021,3.305100566255139,0.1305564218563121,0.060826365,1.8946466812201983,0.03210433138144177,-0.0958238,1.9430479686897968,-0.04931623078690263,0.43215966,2.2423602570723786,0.1927253486069767,1.7154366,0.19193654,2.601487423720258,0.07004362083133175
0.51,0.0732126,0.43536898,3.0221376494498426,0.1440599454551395,0.02073802,1.5711854688852154,0.013198964062465365,0.083014384,2.2032370323192616,0.03767837172957305,0.4214462,2.1165204014928367,0.19912220259640726,0.055442657,1.6767554401887286,0.033065440548355175,0.08760965,2.065973559149293,0.04240598739347074,-0.13774987,1.7091892180282229,-0.08059368980225809,0.17510878,2.2142264620325562,0.07908349868411435,1.7352403,0.1844393,2.072403153943245,0.05850259008340842
0.61,0.053919878,0.39940742,2.674434934216485,0.14934273085956373,0.007004526,1.1731483395313966,0.005970707831301262,-0.04604124,1.2041004485705542,-0.038237041691719924,-0.1431343,1.308159162761364,-0.10941657560862868,0.18777415,1.7568043561786904,0.10688392871024124,0.40334705,1.9644565294294252,0.20532245898072052,0.11563823,1.9825926642552656,0.058326773727216535,0.15972252,1.9781685897640486,0.08074262362045795,1.729085,0.18446149,1.7552331280884037,0.05736695080364408
0.71,0.034140866,0.42269334,2.5190644749514006,0.16779774641480685,0.06557951,1.5684894732286254,0.04181061610202121,-0.14838423,1.2051313612200718,-0.12312701596156969,0.07202285,1.4590284014055552,0.04936356808535462,-0.024390025,1.1216884318165314,-0.021744028352731128,-0.034741882,1.2568788149162395,-0.02764139376247426,0.15144174,1.7143723436579255,0.08833654985726397,0.41840383,1.8065950217649447,0.23159802228159593,1.7305945,0.19479768,1.5814060403701617,0.05079925808303344
0.81,0.018816242,0.43745324,2.3338755322424545,0.1874364052892984,-0.045910552,0.8707358243519798,-0.05272615512083497,-0.008218082,0.9872712991971858,-0.008324035829565743,-0.11434196,1.1198630695265024,-0.10210351825032273,0.08511768,1.342535245365036,0.06340070631922556,0.07073089,1.3675839153321563,0.051719595821833914,-0.0545062,0.9321173030615121,-0.05847568875507485,0.41020146,1.6501816618255212,0.24857957739590614,1.7412264,0.19809912,1.3255204813627934,0.04118836085880821
0.91,-0.0015241381,0.023423998,1.198633820937029,0.019542246577859426,-0.00012518094,0.9101520602911126,-0.00013753849484347895,-0.097527176,1.1211823950513744,-0.08698600385824827,0.13895904,1.1973541574484685,0.11605508229368396,0.4340088,1.4396411769245032,0.3014701259594865,-0.08832028,0.7642835788015896,-0.11555956464454017,-0.032143872,0.7814870693413732,-0.041131675100312876,-0.008946632,1.150888166648705,-0.007773676273975864,1.7473325,0.1618629,1.0704528031805196,0.023184874557388657
1.01,-0.008617314,-0.10732783,0.7368669779903085,-0.1456542761813607,0.11023916,1.237398522840649,0.08908945744338125,0.0329993,0.8886419828177712,0.037134526732546844,0.032076746,1.0179914676756603,0.03150983799362938,-0.09816275,1.122022933775649,-0.08748729189450537,0.40041542,1.3501021274046185,0.29658157883357233,-0.049788725,0.8388694132659036,-0.0593521754920502,0.006469476,0.9201836051213631,0.007030636060804592,1.7463949,0.15203592,1.0140096288614906,0.021106536687002263
1.11,-0.0049036443,-0.06819968,0.8494099855310577,-0.08029064929445887,-0.045235135,0.6294458386998495,-0.07186501503391142,0.39603266,1.2572106078126664,0.3150090038522658,-0.06719236,0.8094988334417925,-0.08300488892997637,-0.0477663,0.5993181278456683,-0.07970107954625312,-0.035927806,0.8161406780298821,-0.0440215847791254,0.087987214,0.9835874281169122,0.08945540763499886,0.10291671,1.1771419902909428,0.08742930838214288,1.7455308,0.14872377,0.8902191862210964,0.016626312785710296
1.21,-0.0036338642,-0.059966292,0.49997949848266987,-0.1199375022661125,0.45820156,1.2806788857104259,0.3577802074433874,0.013498678,0.6307383473810662,0.0214013908115309,-0.037256572,0.8094988334417925,-0.04602424470107909,-0.05069484,0.499648010336092,-0.1014611028514586,-0.045017064,0.49861645729945425,-0.09028395063717358,-0.027915012,0.49953228672274175,-0.05588229796824338,0.054753806,0.9464668722402206,0.05785073735589277,1.7497675,0.16271693,0.7081448989518079,0.0029304046483429914
1.31,-0.011734478,-0.047517654,0.4997258140374433,-0.09508745039758457,-0.03219653,0.6275274250155389,-0.05130696751431468,0.104565844,0.9579525736185863,0.10915555406338373,-0.02501673,0.4995609164094331,-0.050077437664791336,-0.051757,0.4994804278144397,-0.10362167865753291,-0.0017426456,0.4999457541940122,-0.0034856694308465956,-0.05372953,0.7958550182332946,-0.06751170652055813,0.1653,1.045270428436903,0.15814089085142782,1.7493007,0.07691556,0.6781647947199565,-0.012974308158852083
1.41,-0.01785972,-0.053310815,0.49861645729945425,-0.10691748028865443,0.02561375,0.7838416380230273,0.03267719926742238,0.12566292,0.986074893441794,0.12743750367741163,-0.057990402,0.4999578325953287,-0.11599058601047894,-0.05048758,0.8094988334417925,-0.0623689368714974,-0.03040223,0.4990389494228515,-0.06092155759385988,-0.031798404,0.6272287747163828,-0.05069665964305499,0.01598149,0.4990367139362116,0.03202467743587492,1.7595205,0.05808366,0.6504117616096053,-0.02559448000335459
1.51,-0.015814725,-0.06735225,0.49997949848266987,-0.1347100239565642,0.45924655,1.1018053367088034,0.4168127805605456,-0.051628213,0.49861645729945425,-0.1035429389062472,-0.045734983,0.8094988334417925,-0.056497898512244106,-0.053229176,0.4997726813380185,-0.10650677297029176,0.0394278,0.6300090754694241,0.062582905193864,-0.07016,0.49928566185550627,-0.14052076171305422,0.014721537,0.7262927370976152,0.020269426165145536,1.7541251,0.16710155,0.6581575352116604,-0.0052641605173557905
1.61,-0.02095976,-0.0058251563,0.4882577504838285,-0.011930494375544812,-0.052239034,0.49983406358610216,-0.1045127535928444,-0.0025736499,0.6244738185280803,-0.004121309474126632,-0.03258755,0.4994804278144397,-0.06524289795116467,-0.054752447,0.397220258191857,-0.1378390089173599,-0.042131588,0.4992493046052336,-0.0843898779113628,-0.034229282,0.4987105921835554,-0.06863556304243283,0.11163233,0.79173659154193,0.14099680802723188,1.7725651,0.05080589,0.5373703508668783,-0.04195938715470052
1.71,-0.015121662,-0.02682204,0.47221794974406833,-0.05680012772077746,0.13311565,0.8226428658592949,0.1618146278874991,-0.03755507,0.49928566185550627,-0.07521759906291171,-0.026019672,0.4994804278144397,-0.05209347650660961,-0.049212333,0.1415688235611053,-0.34762125994280346,0.0075885477,0.6240738595177271,0.012159694784066474,-0.04508952,0.49948566912783654,-0.09027190027842688,-0.028805653,0.4987105921835554,-0.057760258323743714,1.7732245,0.056131978,0.5071832312079417,-0.06322378739546342
1.81,-0.014437385,-0.03541735,0.49994692933560325,-0.07084221557977351,-0.007286566,0.364066019231062,-0.02001440798940649,-0.0217501,0.4994804278144397,-0.043545449923154136,-0.05037538,0.4998015872937748,-0.10079075557711824,0.17988597,0.8108655700247762,0.2218443786686422,-0.02398716,0.4987105921835554,-0.048098355055849196,-0.029685896,0.4705896847270212,-0.06308233446982082,-0.011953371,0.4996636263091038,-0.02392283531610852,1.7694474,0.06917068,0.5178905546149171,-0.01855649690532359
1.9100000000000001,-0.0150086135,-0.04952702,0.4998015872937748,-0.09909336128859213,-0.023983143,0.4987105921835554,-0.04809030256407404,-0.029742286,0.4705896847270212,-0.06320216225414747,0.1635823,0.7761187113081418,0.21076968354963435,-0.011415194,0.36802688350479035,-0.0310172824332782,-0.009312128,0.4998884949544572,-0.018628409757035322,-0.035380293,0.49994692933560325,-0.07076809678750881,-0.021826187,0.4994804278144397,-0.04369778260220198,1.7702255,0.0638145,0.514070413890223,-0.02046596426715045
2.0100000000000002,-0.019234844,-0.02935437,0.4987105921835554,-0.05886052898795689,-0.040541485,0.0,-inf,-0.034847412,0.4705896847270212,-0.07405052297013445,0.011669788,0.623543289059492,0.018715280531503453,-0.039718222,0.49994692933560325,-0.07944487613080829,-0.051776435,0.4998015872937748,-0.1035939791759179,0.106616884,0.728972749365607,0.14625633751435835,-0.02602237,0.4994804278144397,-0.05209888006733179,1.773197,0.04848603,0.4776306574724366,-inf
2.11,-0.0243646,-0.02008667,0.49994692933560325,-0.04017760509320039,-0.038900387,0.3577848556266264,-0.10872563757331617,-0.012275608,0.4987105921835554,-0.024614693268718617,-0.034834046,0.49989864294056563,-0.06968221740289311,-0.03257173,0.0,-inf,-0.016012305,0.4705896847270212,-0.0340260441601125,-0.010501447,0.0,-inf,-0.013773657,0.4994804278144397,-0.02757597017725704,1.7962396,0.010576931,0.35330139157847645,-inf
2.21,-0.021991407,-0.029429808,0.0,-inf,-0.013408792,0.4705896847270212,-0.028493595674399543,-0.010492074,0.4994804278144397,-0.021005976849260782,-0.029738812,0.0,-inf,-0.024766142,0.4998015872937748,-0.04955194656914059,-0.008935039,0.4987105921835554,-0.017916280647953784,-0.01724116,0.49994692933560325,-0.034485979295643336,-0.0354758,0.3577848556266264,-0.09915400587422643,1.7950723,0.009344916,0.3532892596226276,-inf
2.31,-0.0243646,-0.02008667,0.49994692933560325,-0.04017760509320039,-0.03257173,0.0,-inf,-0.012275608,0.4987105921835554,-0.024614693268718617,-0.016012305,0.4705896847270212,-0.0340260441601125,-0.034834046,0.49989864294056563,-0.06968221740289311,-0.038900387,0.3577848556266264,-0.10872563757331617,-0.010501447,0.0,-inf,-0.013773657,0.4994804278144397,-0.02757597017725704,1.7962397,0.010576931,0.35330139157847645,-inf
2.41,-0.023045203,-0.03337204,0.49989864294056563,-0.06675761438698455,-0.015160626,0.4705896847270212,-0.03221623059860466,-0.011975989,0.4994804278144397,-0.02397689294471925,-0.030895371,0.0,-inf,-0.0143862385,0.49928566185550627,-0.02881364242829308,-0.0105697485,0.4987105921835554,-0.02119415274983125,-0.019231973,0.0,-inf,-0.03707581,0.3577848556266264,-0.10362599073534311,1.7959065,0.009860799,0.3532187331434643,-inf
2.5100000000000002,-0.024079157,-0.03290937,0.4978124861053247,-0.06610796610642322,-0.015793249,0.4705896847270212,-0.03356055078045549,-0.01369888,0.4994804278144397,-0.027426259101513334,-0.03821153,0.3577848556266264,-0.10680029523582871,-0.010228426,0.0,-inf,-0.01219464,0.4987105921835554,-0.024452338077985684,-0.019879408,0.49994692933560325,-0.03976303686299681,-0.03543165,0.0,-inf,1.7957593,0.01065477,0.3530406219740713,-inf
2.61,-0.024079157,-0.019879408,0.49994692933560325,-0.03976303686299681,-0.03821153,0.3577848556266264,-0.10680029523582871,-0.01219464,0.4987105921835554,-0.024452338077985684,-0.015793249,0.4705896847270212,-0.03356055078045549,-0.010228426,0.0,-inf,-0.03290937,0.4978124861053247,-0.06610796610642322,-0.03543165,0.0,-inf,-0.01369888,0.4994804278144397,-0.027426259101513334,1.7957592,0.01065477,0.3530406219740713,-inf
2.71,-0.021991407,-0.01724116,0.49994692933560325,-0.034485979295643336,-0.029738812,0.0,-inf,-0.008935039,0.4987105921835554,-0.017916280647953784,-0.013408792,0.4705896847270212,-0.028493595674399543,-0.024766142,0.4998015872937748,-0.04955194656914059,-0.029429808,0.0,-inf,-0.010492074,0.4994804278144397,-0.021005976849260782,-0.0354758,0.3577848556266264,-0.09915400587422643,1.7950722,0.009344916,0.3532892596226276,-inf
2.81,-0.023045203,-0.03337204,0.49989864294056563,-0.06675761438698455,-0.015160626,0.4705896847270212,-0.03221623059860466,-0.03707581,0.3577848556266264,-0.10362599073534311,-0.0105697485,0.4987105921835554,-0.02119415274983125,-0.019231973,0.0,-inf,-0.011975989,0.4994804278144397,-0.02397689294471925,-0.0143862385,0.49928566185550627,-0.02881364242829308,-0.030895371,0.0,-inf,1.7959064,0.009860799,0.3532187331434643,-inf
2.91,-0.023045203,-0.0143862385,0.49928566185550627,-0.02881364242829308,-0.030895371,0.0,-inf,-0.0105697485,0.4987105921835554,-0.02119415274983125,-0.015160626,0.4705896847270212,-0.03221623059860466,-0.03337204,0.49989864294056563,-0.06675761438698455,-0.03707581,0.3577848556266264,-0.10362599073534311,-0.011975989,0.4994804278144397,-0.02397689294471925,-0.019231973,0.0,-inf,1.7959065,0.009860799,0.3532187331434643,-inf
3.0100000000000002,-0.021991407,-0.01724116,0.49994692933560325,-0.034485979295643336,-0.029429808,0.0,-inf,-0.008935039,0.4987105921835554,-0.017916280647953784,-0.013408792,0.4705896847270212,-0.028493595674399543,-0.024766142,0.4998015872937748,-0.04955194656914059,-0.0354758,0.3577848556266264,-0.09915400587422643,-0.010492074,0.4994804278144397,-0.021005976849260782,-0.029738812,0.0,-inf,1.7950722,0.009344916,0.3532892596226276,-inf
3.11,-0.021991407,-0.01724116,0.49994692933560325,-0.034485979295643336,-0.029429808,0.0,-inf,-0.008935039,0.4987105921835554,-0.017916280647953784,-0.024766142,0.4998015872937748,-0.04955194656914059,-0.0354758,0.3577848556266264,-0.09915400587422643,-0.013408792,0.4705896847270212,-0.028493595674399543,-0.010492074,0.4994804278144397,-0.021005976849260782,-0.029738812,0.0,-inf,1.7950722,0.009344916,0.3532892596226276,-inf
3.21,-0.0243646,-0.02008667,0.49994692933560325,-0.04017760509320039,-0.034834046,0.49989864294056563,-0.06968221740289311,-0.012275608,0.4987105921835554,-0.024614693268718617,-0.03257173,0.0,-inf,-0.010501447,0.0,-inf,-0.016012305,0.4705896847270212,-0.0340260441601125,-0.038900387,0.3577848556266264,-0.10872563757331617,-0.013773657,0.4994804278144397,-0.02757597017725704,1.7962396,0.010576931,0.35330139157847645,-inf
