step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
1.01,-0.011206491,0.1492938,1.2600190192985512,0.11848535057122857,-0.098653,0.8886020569602093,-0.11102045375732823,-0.14719942,0.9605418781323883,-0.15324623056232844,-0.004315649,0.8585774391616156,-0.005026511252691187,-0.06173028,0.8992695463496841,-0.06864491382934897,-0.18181261,1.0982470855088073,-0.16554800518160934,0.08475719,1.3156006724891023,0.06442470594975924,0.43255547,1.4311975566919444,0.30223323458582435,0.030979842,1.1653431646335017,0.026584308285961967,0.071576186,1.135961778960707,0.06300932553377703,-0.20735459,0.8036226129930656,-0.2580248327314485,0.098781414,1.3175424888315908,0.07497398768339224,0.16766891,1.0697377753398472,0.15673832662513046,0.011492792,1.4206733806341076,0.008089678980607414,-0.004577332,1.6914444404431133,-0.002706167620302658,-0.03285023,1.0422081728589951,-0.031519833662320695,-0.09028058,1.0608419793432542,-0.0851027573364777,1.7466595,0.14919195,1.1423194734488522,-0.0039000463363632045
1.11,-0.023267493,-0.17744353,0.67865658511242,-0.26146292252719366,-0.11733709,0.7079214138046857,-0.1657487546910089,0.101186596,1.1007696723099258,0.09192349535285338,0.37910935,1.3466087412611045,0.2815289558212987,-0.23280896,0.505706307130148,-0.46036396853642,-0.20902348,0.8655546342097815,-0.2414907937472984,0.38683185,1.2716512204831503,0.3041964994666452,-0.21817212,0.6253468723338791,-0.3488817610192781,-0.0034260703,1.0015483880241227,-0.003420773640138954,0.017841429,1.0719505258190272,0.016643891754858264,0.3682394,1.5718657265587734,0.23426899419530495,0.05931471,1.1782206308219054,0.050342616319130964,0.11959369,0.9278420555730771,0.12889444559791147,-0.054511104,0.8499431998010682,-0.0641349960701327,-0.20660913,0.9764227365973295,-0.21159803245231576,-0.022675136,0.9103013351138507,-0.024909483518872517,0.03923328,0.9621441688582199,0.040776922786645034,1.7529633,0.20186119,0.9736737772830864,-0.037260921465177115
1.21,-0.02828242,0.025722472,0.9252641606265998,0.02780013869738808,-0.07745896,1.0235315694351528,-0.07567813745194511,0.008772578,1.0064622739344111,0.008716251286931988,-0.22112635,0.7509156770797534,-0.2944756042917749,-0.040724885,0.8441447440717649,-0.04824395935016841,0.36923072,1.2426361538959776,0.29713501917914314,0.06568462,0.9130704398436866,0.07193817004627731,0.12779485,1.1588644273980462,0.11027592518245619,-0.102904566,1.02250901773922,-0.10063927441917975,-0.0986469,0.6301212710459224,-0.15655224808419382,-0.21878618,0.4999641422833733,-0.4376037429807785,-0.093089804,0.8022853794543768,-0.11603078709550417,-0.14911981,0.6729383397736591,-0.2215950562722598,0.11742958,1.0201019948841785,0.11511552511717958,-0.009826555,0.7952834736785424,-0.012356040634601459,0.032545894,1.1033421730940791,0.029497553141756915,0.4209009,1.5044147994781523,0.2797771673336099,1.7420775,0.17218763,0.9362264728068763,-0.030759947093862525
1.31,-0.03878586,-0.009761817,0.7817670417491801,-0.01248686155935997,0.09927312,0.850420879368953,0.11673410808157125,-0.23706204,0.8683794333335437,-0.27299361073198525,-0.20984022,0.4990940142075188,-0.4204422758432822,0.30293632,1.1916670001867244,0.25421222160975454,0.13221313,1.0773568990685563,0.12271989969861107,-0.20279548,0.7371132121079079,-0.27512120579338023,0.35426384,1.0734910034291336,0.3300110023970519,0.42475563,1.184560293749325,0.35857662553666186,-0.18845867,0.7159771993531583,-0.26321880972699563,-0.030948158,0.6910259681966278,-0.044785810921596204,-0.01217209,0.8132791088414718,-0.014966682111120375,-0.22646354,0.4994804278144397,-0.45339822899455906,0.07565433,0.9522120926343297,0.07945113116565744,-0.05782563,0.6496503625040287,-0.08901038467089478,-0.1174982,0.6711673922138007,-0.17506541292763403,0.061277565,0.8766078963403389,0.06990304886692521,1.7456594,0.19993456,0.8313676602999435,-0.04058124976026909
1.41,-0.04572595,-0.07277997,0.5412126972095004,-0.13447572231062296,-0.20293021,0.7353519003738491,-0.2759634019001044,-0.028091356,0.8512084148993496,-0.033001736903150995,-0.097751595,0.7353163293213789,-0.13293815352926197,-0.18956777,0.499750630335546,-0.3793247332313409,-0.0061448873,0.6652660183501542,-0.009236737083475341,-0.11971176,0.6303549081064764,-0.1899116754176469,-0.014824008,0.7133892976858753,-0.020779688854158,0.15700623,1.0440158695165842,0.15038682697734004,-0.30848753,0.730723180098745,-0.4221674403175814,0.41345924,1.110805584409453,0.37221566689371577,0.2853845,1.0060593074259818,0.28366568837509987,0.10871709,0.7877239795462937,0.1380141955868447,-0.22364642,0.4994804278144397,-0.44775811985020586,0.057789672,0.7636237959723019,0.07567819713177878,0.34289438,1.0610666900549512,0.32316006009621434,-0.13462135,0.6948460869759429,-0.19374269277849737,1.7541338,0.2000538,0.7688350069468719,-0.05271643924206191
1.51,-0.0476667,-0.011464545,0.6175401630251697,-0.01856485660102541,-0.08559091,0.509355677821534,-0.16803760155825867,-0.19932672,0.4994804278144397,-0.3990681370363161,-0.13924034,0.6754637219491669,-0.20614036679361863,-0.061839562,0.6293738249830729,-0.09825569392101802,0.42721674,1.0989540102758506,0.38874851401216654,-0.018194137,0.7941175994859065,-0.022911137031702833,-0.032681026,0.6868902254495851,-0.0475782364544205,-0.14472216,0.6992011238109258,-0.20698216685983267,-0.18472323,0.7133218970194093,-0.25896194829856034,0.060276974,0.7635560539247442,0.07894243478623117,-0.20027716,0.49995739103601927,-0.400588466475954,0.05702281,0.8695819912499182,0.06557496654264477,0.33270866,1.0136523078191588,0.3282275926581616,0.023260921,0.7838700341929606,0.029674461613781886,-0.03415774,0.4962374047260338,-0.06883346859697086,-0.022463106,0.623684788272653,-0.03601676045549732,1.7507696,0.16557525,0.7043669789915616,-0.061221815910011135
1.61,-0.04086821,-0.026299497,0.6205169636210963,-0.04238320409349993,-0.012902647,0.6190738236440674,-0.02084185563024143,-0.16771625,0.4995373047013599,-0.33574319324126684,-0.03685564,0.4990901041366885,-0.07384566723925187,-0.123186044,0.712635540230213,-0.17285981043714907,0.022484107,0.7422973487464298,0.030289892562571846,-0.07886775,0.5148313515515416,-0.15319142500165242,0.049671676,0.8501507043379019,0.058426906848918936,-0.052941617,0.6501358811416871,-0.08143161785137025,-0.1484208,0.5597520814299544,-0.2651545223720166,0.087494284,0.815612035707399,0.1072743903768907,-0.13079722,0.49981288245822403,-0.2616923789826344,-0.10595918,0.49208606373228264,-0.21532651466199326,0.43160832,1.099134912308292,0.3926800199405108,-0.018487986,0.7450109544926501,-0.024815723937638333,-0.20931076,0.7618300437819061,-0.27474730990466106,0.3356164,1.0984446237386032,0.3055378509990883,1.7458003,0.16388689,0.6929383893976645,-0.06046024486031734
1.71,-0.07245504,-0.17385562,0.35957958943060636,-0.4834969023622912,0.39451924,1.0363603814680522,0.38067765491500466,-0.20548637,0.5161155370577188,-0.39814025612301546,-0.121817805,0.4720227392889364,-0.2580761364516002,-0.1595058,0.49888765156985887,-0.31972288532459675,0.1584913,0.687012877006055,0.23069625601054194,0.1265235,0.597262590913345,0.2118389744232548,0.34519282,0.8390369973630917,0.4114154929027211,-0.018146642,0.4947972154906758,-0.03667490637442813,-0.18140467,0.49950347859147853,-0.36316997355859887,-0.1091091,0.5020854414851411,-0.2173118251684778,-0.075160354,0.5037581669902016,-0.14919927715494716,-0.03182568,0.512043248924828,-0.06215428160124903,-0.07452275,0.49803330564319,-0.14963406612590407,0.086027905,0.8481667975712687,0.10142805117024689,-0.11462715,0.4998321820978298,-0.2293312771503682,-0.18392122,0.4992653974116228,-0.3683836670274205,1.7592894,0.17717431,0.5802213881355236,-0.09995523676477223
1.81,-0.057023805,-0.15343964,0.49614110895994096,-0.30926613059840047,-0.14077972,0.5288917412126063,-0.26617870499150875,-0.12894227,0.40252007074704804,-0.320337482469627,-0.12006535,0.5393686660213635,-0.22260348797393992,0.0034558878,0.7065530076689392,0.0048911939287581314,0.016414367,0.4870860925981128,0.033699107636081756,-0.12697166,0.4922694303819144,-0.2579312348240221,0.14792623,0.8997374118085453,0.16441044277678102,0.3857705,0.8683612466226092,0.4442511698981019,-0.09135984,0.4993395003115812,-0.18296136954184142,-0.11073796,0.4879540691025324,-0.2269434032264787,0.0384291,0.5558870538757552,0.06913112978344806,-0.045976173,0.5489270811816993,-0.08375643087909435,-0.15806971,0.4994804278144397,-0.3164682860457456,0.023183707,0.6698290541387782,0.03461137883552208,0.072002076,0.49998374063053397,0.14400883421077365,-0.04926583,0.5975352111760744,-0.0824484160723225,1.750627,0.13450056,0.5752861714266162,-0.08081715820903025
1.9100000000000001,-0.058429655,0.03539211,0.5975486595322003,0.05922883222995388,-0.11769134,0.5595573915510067,-0.21032934215391946,-0.10788754,0.357879629740558,-0.30146319410668876,-0.013402062,0.30253100858695325,-0.0442997945880187,-0.06825582,0.4956854908334293,-0.1376998533193301,-0.11987322,0.48932272417604084,-0.2449778281607613,-0.053560726,0.3261231400536287,-0.1642346701794228,-0.051753517,0.49748299232590715,-0.10403072675574307,-0.12963426,0.393017569476678,-0.32984342482169676,-0.0040936833,0.4999977454881582,-0.008187403566705066,0.1014302,0.7112664760833313,0.14260506216865051,-0.10873682,0.48047057809656063,-0.2263131718694283,-0.10425173,0.0,-inf,-0.078842826,0.4952476574983164,-0.15919878669568197,-0.077536225,0.6246162322632588,-0.12413418242103781,0.08446773,0.7546894613467346,0.11192382528503014,0.089310504,0.6376837583668634,0.1400545385142406,1.7411585,0.07582015,0.48371297149527204,-inf
2.0100000000000002,-0.057097606,0.027058255,0.4546577411050836,0.0595134592047843,-0.13432662,0.0,-inf,-0.016349232,0.4997439344304241,-0.03271521813048643,-0.014867566,0.5185870911144642,-0.028669370775625293,-0.06632164,0.4958738360465056,-0.13374700656826216,0.33436146,0.8035777186385114,0.416091009033544,-0.15548936,0.4994804278144397,-0.3113021985787683,-0.05522215,0.49867593279645384,-0.11073754778714208,0.12043829,0.8021061840492082,0.15015255463381078,-0.12703753,0.4404310985122144,-0.28843904439567825,-0.11333809,0.4105860508208932,-0.2760397978761693,-0.16271846,0.4521844420203528,-0.35984975342533915,-0.08304898,0.49359276825426596,-0.16825403915767406,-0.08827638,0.4758290479916054,-0.18552120595202315,-0.13490324,0.4842587927562388,-0.27857674293491125,0.27964866,0.7516219870922585,0.37206024626197987,-0.06410018,0.4733071415867378,-0.1354304169838861,1.7592592,0.14052498,0.5032067173546857,-inf
2.11,-0.06894579,-0.08906829,0.3986820504716427,-0.2234068312483694,-0.12079069,0.49746961648114946,-0.2428101861537842,-0.023944845,0.49281652729751896,-0.048587748374450526,-0.015125147,0.46384863431463885,-0.03260793704687439,-0.1280419,0.4999983478802478,-0.25608463265253906,-0.10844824,0.0,-inf,0.014664573,0.4798383639168709,0.03056148437965615,-0.017071636,0.5203425665659945,-0.03280845637198334,-0.11335151,0.0,-inf,-0.050047588,0.49996093597400193,-0.10010299605874227,-0.14492942,0.0,-inf,0.067070805,0.6504300986388933,0.10311762121202063,-0.07903987,0.49255938331712856,-0.1604677006869009,-0.019553749,0.49942181807252267,-0.039152772632608725,-0.19021098,0.6230739553585544,-0.30527834059072334,0.32390782,0.7392855382318348,0.43813628918702574,-0.12780541,0.0,-inf,1.7601665,0.11302764,0.4033957550894705,-inf
2.21,-0.05409832,-0.093113594,0.0,-inf,0.061052438,0.4946622995909432,0.1234224599735645,-0.09226741,0.0,-inf,-0.043976407,0.3535859318141169,-0.12437261650228784,-0.10961557,0.0,-inf,-0.08214825,0.4994804278144397,-0.1644673983054089,-0.06567839,0.34167630464692383,-0.192224005548746,0.068767495,0.6518554628512919,0.10549500521566643,-0.07731558,0.0,-inf,-0.08201966,0.0,-inf,-0.08278154,0.0,-inf,-0.0443497,0.0,-inf,-0.16257042,0.48887343350851714,-0.3325409109687392,0.435825,0.7713859967540387,0.5649895021512654,-0.070089914,0.0,-inf,-0.044523302,0.0,-inf,-0.09060252,0.0,-inf,1.763125,0.1292913,0.21185410923413361,-inf
2.31,-0.06724723,0.09589071,0.3960506670643353,0.24211727499025287,-0.116316035,0.0,-inf,0.1869262,0.8091124601824705,0.23102622958464022,-0.13340762,0.0,-inf,-0.16569212,0.0,-inf,-0.11469303,0.0,-inf,0.022116143,0.4897006920063309,0.04516257301131185,0.3847813,0.7732696818516512,0.49760298386481255,-0.124136,0.0,-inf,-0.08314136,0.0,-inf,-0.099849395,0.40186284973856445,-0.24846634994722164,-0.1263247,0.0,-inf,-0.1054552,0.0,-inf,-0.111887045,0.4994804278144397,-0.22400686588305363,0.03439494,0.5246465744487886,0.06555830186230018,-0.118542716,0.06593741864865287,-1.7978064403575003,-0.094800435,0.0,-inf,1.7684889,0.14023362,0.23294475127971961,-inf
2.41,-0.053107087,-0.051297676,0.37457819557963656,-0.1369478427296733,-0.11542475,0.0,-inf,-0.06154971,0.0,-inf,-0.036850575,0.538748023761179,-0.06840039078085046,-0.100654796,0.0,-inf,0.2720642,0.6358729884567506,0.4278593585877405,-0.105693854,0.0,-inf,-0.055890962,0.48688233295492184,-0.1147935726940279,-0.107420586,0.0,-inf,-0.09909951,0.0,-inf,0.11377499,0.794574791762475,0.14318978364920076,-0.034150343,0.0,-inf,-0.1415917,0.4729127650917695,-0.29940341725352576,0.33145547,0.6183964358929294,0.5359918814099678,-0.09466171,0.0,-inf,-0.08113055,0.0,-inf,-0.101839066,0.0,-inf,1.7415656,0.13236538,0.2307038549117448,-inf
2.5100000000000002,-0.0519014,0.016333947,0.31885878956748426,0.05122627160549788,-0.084544726,0.0,-inf,-0.09980063,0.0,-inf,-0.028133957,0.0,-inf,-0.07988294,0.0,-inf,-0.0748098,0.0,-inf,-0.09460441,0.0,-inf,0.16519418,0.760135594778313,0.21732199455309734,-0.07253145,0.0,-inf,-0.07594071,0.0,-inf,0.3877431,0.7093837150962162,0.5465914671725958,-0.051268496,0.0,-inf,-0.1326984,0.0,-inf,-0.09656213,0.0,-inf,-0.031420235,0.40450813128219143,-0.07767516190879621,-0.07657839,0.0,-inf,-0.022110138,0.42782833979865376,-0.05167992868090575,1.7650919,0.121911295,0.15415968061899168,-inf
2.61,-0.04314487,-0.010195702,0.34317429251230686,-0.029709982760469142,-0.06352337,0.0,-inf,-0.072835386,0.0,-inf,-0.062271684,0.0,-inf,-0.023077738,0.0,-inf,-0.13477786,0.4140116665773407,-0.3255412099073362,0.033446964,0.49553562491061676,0.06749658792446837,-0.06305621,0.0,-inf,-0.009632063,0.4614154155177793,-0.02087503532460691,-0.061851915,0.0,-inf,-0.06511171,0.0,-inf,-0.07518155,0.0,-inf,-0.078165,0.0,-inf,-0.033286408,0.0,-inf,0.2646389,0.5241513820397696,0.5048902088686216,-0.060579065,0.0,-inf,-0.03261587,0.0,-inf,1.7569108,0.08233357,0.13166402244457726,-inf
2.71,-0.07322679,0.06974746,0.0,inf,-0.08967852,0.0,-inf,-0.13661218,0.36247039402153824,-0.3768919590354847,-0.108656734,0.0,-inf,0.20963049,0.7936032347356111,0.26415024558109773,-0.090482116,0.0,-inf,-0.06573654,0.0,-inf,-0.08843606,0.0,-inf,-0.14543316,0.0,-inf,0.4697936,0.49507575177946256,0.9489327365245817,-0.1060725,0.0,-inf,-0.098046765,0.0,-inf,-0.085156135,0.0,-inf,-0.09333632,0.0,-inf,-0.090389475,0.0,-inf,-0.09404775,0.0,-inf,0.0030890452,0.0,inf,1.7614743,0.15072724,0.09712643414921246,
2.81,-0.069053814,0.092052616,0.0,inf,-0.11131077,0.0,-inf,-0.030273112,0.34131229517882394,-0.0886962232674269,-0.09286428,0.0,-inf,-0.10394027,0.0,-inf,-0.095026895,0.0,-inf,-0.07719711,0.0,-inf,0.37001404,0.5616944773371518,0.6587460916766656,-0.11048955,0.0,-inf,0.16090156,0.49932739396600656,0.32223659932101906,-0.095304996,0.4,-0.23826248943805695,-0.13561724,0.0,-inf,-0.086375915,0.0,-inf,-0.07050367,0.0,-inf,-0.10534237,0.0,-inf,-0.06428087,0.0,-inf,-0.10296387,0.0,-inf,1.7696373,0.12635921,0.10601965685188132,
