step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,silhouette_clsuter_19,std_year_cluster_19,silhouette_by_std_year_cluster_19,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21215977,0.11409001,3.744959038500228,0.030464955517774252,0.4300739,3.4515670556035527,0.12460250088768804,0.2299852,3.226132961348233,0.07128819861880291,0.10248636,3.4968323175854374,0.029308341889159897,0.18752658,3.3475496602636374,0.05601905952212255,0.42981023,3.5630237806585656,0.1206307486064966,0.3176237,3.6179790986712725,0.08779036473386737,0.062163714,3.8657319199883236,0.016080710097366325,0.2749591,3.657716348883397,0.07517233736721106,0.4073317,2.505008839699782,0.1626068932923212,0.10094568,3.579922728310196,0.02819772631829696,0.0599895,3.524443483701518,0.017020985318178784,0.21737379,3.197601771565991,0.06798025641896131,0.3221729,3.528707901101869,0.09130053237743216,0.13225418,3.5480077644100376,0.03727561833968538,0.29765528,3.4838021763082456,0.08543977796126682,0.14682575,3.776446598727894,0.03887933851659613,0.13756458,3.2545870434428323,0.042267907656673105,0.07241886,3.349034170693438,0.021623804774778443,1.7400936,0.122213684,3.4588976136560237,0.0633657925376147
0.11,0.21318723,0.13906325,3.6242678764072824,0.03837002637250122,0.055916272,3.8658000991074073,0.01446434649238517,0.10044885,3.4758952341845446,0.028898698047377196,0.16648951,3.3364791398027926,0.04989976102117256,0.07959693,3.2462467002077324,0.02451967968024554,0.112081066,3.7161561264550933,0.030160483564203755,0.41777962,2.4811463900683113,0.16838169087259108,0.30251226,3.485092157596234,0.08680179593870359,0.08892256,3.566100855580898,0.02493551467447528,0.3247295,3.516821318829515,0.09233608214964936,0.21604756,3.2733875685912066,0.06600121454643033,0.09409366,3.5287571752200004,0.02666481521902023,0.41081223,3.5868076034418728,0.11453422495365052,0.12969561,3.6817873755283768,0.035226262677189216,0.4354761,3.447570181144366,0.1263139172238054,0.28035143,3.610337842452527,0.07765240883585675,0.17313462,3.3857692124127747,0.05113597947648024,0.29022977,3.6106418672969425,0.08038176541121078,0.23428048,3.2912222382591887,0.07118342821433546,1.7449989,0.119875886,3.4594887875045828,0.06357168923006756
0.21,0.2087636,0.17150196,3.1943131286140947,0.053689778498666525,0.06951254,3.3770960244896373,0.020583524456457808,0.092015006,3.4506359038799603,0.02666610103507957,0.1380445,3.256459458651398,0.04239097954825612,0.4129898,3.639415223480959,0.11347696534966094,0.40968633,2.438210330244803,0.16802747568519127,0.2502995,3.3326319665370403,0.07510565698620607,0.42274797,3.4712200857332536,0.1217865647196726,0.20605636,3.287249778366698,0.06268351063132015,0.17496644,3.6976399665941946,0.04731840881899503,0.30593234,3.5151871330683253,0.08703159502609262,0.29436073,3.635307045672149,0.08097272757804598,0.1115223,3.7062258111769424,0.030090530829286467,0.19329172,3.7469313331660676,0.051586673611350393,0.1391207,3.502847621296063,0.03971645729872876,0.13429312,3.528710573554788,0.03805727936038084,0.09269502,3.6451152566654184,0.02542992844182808,0.17779146,3.2515785880180914,0.05467850661942679,0.11323484,3.4183112893658354,0.033125959208492414,1.7490762,0.11012009,3.426057185188196,0.06170624335279676
0.31,0.16926712,0.029974664,1.7091397335773144,0.01753786600431402,0.04945651,2.1350682703957693,0.023163901304039936,-0.07133794,2.029043594702809,-0.03515840590855545,0.11603824,3.1493553115497925,0.03684507748833258,0.1778574,3.4682634034226822,0.051281398872789326,0.41382566,2.352473393741603,0.1759108783312513,0.18682893,2.8937533918512846,0.06456283618767904,-0.03032041,2.282217587841367,-0.013285503471232045,0.068222865,2.142206522705302,0.031847006691095026,0.4599586,3.4938058329487296,0.13164973524892604,0.18142767,3.042528393491166,0.05963056019247154,0.29005468,3.292605992272923,0.08809273857778019,-0.032574307,2.0000394517002733,-0.016286832315131814,0.12938319,3.0867546833641826,0.041915605462148266,0.19729263,3.214356072823043,0.06137858452340311,0.15733512,2.8113856840423974,0.055963547923126036,0.43286327,3.4106010905569653,0.12691700195441702,0.24310915,2.84428644793802,0.08547280879436173,0.20432681,3.2181401393225015,0.06349220344879762,1.7573189,0.14927395,2.7671592104341123,0.055312158384737554
0.41000000000000003,0.11127847,-0.01676466,1.9990622801703801,-0.008386261699224353,-0.11162298,1.9711792327799107,-0.056627515078729714,0.016652795,1.6738650676243454,0.009948707859985566,0.47738627,3.351439896112816,0.1424421385407559,0.054889362,1.5260827201796094,0.03596748824922325,0.06984233,2.0014104106229,0.03489655631884819,0.42139983,2.189122198507886,0.1924971717243918,0.016615208,1.488189627888369,0.011164711759172127,0.111020476,2.1350046269864755,0.052000110080649066,0.2948437,3.075747713971352,0.09586082179922358,-0.1301135,1.7266240286032615,-0.07535716822016905,0.19433475,3.2849668581807117,0.059158814623393625,0.19339338,2.270353191915759,0.08518206776746311,0.12648132,2.505676753663273,0.05047790951062065,0.182058,2.458036278016533,0.07406644407703698,-0.019191446,2.009206958565889,-0.0095517516007803,-0.07179321,1.5659266267211716,-0.0458471120303997,0.16735773,2.196321951586105,0.07619908718955638,0.1988652,2.4041655786024876,0.08271693381664366,1.7524412,0.1607722,2.2017043158262757,0.0424636397204032
0.51,0.07725389,0.015659008,1.5867645420849752,0.00986851404844165,0.12867075,2.0623737812299354,0.062389637232372695,-0.13194382,1.4996142754744006,-0.08798517329751561,-0.04220157,1.9084252535949293,-0.022113295287315874,0.11400642,1.694690237182005,0.06727272038201706,0.03250667,1.5321779956670787,0.02121598854360189,0.026940245,1.2935197560822176,0.020827084437363433,-0.13098674,1.594052854870784,-0.08217214054382267,-0.005863833,1.5536424809709877,-0.0037742484820823437,0.38170382,2.9103227369978937,0.13115515298437214,0.4274879,2.182073878215308,0.19590899926059835,0.45300874,3.04739102146529,0.14865461568582802,-0.012681138,1.3625982332655082,-0.0093065860947314,-0.092329174,2.037394169030627,-0.04531728601348455,0.056424093,1.5723191851993976,0.03588590219628105,0.032180578,1.6813009562198602,0.019140283836457654,0.20790225,2.401975022700032,0.08655471048171114,0.16957249,2.0414843309011794,0.08306333039481763,0.04277824,2.2026893111197436,0.019420913534278793,1.7471229,0.16874988,1.9034110538037974,0.034246795963115216
0.61,0.048717067,0.038466815,1.463205540877594,0.02628941309389357,-0.015600487,1.314596236608839,-0.011867131689618175,0.11810975,2.20422573959908,0.053583326628302175,-0.07439626,1.2113359826816252,-0.061416701184773805,-0.2393077,1.04577854322585,-0.22883210134480192,0.07061756,1.802753527416392,0.039172052916832,0.024270035,1.389851267451914,0.01746232557025787,0.4302068,1.900858724074172,0.22632234580039143,0.011040357,2.018884608324209,0.005468542826073305,-0.094390534,1.6990608357078438,-0.0555545345291737,0.46871215,2.780427125461122,0.16857559284990564,0.113622434,1.876592656918384,0.06054720187590319,0.076567575,1.5838244426329284,0.048343473730092026,0.3148823,2.222452884416627,0.14168233236915564,-0.007792448,1.4553791054736112,-0.005354239407450757,0.007857331,1.1918301773313316,0.006592659947886106,-0.07490181,1.5151503314389316,-0.04943523439513191,-0.042449318,1.216741132852424,-0.034887715000650715,0.14556451,1.6403403904105138,0.088740429894501,1.7446711,0.1715971,1.659646802784389,0.022917475786925944
0.71,0.014007353,0.0038095396,1.5533688083332857,0.00245243729677712,0.16147433,1.846455621564339,0.08745096839998723,0.08592091,2.0038543107634927,0.04287782155394009,0.43672946,1.843826288858086,0.23686041553575002,-0.013916943,1.1209431251181485,-0.012415387462961117,-0.004386721,1.7163074016442321,-0.0025559064621447016,-0.19165692,1.0852979320601603,-0.17659382891275882,-0.058418658,1.3705812194225164,-0.04262327310693505,0.0002095983,1.3154003482372725,0.0001593418365335276,0.117267355,1.5502615284595092,0.0756435950773842,-0.08541464,1.063677969574916,-0.08030122184403654,0.069039956,1.7254626818834842,0.0400124305556373,-0.01625407,1.1694139978789853,-0.013899328478268006,-0.07750723,1.5747400084403853,-0.04921906298423715,0.04980673,1.5912089810853232,0.03130118642562692,-0.0040938663,1.2615039859834944,-0.0032452266303768258,0.019509759,1.8336488198582839,0.010639855674095769,0.0051887315,1.2727543349023214,0.004076773760949521,-0.0911516,1.482770698834832,-0.06147383586543055,1.745614,0.12548399,1.4937620033106875,0.004691987072080681
0.81,0.008752104,0.1349782,1.3919464044636949,0.09697083489187745,0.30294675,1.8161121032270018,0.1668105982064855,0.03804052,1.347086888824883,0.02823909806877075,0.42113727,1.635700613870524,0.25746598719865166,-0.24871828,1.019414681057612,-0.24398145449688197,0.12087512,1.6428706128746746,0.07357555684282287,0.039457146,1.4063156238313756,0.02805710568076521,0.100571044,1.7457683084433504,0.05760847146954051,0.15468208,1.335614047321276,0.11581346065373783,-0.07909986,1.0052913683777638,-0.07868351286521692,-0.055805393,0.9597847555365788,-0.05814365381553117,0.0022174695,0.9006298541948086,0.002462131911100762,-0.17197089,1.1618346881074153,-0.14801665911044237,0.011335566,1.4542258171524556,0.007794914362594661,-0.108737916,1.1251443931700686,-0.0966435209688524,-0.023541175,1.0821437117565609,-0.021754203783888936,-0.065654315,1.3764650376961993,-0.047697771651579915,0.13716622,1.6389576871336915,0.0836911276272023,-0.06737769,1.165348235938663,-0.057817641476307746,1.741235,0.15530337,1.3268765701567682,0.00872372993393937
0.91,0.0027052949,0.12496787,1.2481776518478132,0.10012026165623342,0.1735598,1.4706578348209287,0.11801507847779935,0.006545553,0.8802496673179249,0.007436018696631836,-0.12506458,1.0665466726905626,-0.11726123650746145,-0.25118172,1.2774758097296577,-0.19662346619344012,-0.03229925,0.9887005569110541,-0.03266838492052079,0.32547587,1.8939046966518667,0.17185440858684664,-0.20206891,1.1153182589850708,-0.18117600817060886,0.40637404,1.488258136447355,0.27305346251009893,0.015138937,1.0579367777502229,0.014309869435266964,-0.013152935,1.1228249138790771,-0.0117141456769102,-0.03647908,0.8206341777468207,-0.044452301917769305,0.09511684,1.252601971278238,0.07593540565465065,-0.09833215,1.0016345020670974,-0.09817168994045362,-0.021283738,1.1370262118629246,-0.018718775427554808,0.107963845,1.3979270770518413,0.07723138560379832,-0.2049777,0.8152539425008059,-0.2514280463899898,0.022957508,1.1893026490155323,0.019303335059345565,0.110858865,1.5371087419043508,0.07212168017788967,1.7368058,0.16483827,1.1979758026557443,-0.0012017446992709352
