step,Silhouette Score,silhouette_clsuter_1,std_year_cluster_1,silhouette_by_std_year_cluster_1,silhouette_clsuter_2,std_year_cluster_2,silhouette_by_std_year_cluster_2,silhouette_clsuter_3,std_year_cluster_3,silhouette_by_std_year_cluster_3,silhouette_clsuter_4,std_year_cluster_4,silhouette_by_std_year_cluster_4,silhouette_clsuter_5,std_year_cluster_5,silhouette_by_std_year_cluster_5,silhouette_clsuter_6,std_year_cluster_6,silhouette_by_std_year_cluster_6,silhouette_clsuter_7,std_year_cluster_7,silhouette_by_std_year_cluster_7,silhouette_clsuter_8,std_year_cluster_8,silhouette_by_std_year_cluster_8,silhouette_clsuter_9,std_year_cluster_9,silhouette_by_std_year_cluster_9,silhouette_clsuter_10,std_year_cluster_10,silhouette_by_std_year_cluster_10,silhouette_clsuter_11,std_year_cluster_11,silhouette_by_std_year_cluster_11,silhouette_clsuter_12,std_year_cluster_12,silhouette_by_std_year_cluster_12,silhouette_clsuter_13,std_year_cluster_13,silhouette_by_std_year_cluster_13,silhouette_clsuter_14,std_year_cluster_14,silhouette_by_std_year_cluster_14,silhouette_clsuter_15,std_year_cluster_15,silhouette_by_std_year_cluster_15,silhouette_clsuter_16,std_year_cluster_16,silhouette_by_std_year_cluster_16,silhouette_clsuter_17,std_year_cluster_17,silhouette_by_std_year_cluster_17,silhouette_clsuter_18,std_year_cluster_18,silhouette_by_std_year_cluster_18,std_tfidf,avg_std,avg_std_year,avg_silhouette_by_std_year
0.01,0.21142861,0.11575595,3.6899366083216925,0.03137071586368996,0.46117133,3.610167516338987,0.1277423629053979,0.20772196,3.292436545828104,0.06309065053600685,0.27146226,3.6514683835775212,0.074343314294515,0.14449249,3.3882070909327027,0.0426457085419649,0.34158307,3.502989445972361,0.09751187618676194,0.41404176,2.505008839699782,0.1652855475085828,0.067223765,3.9115320909620017,0.017186044596521375,0.18004301,3.4803048064117736,0.0517319665714535,0.12830397,3.397458123646391,0.03776469648702019,0.11664462,3.692317567491235,0.03159116700101193,0.30592695,3.461804613637669,0.08837210152779634,0.26584542,3.5998281318359084,0.07384947509724542,0.43223676,3.4515670556035527,0.1252291361840973,0.29200873,3.245199119993832,0.08998175982171479,0.09379904,3.3015448177447615,0.028410651649297236,0.093603395,3.470593812478059,0.02697042638324766,0.054402124,3.68587304136438,0.014759630493552915,1.739704,0.12758337,3.46323542288004,0.06599095731388212
0.11,0.2102801,0.09080473,3.627916830243651,0.025029441849104734,0.1992602,3.3886170126266633,0.05880281078916797,0.42160615,3.6004846118061766,0.11709705739812692,0.18017226,3.3789512248650744,0.053321948908319254,0.31344345,3.6669215915953988,0.08547863495042848,0.4224116,3.480568564928208,0.12136281269416778,0.14439435,3.241082858033521,0.04455126862129074,0.061507095,3.511448096975631,0.017516162264917423,0.30234286,3.5018099866626975,0.08633902554459624,0.41686663,2.4397672020092407,0.1708632815345969,0.17666583,3.356871624835264,0.05262811551234704,0.17549706,3.6780504065119377,0.04771469546556399,0.13403991,3.4981431724077425,0.038317445010485,0.18680869,3.719807330250341,0.050219990941348484,0.11303613,3.664866799801938,0.030843176443697943,0.25218076,3.3234787488757824,0.07587855202134246,0.1299475,3.6591102523998744,0.0355134143212861,0.104567856,3.498206913921074,0.02989184407029092,1.7494887,0.11320676,3.4575612904861237,0.06340942657450435
0.21,0.21269524,0.11036143,3.656134024995313,0.030185279400103994,0.14379567,3.65304639872456,0.03936322000427707,0.29082265,3.5540602749298755,0.0818282844030488,0.18429177,3.329842462730806,0.05534549071209381,0.43498772,3.446858750876196,0.1261983026478203,0.10749574,3.579109386350069,0.030034214787064865,0.36103785,3.3781990463624525,0.10687287676808122,0.051560182,3.8659078051971214,0.013337147371973414,0.21068358,3.3014065624701936,0.06381630987478809,0.15653276,3.2156751679192865,0.04867803999497235,0.113987796,3.4606545554648918,0.03293821853111085,0.41030788,3.6149098935788992,0.11350431858485083,0.06930983,3.333370174464712,0.020792719391484468,0.22244275,3.1825064310616638,0.06989545849502309,0.40460914,2.477338546588364,0.1633241222888897,0.29610282,3.65852180074534,0.08093509836858445,0.062221628,3.6252526988861487,0.017163390486286626,0.31325588,3.5754757480899078,0.08761236220664252,1.7344743,0.124497116,3.439348318301989,0.06565693635094981
0.31,0.1861216,0.20805699,3.234244812343809,0.06432938704512102,0.17735276,3.5379612205235063,0.05012851899930745,0.4502326,3.4974367467272525,0.12873216238338403,0.26570743,3.345312060052551,0.07942680038631444,0.010640206,1.8343880568938449,0.00580041162797987,0.13160038,2.999008110241368,0.04388130178589484,0.4099234,2.356372261416901,0.1739637709912166,-0.049634606,2.1672975332234463,-0.022901611285604754,0.4399057,3.4257459956891925,0.12841165212521227,0.17801493,2.811715479113798,0.06331185903598784,0.09592181,2.4046384372816147,0.03989032425994886,0.16210042,3.0311646502331038,0.0534779327773094,0.152475,3.398159517944026,0.044869876950345965,0.12960945,2.744733984510486,0.04722113378904159,0.17996857,3.0331011213910584,0.05933483866831981,0.26307762,3.2968450844805104,0.07979677842007034,-0.09616058,1.9310978351267463,-0.04979581119553122,0.2874767,3.1173886900574272,0.09221714620967993,1.7454647,0.14708087,2.8981450887361464,0.06011647072077767
0.41000000000000003,0.13546161,-0.04423391,1.9581075163850188,-0.022590133774209067,0.02281323,1.7068321332067602,0.013365831536159289,0.038361847,1.5172101854032254,0.025284464716712897,0.40899926,2.190274468210263,0.18673425188326742,0.4790098,3.263209675306207,0.14679099867062154,0.16250536,2.213624756734839,0.07341142981128629,0.16588184,2.422028828527135,0.06848879766459114,-0.031478584,1.9857704450662146,-0.015852075898764816,0.10439729,1.988417156070523,0.05250271007580983,0.46144092,3.382949639146788,0.1364019480189935,0.19311157,2.7385203753552414,0.07051675438576784,-0.098844364,1.9928955347877293,-0.049598367079485346,0.13833416,2.525774182452633,0.05476901143568359,0.003566298,1.7851215506562248,0.0019977899734675924,0.30056444,3.0469359918786645,0.09864481528517736,0.18529831,3.2125378294357176,0.057679728167644044,-0.14507267,1.6259028184397775,-0.08922591630047702,0.13875465,2.366241964128395,0.05863924867106399,1.7502334,0.1776353,2.3290197250661864,0.048220071513517225
0.51,0.07455638,-0.027955398,1.534228144703388,-0.01822114791729914,0.1252024,1.9896274008312282,0.06292756242711016,-0.12094126,1.5319425034991754,-0.07894634341084973,-0.0044281464,1.9005235600309245,-0.002329961332831948,0.12072757,1.6933107602488318,0.07129675881058092,0.010869355,1.4188512677672964,0.007660672536914233,0.0014718977,1.3622353508753855,0.001080501766930071,-0.11756942,1.662520554982383,-0.0707175718273415,0.014944077,1.4875041221417624,0.010046410168308584,0.36434135,2.8783944933557253,0.12657797576067895,0.43486986,2.186569042143805,0.1988822887641151,0.4725049,3.0901562129705913,0.15290648149877595,0.07622589,2.186253365015516,0.03486599171399639,-0.094158,2.05188823641956,-0.04588846486510837,0.0077720853,1.2510782176161963,0.0062123096281569735,-0.0051529994,1.6829992550620463,-0.003061795427386745,0.20975417,2.3923076725204058,0.08767859226329719,0.16474274,2.0333534877732578,0.08102021561873646,1.7454715,0.17363319,1.9074302026643042,0.03455502645426575
0.61,0.054059774,0.005434376,1.4369487528599225,0.0037818858722739046,-0.0005167293,1.3295246143315207,-0.00038865719925666205,-0.2655621,1.0274713311806092,-0.25846179765648275,-0.108034685,1.6822132058218038,-0.0642217555302803,0.122133456,1.6767219651164316,0.0728406132391055,-0.04745602,1.887546565205241,-0.02514164127205509,0.118694164,1.7232985883738658,0.06887614523661416,0.056933954,1.6969384196251789,0.033550984349023406,-0.011566608,1.2919325455330142,-0.008952950564548392,0.42334098,1.916070174251947,0.22094231303586118,0.4746678,2.733491933296737,0.17364887079780228,0.13212575,1.8771786334625074,0.0703852834401538,0.11070945,1.6461999483997445,0.06725152144889378,-0.07476377,1.0223593787396472,-0.07312865610272337,0.3598447,2.3186508470426044,0.15519573154454352,0.18926595,2.185946577890561,0.08658306357005566,-0.09382523,1.503485130642726,-0.06240515892044621,0.00036267962,1.1632903098322938,0.0003117705195049876,1.7416663,0.18606825,1.6732927178670198,0.02559264254489108
0.71,0.034968145,-0.027251681,1.6071169352137367,-0.016956875206653434,0.12609774,1.5911414495364875,0.07924986102245131,-0.02305738,1.156466398154393,-0.01993778697588448,0.054999255,1.7540515686803562,0.03135555169868537,0.059452705,1.7440906506384226,0.03408808198330457,0.06768342,1.5179320297888255,0.04458923044450165,-0.053109936,1.4426033884921912,-0.03681534151369188,-0.009350224,1.2800187388399067,-0.00730475587142633,0.0016309011,1.2713904607393351,0.001282769673482231,0.41832712,1.7837424181781434,0.2345221589527359,-0.073153436,1.4896900503115382,-0.0491064810217608,-0.25088096,1.0464936381626766,-0.2397348129991986,-0.05412948,1.1173019537689113,-0.048446600431532275,0.4791751,2.594807120530715,0.1846669399811842,0.12875004,1.5198019801980198,0.08471501077425209,0.24561924,1.912595265525459,0.12842196247697113,0.008058452,1.720379112253813,0.00468411409439313,-0.09139558,1.6601053324508463,-0.05505408451615536,1.7420592,0.17256089,1.5672071384146546,0.01967883014253658
0.81,0.006088294,0.04215892,1.3559042939284576,0.03109284372552678,0.14535327,1.561349534808237,0.09309463980793431,-0.24647921,1.0872529319851125,-0.226699055929644,0.010876418,1.3484222374645718,0.00806603287098528,-0.058878686,1.110435481280088,-0.05302305921563698,0.4222279,1.6424563168240995,0.25707100089932655,-0.0127759725,1.6164860219255077,-0.007903546527624134,0.13006316,1.6570081229780955,0.07849277227450772,0.3074044,1.875024723146351,0.16394685100595235,0.13655256,1.2672022458338206,0.10775908723185167,0.00039077853,1.2018500412545914,0.0003251474935412892,-0.019952072,1.391321314434592,-0.014340376750958112,-0.015333044,1.1808365697640948,-0.012984899634129618,0.014780005,1.114257402958384,0.013264444463976285,-0.10188432,0.9604893253027837,-0.10607543227634061,0.10633719,1.7449747573138887,0.06093909910654905,-0.18694401,1.1366284181699746,-0.16447240354462,-0.071107626,1.3665704492997819,-0.05203363353696006,1.7408605,0.15600923,1.3676927882595795,0.009806639525790988
0.91,0.0024077815,-0.15909766,1.0665991605670029,-0.14916349317493532,0.16600543,1.6096368143975854,0.10313222903507693,0.031649906,1.2450354929417906,0.02542088668770933,-0.0020555393,1.1231914583926232,-0.0018300880660569606,0.34527525,1.8131283059343615,0.19043067825227558,0.015301471,0.9412698278861852,0.01625620007297445,-0.23633914,0.8138809216960322,-0.29038539994968704,-0.04360986,1.4485012146828395,-0.030106886236918422,0.40170553,1.4636314316247188,0.27445812148223014,-0.1092274,0.9594100368002281,-0.113848503098929,0.23274139,1.495549765649397,0.15562262857716247,0.092985615,1.1660661542738693,0.07974300153848736,0.07465437,1.3589860969820255,0.054933873651930636,-0.25637707,1.262641000079582,-0.20304827035241027,0.042031277,1.4024311093700559,0.029970297072190143,-0.010695275,1.0426484974291865,-0.010257795360221924,-0.08257575,0.8955938126021941,-0.09220223740855944,-0.05283222,0.9251853373138805,-0.057104471524676924,1.7539189,0.17300646,1.2240770243679757,-0.0009988460445754601
